Nontarget_abundance,Measurement Type,target_abundance,log2_change,p_value,log10_p_value
,PP_4828,318993.5,,,
,PP_4830,3604995.0666666664,,,
,PP_4834,1776281.9333333333,,,
,PP_4840,539862.6666666666,,,
,PP_4841,14910440.733333334,,,
,PP_4842,2818384.466666667,,,
,PP_4844,548724.7999999999,,,
,PP_4845,964037.0666666668,,,
,PP_4847,503395.0,,,
,PP_4848,10042265.4,,,
,PP_4856,205311.93333333335,,,
,PP_4857,879857.1333333333,,,
,PP_4862,6802319.666666667,,,
,PP_4863,1142755.5666666667,,,
,PP_4864,679845.4,,,
,PP_4867,37226511.56666667,,,
,PP_4868,1415819.5999999999,,,
,PP_4869,21691924.2,,,
,PP_4870,4401669.066666666,,,
,PP_4873,2208028.466666667,,,
,PP_4874,61706131.26666667,,,
,PP_4876,31065625.46666667,,,
,PP_4877,31010426.96666667,,,
,PP_4879,4032257.3666666667,,,
,PP_4880,40025326.9,,,
,PP_4881,4701967.100000001,,,
,PP_4888,8693142.766666668,,,
,PP_4889,58980466.4,,,
,PP_4890,18629331.166666668,,,
,PP_4891,27812900.46666667,,,
,PP_4892,29864149.933333334,,,
,PP_4893,6099835.933333334,,,
,PP_4894,30861025.73333333,,,
,PP_4895,1509910.2666666666,,,
,PP_4896,623805.6,,,
,PP_4898,4752032.666666667,,,
,PP_4902,1938099.8,,,
,PP_4903,4740724.466666667,,,
,PP_4904,1621773.0333333332,,,
,PP_4905,1836954.6666666667,,,
,PP_4906,1755305.5333333332,,,
,PP_4907,6236182.5,,,
,PP_4908,1482559.8,,,
,PP_4909,15945966.733333334,,,
,PP_4910,2616519.466666667,,,
,PP_4911,112463.73333333334,,,
,PP_4912,14074478.133333333,,,
,PP_4915,5881723.266666667,,,
,PP_4916,645297.2666666667,,,
,PP_4919,3263957.4666666663,,,
,PP_4921,872288.0,,,
,PP_4922,2690209.0,,,
,PP_4923,4302492.866666666,,,
,PP_4928,1563778.9333333333,,,
,PP_4931,3359387.0666666664,,,
,PP_4932,456548.4,,,
,PP_4934,12585779.533333333,,,
,PP_4935,2450203.966666667,,,
,PP_4937,7111681.2,,,
,PP_4938,3225374.6666666665,,,
,PP_4939,2053402.5333333332,,,
,PP_4940,1432711.0,,,
,PP_4941,271036.0,,,
,PP_4942,138855.4,,,
,PP_4943,2193685.8666666667,,,
,PP_4944,17510098.400000002,,,
,PP_4945,650236.2000000001,,,
,PP_4947,21686344.833333332,,,
,PP_4949,477986.4,,,
,PP_4950,3213788.766666667,,,
,PP_4952,4564983.133333333,,,
,PP_4954,1195617.3333333333,,,
,PP_4960,44990185.666666664,,,
,PP_4961,1354298.8,,,
,PP_4963,35713420.333333336,,,
,PP_4964,1958456.4666666668,,,
,PP_4965,72053764.76666667,,,
,PP_4967,22008652.2,,,
,PP_4969,3583614.6666666665,,,
,PP_4971,399225.26666666666,,,
,PP_4972,2120000.0,,,
,PP_4975,11960109.866666667,,,
,PP_4977,14479951.333333334,,,
,PP_4980,11634285.266666666,,,
,PP_4981,6066974.600000001,,,
,PP_4983,479146.2,,,
,PP_4984,3925259.6666666665,,,
,PP_4985,1286666.6666666667,,,
,PP_4987,445576.2,,,
,PP_4988,4509728.166666667,,,
,PP_4989,1216061.1333333333,,,
,PP_4990,206701.33333333334,,,
,PP_4991,1481037.8666666665,,,
,PP_4993,5159206.8,,,
,PP_4995,168196.0,,,
,PP_4997,5094775.600000001,,,
,PP_4998,11425192.333333334,,,
,PP_4999,11159235.799999999,,,
,PP_5000,11632788.533333333,,,
,PP_5001,88198799.13333334,,,
,PP_5007,15456753.533333333,,,
,PP_5008,257720.6,,,
,PP_5011,5212088.733333333,,,
,PP_5012,484273.3333333333,,,
,PP_5014,2861253.1999999997,,,
,PP_5016,538402.5,,,
,PP_5020,5642916.733333333,,,
,PP_5022,1227119.6666666667,,,
,PP_5023,2944325.5666666664,,,
,PP_5024,7129898.8,,,
,PP_5025,3010165.9333333336,,,
,PP_5026,11612324.133333333,,,
,PP_5028,4114174.0,,,
,PP_5032,767910.0,,,
,PP_5035,1965545.1333333335,,,
,PP_5039,866042.0,,,
,PP_5040,17967405.933333334,,,
,PP_5041,41813636.0,,,
,PP_5044,49765815.6,,,
,PP_5045,669089.7666666666,,,
,PP_5046,151178101.86666667,,,
,PP_5047,3827148.466666667,,,
,PP_5048,29320307.633333337,,,
,PP_5052,653076.3333333334,,,
,PP_5053,13196497.4,,,
,PP_5055,3718758.8000000003,,,
,PP_5056,14707936.533333333,,,
,PP_5057,348442.4,,,
,PP_5058,16247435.6,,,
,PP_5063,8073662.933333334,,,
,PP_5064,5875434.8,,,
,PP_5066,2132071.3333333335,,,
,PP_5067,2793445.0666666664,,,
,PP_5068,950878.6,,,
,PP_5069,785764.2666666666,,,
,PP_5070,286413.93333333335,,,
,PP_5074,2695420.6666666665,,,
,PP_5075,15061068.133333333,,,
,PP_5076,76236411.46666667,,,
,PP_5077,9288454.6,,,
,PP_5078,8561749.700000001,,,
,PP_5079,1312832.5999999999,,,
,PP_5084,4981702.266666667,,,
,PP_5085,147667265.16666666,,,
,PP_5087,1850455.5999999999,,,
,PP_5088,475200.6666666667,,,
,PP_5089,41457594.333333336,,,
,PP_5090,3629307.3333333335,,,
,PP_5095,15276702.0,,,
,PP_5096,1510000.0,,,
,PP_5097,1733453.0,,,
,PP_5098,2786705.1333333333,,,
,PP_5099,1008585.7333333334,,,
,PP_5100,1159059.3333333333,,,
,PP_5103,1488385.7666666666,,,
,PP_5104,5733215.0,,,
,PP_5109,655211.2666666667,,,
,PP_5110,818301.6666666666,,,
,PP_5111,12889048.166666666,,,
,PP_5112,4710760.600000001,,,
,PP_5113,1282277.4666666666,,,
,PP_5114,808115.6666666666,,,
,PP_5118,12100281.866666667,,,
,PP_5120,1951255.5,,,
,PP_5123,15311517.799999999,,,
,PP_5125,997981.7333333334,,,
,PP_5126,442501.1,,,
,PP_5127,8786136.866666665,,,
,PP_5128,30841338.53333333,,,
,PP_5133,1176666.6666666667,,,
,PP_5139,619115.8333333334,,,
,PP_5141,1812094.2666666666,,,
,PP_5144,400047.6666666667,,,
,PP_5145,32720993.833333332,,,
,PP_5146,297702.9,,,
,PP_5147,341946.9,,,
,PP_5149,5946447.133333333,,,
,PP_5150,3374754.0,,,
,PP_5152,591383.1333333333,,,
,PP_5153,3550164.6666666665,,,
,PP_5154,2288663.6,,,
,PP_5155,45262021.6,,,
,PP_5156,7209712.533333334,,,
,PP_5157,261054.30000000002,,,
,PP_5160,1134751.9333333333,,,
,PP_5164,161276.0,,,
,PP_5165,965481.7000000001,,,
,PP_5168,2856021.733333333,,,
,PP_5171,1564143.9666666668,,,
,PP_5177,305472.60000000003,,,
,PP_5179,4433674.600000001,,,
,PP_5180,8131579.533333334,,,
,PP_5181,52694732.333333336,,,
,PP_5182,1042663.2000000001,,,
,PP_5183,9459112.333333334,,,
,PP_5184,5033174.066666666,,,
,PP_5185,6004009.899999999,,,
,PP_5186,1770032.0,,,
,PP_5187,10875790.266666668,,,
,PP_5192,2145893.6,,,
,PP_5193,6880779.333333333,,,
,PP_5194,2133570.533333333,,,
,PP_5197,3573563.6666666665,,,
,PP_5199,1023226.4,,,
,PP_5200,1436965.2,,,
,PP_5201,1885510.3333333333,,,
,PP_5202,472184.10000000003,,,
,PP_5203,666163.7333333334,,,
,PP_5206,7975874.933333334,,,
,PP_5207,624109.6666666666,,,
,PP_5212,1015835.9333333332,,,
,PP_5213,5777307.433333334,,,
,PP_5214,44224357.86666667,,,
,PP_5215,14585261.799999999,,,
,PP_5216,7700185.600000001,,,
,PP_5217,15638367.233333334,,,
,PP_5220,3896308.3333333335,,,
,PP_5223,2830010.9333333336,,,
,PP_5225,517201.0,,,
,PP_5226,113051.0,,,
,PP_5227,8593795.4,,,
,PP_5228,1146840.0,,,
,PP_5229,845945.4666666667,,,
,PP_5231,2803337.1333333333,,,
,PP_5232,827140.0,,,
,PP_5233,10377870.0,,,
,PP_5234,42574077.53333333,,,
,PP_5235,792466.7999999999,,,
,PP_5258,2982646.266666667,,,
,PP_5260,1090960.0,,,
,PP_5265,3909825.733333333,,,
,PP_5267,1302416.4000000001,,,
,PP_5269,389287.5666666667,,,
,PP_5270,1386167.2666666666,,,
,PP_5271,590767.2666666667,,,
,PP_5273,2179976.533333333,,,
,PP_5278,3629814.966666667,,,
,PP_5279,1370352.5999999999,,,
,PP_5281,9580000.0,,,
,PP_5282,17541698.400000002,,,
,PP_5283,12344725.266666666,,,
,PP_5285,2341882.033333333,,,
,PP_5286,1115138.1,,,
,PP_5288,1668515.1333333335,,,
,PP_5289,8723764.166666666,,,
,PP_5291,8922702.9,,,
,PP_5292,4607013.133333334,,,
,PP_5294,969821.8666666667,,,
,PP_5295,4160180.966666667,,,
,PP_5296,641087.0666666667,,,
,PP_5299,1010000.0,,,
,PP_5301,5998587.266666667,,,
,PP_5302,14878866.866666667,,,
,PP_5303,26825686.666666668,,,
,PP_5304,6112730.933333334,,,
,PP_5305,2467256.8666666667,,,
,PP_5309,6062451.733333333,,,
,PP_5310,1057264.6333333333,,,
,PP_5311,3713254.533333333,,,
,PP_5313,2857059.533333333,,,
,PP_5314,1932849.3999999997,,,
,PP_5324,4567103.0,,,
,PP_5325,400143.2,,,
,PP_5329,1171784.4666666666,,,
,PP_5330,1288622.4666666666,,,
,PP_5331,182649.0,,,
,PP_5332,1423874.4666666668,,,
,PP_5335,5976136.333333333,,,
,PP_5336,6014835.666666667,,,
,PP_5338,3654900.6,,,
,PP_5340,828454.2000000001,,,
,PP_5341,2839950.466666667,,,
,PP_5346,38157289.8,,,
,PP_5347,30713169.066666666,,,
,PP_5350,697208.2000000001,,,
,PP_5351,850538.5,,,
,PP_5352,6557621.2,,,
,PP_5353,3517539.766666667,,,
,PP_5354,928431.6666666666,,,
,PP_5357,354443.5,,,
,PP_5365,2358929.6,,,
,PP_5366,6692473.833333333,,,
,PP_5378,203070.4,,,
,PP_5379,1037917.2000000001,,,
,PP_5392,5546715.333333333,,,
,PP_5395,7333771.933333334,,,
,PP_5409,12928359.766666666,,,
,PP_5411,8591357.933333332,,,
,PP_5412,11911042.333333334,,,
,PP_5413,189734809.66666666,,,
,PP_5414,23460386.066666666,,,
,PP_5415,192947668.0666667,,,
,PP_5416,12598216.0,,,
,PP_5417,55638725.46666667,,,
,PP_5418,14865590.133333333,,,
,PP_5419,2264615.1333333333,,,
,SPy_1046,32179593.866666663,,,
,YNR043W,792567276.4,,,
,b4055 JW4015,101319933.73333333,,,
,sp|A0A140FVX0,3924531.4,,,
,sp|A0A140FVX4,7870558.166666667,,,
,sp|A0A140FVX7,412061.0,,,
,sp|A0A140FVX8,282209.4,,,
,sp|A0A140FVY3,240505.66666666666,,,
,sp|A0A140FVZ0,17030645.566666666,,,
,sp|A0A140FVZ1,20764303.433333334,,,
,sp|A0A140FVZ6,2207393.466666667,,,
,sp|A0A140FW13,655888.2666666667,,,
,sp|A0A140FW16,327992.0333333334,,,
,sp|A0A140FW18,716121.4,,,
,sp|A0A140FW22,6597365.600000001,,,
,sp|A0A140FW35,3737787.2999999993,,,
,sp|A0A140FW42,693287.3333333334,,,
,sp|A0A140FW43,3497788.6666666665,,,
,sp|A0A140FW50,142109.0,,,
,sp|A0A140FW79,1095998.8,,,
,sp|A0A140FW85,824126.5,,,
,sp|A0A140FW92,425720.0,,,
,sp|A0A140FWA3,1951921.3333333333,,,
,sp|A0A140FWA4,905121.6,,,
,sp|A0A140FWC7,1842949.1333333335,,,
,sp|A0A140FWC8,568029.6666666666,,,
,sp|A0A140FWH0,280929.0,,,
,sp|A0A140FWJ4,346565.3333333333,,,
,sp|A0A140FWJ5,3209114.766666667,,,
,sp|A0A140FWK0,1350260.9333333333,,,
,sp|A0A140FWK1,440554.0,,,
,sp|A0A140FWK7,800333.2000000001,,,
,sp|A0A140FWK9,1075626.3333333333,,,
,sp|A0A140FWL0,1263568.4666666666,,,
,sp|A0A140FWL3,3783192.8666666667,,,
,sp|A0A140FWM3,3427635.9333333336,,,
,sp|A0A140FWM4,186230.33333333334,,,
,sp|A0A140FWP7,2505239.533333333,,,
,sp|A0A140FWQ5,4504552.0,,,
,sp|A0A140FWQ8,21222969.2,,,
,sp|A0A140FWQ9,4096767.466666667,,,
,sp|A0A140FWR3,408310.4,,,
,sp|A0A140FWS3,35856789.733333334,,,
,sp|A0A140FWS4,8812916.066666668,,,
,sp|A0A140FWS5,1860269.4666666668,,,
,sp|A0A140FWS9,468958.60000000003,,,
,sp|A0A140FWU0,5270607.8,,,
,sp|P63165,292447.0,,,
,sp|Q88C71,184005.0,,,
,sp|Q88CB8,1799305.8666666665,,,
,sp|Q88GI3,1100000.0,,,
,sp|Q88HY3,242729.5,,,
,sp|Q88IC1,104861.0,,,
,sp|Q88IQ8,1346666.6666666667,,,
,sp|Q88IY0,443814.93333333335,,,
,sp|Q88JQ1,1450000.0,,,
,sp|Q88KP0,1237050.6666666667,,,
,sp|Q88MW8,234944.66666666666,,,
,sp|Q88Q22,617195.0,,,
,sp|Q88Q78,665910.0,,,
,sp|Q88QU5,125591.66666666667,,,
,sp|Q88RF4,827269.7,,,
,sp|Q88RW4,210655.0,,,
,sp|Q9FD70,11411574.166666666,,,
