Protein.Group,Control_log2_FC,Control_log10_pval,PP_0368_log2_FC,PP_0368_log10_pval,PP_0751_log2_FC,PP_0751_log10_pval,PP_0812_15_log2_FC,PP_0812_15_log10_pval,PP_0812_log2_FC,PP_0812_log10_pval,PP_0813_log2_FC,PP_0813_log10_pval,PP_0814_log2_FC,PP_0814_log10_pval,PP_0815_log2_FC,PP_0815_log10_pval,PP_0751_PP_0812_log2_FC,PP_0751_PP_0812_log10_pval,PP_1317_PP_0812_log2_FC,PP_1317_PP_0812_log10_pval,PP_1317_log2_FC,PP_1317_log10_pval,PP_2136_log2_FC,PP_2136_log10_pval
PP_4470,,,,,,,,,,,,,,,,,,,,,3.3527294840452506,1.528300238666905,,
PP_4479,,,,,,,,,,,,,,,,,,,,,2.168903699262437,1.3418217884421002,5.270000777223373,2.62417191776592
PP_4499,,,,,,,,,,,,,,,,,,,,,1.8522202392552813,1.726150998954913,,
PP_4532,,,,,,,,,,,,,,,,,,,,,1.4517014799999601,1.4917463639218302,,
PP_4549,,,,,,,,,,,,,,,,,,,,,2.386558448636586,1.4887834115212062,,
PP_4571,,,,,,,,,,,,,,,,,,,,,1.5139623735539893,1.3644490301957022,,
PP_4573,,,,,,,,,,,,,,,,,,,,,2.878147679162135,1.914314394528011,1.5987823211346304,1.7356324561395586
PP_4588,,,,,,,,,,,,,,,,,,,,,2.449789215000656,2.0574876438403655,,
PP_4641,,,,,,,,,,,,,,,,,,,,,4.606812877928807,1.7349681533122423,2.0051271516481104,1.7071934865460028
PP_4667,,,,,,,,,,,,,,,,,,,,,1.2069813573919954,1.470989483348293,,
PP_4682,,,,,,,,,,,,,,,,,,,,,2.643248362153688,1.407820828592623,,
PP_4696,,,,,,,,,,,,,,,,,,,,,1.9300193415633675,1.3913563858536315,1.6524806692659728,1.4016463743977172
PP_4697,,,,,,,,,,,,,,,,,,,,,2.6060708138873614,1.478093310513759,2.925769064607154,2.592387732808245
PP_4717,,,,,,,,,,,,,,,,,,,,,2.929492935540162,1.8522837250829665,,
PP_4770,,,,,,,,,,,,,,,,,,,,,1.7586563220787519,1.9405176692040338,3.2576446382179864,2.0666035771739293
PP_4779,,,,,,,,,,,,,,,,,,,,,1.797544804752284,1.520287387563771,,
PP_4782,,,,,,,,,,,,,,,,,,,,,3.205741410986536,2.0595758164378695,,
PP_4787,,,,,,,,,,,,,,,,,,,,,1.5617468515372714,1.3532009135218346,2.089297210757339,1.342260824860731
PP_4789,,,,,,,,,,,,,,,,,,,,,3.4314201230266286,1.6341871713707419,,
PP_4790,,,,,,,,,,,,,,,,,,,,,2.5917639659369858,2.7577944870902007,2.934970694151619,1.6720155270635486
PP_4801,,,,,,,,,,,,,,,,,,,,,3.498262974223519,2.2362294200335655,,
PP_4802,,,,,,,,,,,,,,,,,,,,,1.4975744546758212,1.5031911559396034,,
PP_4803,,,,,,,,,,,,,,,,,,,,,1.1666136211516103,2.623993688711001,,
PP_4841,,,,,,,,,,,,,,,,,,,,,1.2443543246477409,2.145390826046535,1.155159852083057,1.6860916154239245
PP_4862,,,,,,,,,,,,,,,,,,,,,2.363918483256826,2.1158635022205887,,
PP_4867,,,,,,,,,,,,,,,,,,,,,1.5206617909139377,1.7930385128406567,,
PP_4880,,,,,,,,,,,,,,,,,,,,,1.4184995373401597,2.3147339087081553,,
PP_4890,,,,,,,,,,,,,,,,,,,,,1.1986160218951805,1.4549591839058171,1.1162765907292058,1.4456383709759493
PP_4891,,,,,,,,,,,,,,,,,,,,,1.1213388301396547,2.5357289195305888,,
PP_4892,,,,,,,,,,,,,,,,,,,,,1.4738186734763865,1.479660038679733,,
PP_4893,,,,,,,,,,,,,,,,,,,,,2.5171465880330604,2.266086161708841,,
PP_4909,,,,,,,,,,,,,,,,,,,,,1.9397316456042837,1.3710185142477387,1.7731893374796437,1.8823839451686117
PP_4912,,,,,,,,,,,,,,,,,,,,,2.9141691308196904,1.375287817684844,,
PP_4934,,,,,,,,,,,,,,,,,,,,,2.8110208929793514,1.895127219856971,,
PP_4967,,,,,,,,,,,,,,,,,,,,,1.2160233405954723,2.2247095797373233,,
PP_4997,,,,,,,,,,,,,,,,,,,,,2.153254881254219,1.339924430856587,1.7974082921496433,1.598379253024515
PP_4998,,,,,,,,,,,,,,,,,,,,,2.332667591739292,1.339888411086443,1.9326408521379204,1.940598270559959
PP_5007,,,,,,,,,,,,,,,,,,,,,2.6334158519129853,1.772884718404568,,
PP_5024,,,,,,,,,,,,,,,,,,,,,1.9954345835925893,1.9592467806529328,,
PP_5026,,,,,,,,,,,,,,,,,,,,,2.739149053465445,1.3065605406328413,,
PP_5040,,,,,,,,,,,,,,,,,,,,,1.2300851123037058,1.3771603950003712,,
PP_5047,,,,,,,,,,,,,,,,,,,,,3.683721707156417,1.5623698932634156,3.277018065510468,1.3453800620681438
PP_5048,,,,,,,,,,,,,,,,,,,,,1.8609149201263089,1.8770744845777076,1.1203455557132564,1.874691200799913
PP_5058,,,,,,,,,,,,,,,,,,,,,2.9199803420535346,1.7114846347499844,2.269989994731017,1.478366025826646
PP_5074,,,,,,,,,,,,,,,,,,,,,1.636266551107378,1.3739103125280263,,
PP_5075,,,,,,,,,,,,,,,,,,,,,1.333732719802139,1.6675527318715917,,
PP_5097,,,,,,,,,,,,,,,,,,,,,3.3539913973912627,1.3856651020144286,,
PP_5104,,,,,,,,,,,,,,,,,,,,,1.1665754180626904,1.638803853711562,,
PP_5111,,,,,,,,,,,,,,,,,,,,,2.0393519936392197,1.3496212396152745,,
PP_5123,,,,,,,,,,,,,,,,,,,,,1.8519293215294133,1.439360852349691,,
PP_5145,,,,,,,,,,,,,,,,,,,,,2.0135855683271493,1.8527657758594591,,
PP_5156,,,,,,,,,,,,,,,,,,,,,1.9885862351737937,1.366623530295152,,
PP_5180,,,,,,,,,,,,,,,,,,,,,2.7747908700792534,1.8229359336665119,,
PP_5216,,,,,,,,,,,,,,,,,,,,,1.9467616560176015,1.4568044162075302,,
PP_5220,,,,,,,,,,,,,,,,,,,,,4.66850674867225,3.5963090631992483,,
PP_5227,,,,,,,,,,,,,,,,,,,,,1.7455628094387499,1.3360829254200026,,
PP_5291,,,,,,,,,,,,,,,,,,,,,1.244205726153362,1.3225528756761495,,
PP_5295,,,,,,,,,,,,,,,,,,,,,2.6068759665037997,1.3178600317130895,4.687816654807701,1.348865341738775
PP_5325,,,,,,,,,,,,,,,,,,,,,2.9921987345251813,1.802530017999523,,
PP_5336,,,,,,,,,,,,,,,,,,,,,1.1786707583827223,1.3101618990633899,,
PP_5352,,,,,,,,,,,,,,,,,,,,,1.7733370258427628,1.761802149561102,,
PP_5411,,,,,,,,,,,,,,,,,,,,,4.553169448529821,2.0737537072449324,2.9280710309355116,1.3565094543359828
PP_5419,,,,,,,,,,,,,,,,,,,,,3.666220425966284,2.584936327518399,2.8124486186635114,1.8479726776332457
A0A140FVX0,,,,,,,,,,,,,,,,,,,,,,,1.3909982378847376,1.8704189363073227
A0A140FVZ1,,,,,,,,,,,,,,,,,,,,,,,1.779123569811221,1.558015070947441
PP_0003,,,,,,,,,,,,,,,,,,,,,,,2.6958510765695087,1.4170890243908385
PP_0013,,,,,,,,,,,,,,,,,,,,,,,1.709159955610373,1.605823004591351
PP_0067,,,,,,,,,,,,,,,,,,,,,,,2.471890696688287,1.5107413396411131
PP_0100,,,,,,,,,,,,,,,,,,,,,,,1.1028054806708758,4.110897670490258
PP_0111,,,,,,,,,,,,,,,,,,,,,,,4.235298927438071,1.7467566906609255
PP_0116,,,,,,,,,,,,,,,,,,,,,,,1.616516371066205,1.476863996599173
PP_0189,,,,,,,,,,,,,,,,,,,,,,,1.268667264885111,1.7106444543671868
PP_0214,,,,,,,,,,,,,,,,,,,,,,,1.6185158826017423,1.5806509365722008
PP_0228,,,,,,,,,,,,,,,,,,,,,,,2.5727169118658,1.5211939131140046
PP_0346,,,,,,,,,,,,,,,,,,,,,,,2.922961277061289,1.6676738153687523
PP_0366,,,,,,,,,,,,,,,,,,,,,,,3.2114994410656776,1.3420129846268534
PP_0405,,,,,,,,,,,,,,,,,,,,,,,3.0489931655163156,1.7438557948232134
PP_0417,,,,,,,,,,,,,,,,,,,,,,,1.7580114826587534,2.512606932930847
PP_0421,,,,,,,,,,,,,,,,,,,,,,,1.3616885882021514,1.5645953257864444
PP_0422,,,,,,,,,,,,,,,,,,,,,,,1.2749181872279893,1.3581519147510497
PP_0474,,,,,,,,,,,,,,,,,,,,,,,1.3224356639988302,1.4023567496000116
PP_0516,,,,,,,,,,,,,,,,,,,,,,,1.7435778189581708,2.2959308791524036
PP_0605,,,,,,,,,,,,,,,,,,,,,,,3.188079440244217,2.3628758267728904
PP_0622,,,,,,,,,,,,,,,,,,,,,,,2.808821494169396,1.4680564917238543
PP_0658,,,,,,,,,,,,,,,,,,,,,,,1.8139552905784806,1.6602511284047643
PP_0719,,,,,,,,,,,,,,,,,,,,,,,1.4407777684140124,1.535008652274303
PP_0786,,,,,,,,,,,,,,,,,,,,,,,2.3908064056064506,1.6423896198253785
PP_0792,,,,,,,,,,,,,,,,,,,,,,,3.185850027743883,1.843094719328276
PP_0852,,,,,,,,,,,,,,,,,,,,,,,3.2360404510852927,2.408123409999158
PP_0893,,,,,,,,,,,,,,,,,,,,,,,2.4718065089960706,1.519285717862268
PP_0957,,,,,,,,,,,,,,,,,,,,,,,3.041592017403221,1.3021016812538526
PP_0963,,,,,,,,,,,,,,,,,,,,,,,1.8926400517629474,1.7609054134856046
PP_1014,,,,,,,,,,,,,,,,,,,,,,,3.9882765011779306,1.3373960358675796
PP_1145,,,,,,,,,,,,,,,,,,,,,,,1.0023002312534433,1.3315607730098913
PP_1157 PP_3365,,,,,,,,,,,,,,,,,,,,,,,1.9560354509282953,1.799470778117112
PP_1177,,,,,,,,,,,,,,,,,,,,,,,2.8571397145617303,1.8406399888959182
PP_1179,,,,,,,,,,,,,,,,,,,,,,,1.683476411104837,1.4604129111898925
PP_1237,,,,,,,,,,,,,,,,,,,,,,,1.008685416906906,1.7191439263559067
PP_1298,,,,,,,,,,,,,,,,,,,,,,,4.1045462790281535,2.1016391499684612
PP_1314,,,,,,,,,,,,,,,,,,,,,,,2.361573857202361,1.9480685426886162
PP_1322,,,,,,,,,,,,,,,,,,,,,,,1.408815140997485,1.3879386957902289
PP_1343,,,,,,,,,,,,,,,,,,,,,,,1.014012598602494,1.4921500969822739
PP_1353,,,,,,,,,,,,,,,,,,,,,,,2.6335547668316117,1.3801885941757632
PP_1385,,,,,,,,,,,,,,,,,,,,,,,1.1896709749505543,1.4971463475654383
PP_1423,,,,,,,,,,,,,,,,,,,,,,,3.53224981974037,2.2647644585237243
PP_1426,,,,,,,,,,,,,,,,,,,,,,,3.661494598151927,1.6951845212548953
PP_1434,,,,,,,,,,,,,,,,,,,,,,,2.6943232783793087,2.2772502597413617
PP_1588,,,,,,,,,,,,,,,,,,,,,,,1.23813531878921,1.9743390160659648
PP_1638,,,,,,,,,,,,,,,,,,,,,,,1.3339513652135968,2.103206569459678
PP_1733,,,,,,,,,,,,,,,,,,,,,,,1.0776292310216662,1.4715684046071753
PP_1763,,,,,,,,,,,,,,,,,,,,,,,2.809625417610634,1.4328021952258478
PP_1783,,,,,,,,,,,,,,,,,,,,,,,1.1459360456610133,2.080167305582812
PP_1786,,,,,,,,,,,,,,,,,,,,,,,1.4241904724718548,1.4411744910354967
PP_1791,,,,,,,,,,,,,,,,,,,,,,,2.589998249361742,1.3188146648406083
PP_1826,,,,,,,,,,,,,,,,,,,,,,,1.579619458068965,1.6163518944536022
PP_1901,,,,,,,,,,,,,,,,,,,,,,,2.3825973285549615,1.4734226074263883
PP_1908,,,,,,,,,,,,,,,,,,,,,,,2.12553342742075,1.3508290120410722
PP_1913,,,,,,,,,,,,,,,,,,,,,,,4.374039137920284,1.7751791846802905
PP_2017,,,,,,,,,,,,,,,,,,,,,,,1.8244149311289304,1.650877329076222
PP_2093,,,,,,,,,,,,,,,,,,,,,,,2.7814438803331596,1.9498480170862902
PP_2122,,,,,,,,,,,,,,,,,,,,,,,2.1725899576532064,2.2037556997049816
PP_2129,,,,,,,,,,,,,,,,,,,,,,,2.4323877519515253,1.5104002846980016
PP_2138,,,,,,,,,,,,,,,,,,,,,,,2.8265731626344,1.327224199070142
PP_2168,,,,,,,,,,,,,,,,,,,,,,,1.095729994295848,1.4935295613650994
PP_2215,,,,,,,,,,,,,,,,,,,,,,,3.164201976575376,2.1386574781836893
PP_2233,,,,,,,,,,,,,,,,,,,,,,,4.0465949750904215,1.391623444832935
PP_2238,,,,,,,,,,,,,,,,,,,,,,,1.7806607549317703,1.7696506773310887
PP_2265,,,,,,,,,,,,,,,,,,,,,,,1.2361827301861368,1.532744128488627
PP_2304,,,,,,,,,,,,,,,,,,,,,,,1.4284111477976074,1.642214655542202
PP_2308,,,,,,,,,,,,,,,,,,,,,,,1.3237765552400373,2.079600025108932
PP_2328,,,,,,,,,,,,,,,,,,,,,,,4.786152931832461,4.030138121303126
PP_2334,,,,,,,,,,,,,,,,,,,,,,,1.7531559471107598,2.5956295139257346
PP_2336,,,,,,,,,,,,,,,,,,,,,,,3.008128929231769,2.270820569231639
PP_2364,,,,,,,,,,,,,,,,,,,,,,,2.3547758528717124,1.6817143572018747
PP_2378,,,,,,,,,,,,,,,,,,,,,,,2.646953573438783,1.7661051021346312
PP_2424,,,,,,,,,,,,,,,,,,,,,,,2.925994682835636,1.8225892046451186
PP_2469,,,,,,,,,,,,,,,,,,,,,,,1.4262477365799398,1.5175796159031065
PP_2471,,,,,,,,,,,,,,,,,,,,,,,1.081909028815252,1.5357126882936225
PP_2545,,,,,,,,,,,,,,,,,,,,,,,1.8612224686704693,1.371568070079906
PP_2685,,,,,,,,,,,,,,,,,,,,,,,2.5878791408932935,1.7909342014128937
PP_2905,,,,,,,,,,,,,,,,,,,,,,,1.250825598236329,1.4342652019026008
PP_2929,,,,,,,,,,,,,,,,,,,,,,,2.3544236984520124,1.3989640282524611
PP_2933,,,,,,,,,,,,,,,,,,,,,,,1.7508314112808567,1.414730196047449
PP_3189,,,,,,,,,,,,,,,,,,,,,,,1.3381427460551323,1.9568857149902397
PP_3316,,,,,,,,,,,,,,,,,,,,,,,2.160045884157609,1.4002281311013955
PP_3404,,,,,,,,,,,,,,,,,,,,,,,3.3457921890717905,1.5724527529524184
PP_3508,,,,,,,,,,,,,,,,,,,,,,,1.1001196715739312,1.3354357578922456
PP_3620,,,,,,,,,,,,,,,,,,,,,,,3.0421140354884617,1.3177129175767417
PP_3742,,,,,,,,,,,,,,,,,,,,,,,3.1237144887643034,2.345364972419356
PP_3827,,,,,,,,,,,,,,,,,,,,,,,3.334787951528066,1.3943614818808223
PP_3923,,,,,,,,,,,,,,,,,,,,,,,2.3235413601316526,1.8550845591848577
PP_4126,,,,,,,,,,,,,,,,,,,,,,,1.965977731499508,1.768249617025431
PP_4169,,,,,,,,,,,,,,,,,,,,,,,2.452539987625952,1.759110121920432
PP_4178,,,,,,,,,,,,,,,,,,,,,,,1.2629884245213443,1.861330533793174
PP_4193,,,,,,,,,,,,,,,,,,,,,,,1.1455151611386036,1.5612066359016958
PP_4274,,,,,,,,,,,,,,,,,,,,,,,2.8363398025423208,2.467994000737355
PP_4283,,,,,,,,,,,,,,,,,,,,,,,2.8084732891105264,1.3416690952628223
PP_4305,,,,,,,,,,,,,,,,,,,,,,,3.0169096807100964,1.3346264815286641
PP_4342,,,,,,,,,,,,,,,,,,,,,,,3.892804496641507,1.9655859374636897
PP_4379,,,,,,,,,,,,,,,,,,,,,,,2.124676082498628,2.4143934019885944
PP_4397,,,,,,,,,,,,,,,,,,,,,,,1.7636664907587303,1.5709447451963314
PP_4506,,,,,,,,,,,,,,,,,,,,,,,1.5176898905023264,2.0766746654345205
PP_4616,,,,,,,,,,,,,,,,,,,,,,,2.4646167249110675,1.3288133432981144
PP_4633,,,,,,,,,,,,,,,,,,,,,,,3.1116010744989,1.4862591073406732
PP_4635,,,,,,,,,,,,,,,,,,,,,,,1.6192028603203557,3.043250410048451
PP_4646,,,,,,,,,,,,,,,,,,,,,,,4.449611809017856,2.018990704592065
PP_4666,,,,,,,,,,,,,,,,,,,,,,,1.8845056470964219,1.3817864446264323
PP_4715,,,,,,,,,,,,,,,,,,,,,,,1.8359127443945273,1.3933931842602347
PP_4725,,,,,,,,,,,,,,,,,,,,,,,1.2346163859682833,2.2900392621363244
PP_4776,,,,,,,,,,,,,,,,,,,,,,,2.904268188342316,1.8344282097179816
PP_4817,,,,,,,,,,,,,,,,,,,,,,,1.6567923116712695,1.8799919436203694
PP_4823,,,,,,,,,,,,,,,,,,,,,,,1.0976739710686336,1.3615192713178899
PP_4848,,,,,,,,,,,,,,,,,,,,,,,4.041787261113202,2.334198632518006
PP_4879,,,,,,,,,,,,,,,,,,,,,,,1.862863650794137,1.5990796029712664
PP_4898,,,,,,,,,,,,,,,,,,,,,,,1.910785093055251,1.7315634103664446
PP_4907,,,,,,,,,,,,,,,,,,,,,,,2.8790653821122847,1.3539360478938254
PP_4919,,,,,,,,,,,,,,,,,,,,,,,3.6206714464255234,2.2233164497070033
PP_4935,,,,,,,,,,,,,,,,,,,,,,,2.2070595496177905,1.323833493695874
PP_4977,,,,,,,,,,,,,,,,,,,,,,,2.7097717910212857,1.65931177933456
PP_4993,,,,,,,,,,,,,,,,,,,,,,,4.201827779411371,1.805565314541888
PP_5011,,,,,,,,,,,,,,,,,,,,,,,3.2682910674632555,1.8359814983343627
PP_5025,,,,,,,,,,,,,,,,,,,,,,,2.1873784272619643,1.3027034930175068
PP_5095,,,,,,,,,,,,,,,,,,,,,,,2.051435249393616,2.047212178518536
PP_5103,,,,,,,,,,,,,,,,,,,,,,,1.9396028458638082,1.744000885391895
PP_5127,,,,,,,,,,,,,,,,,,,,,,,1.0507539801529564,2.142223361645814
PP_5168,,,,,,,,,,,,,,,,,,,,,,,1.8015328695509616,1.6293718065918266
PP_5179,,,,,,,,,,,,,,,,,,,,,,,1.7481691599279352,1.3873968806828667
PP_5184,,,,,,,,,,,,,,,,,,,,,,,1.877697325166639,1.608664104916569
PP_5217,,,,,,,,,,,,,,,,,,,,,,,2.469486908097664,1.4552964117189138
PP_5265,,,,,,,,,,,,,,,,,,,,,,,2.2409835696361475,2.0750145510870808
PP_5278,,,,,,,,,,,,,,,,,,,,,,,4.967352335971994,1.6539843883398024
PP_5285,,,,,,,,,,,,,,,,,,,,,,,2.8385284892773295,1.5630842676508736
PP_5301,,,,,,,,,,,,,,,,,,,,,,,3.4189506705234427,2.236524391338141
PP_5304,,,,,,,,,,,,,,,,,,,,,,,3.6491020854709775,1.9708392554176326
PP_5309,,,,,,,,,,,,,,,,,,,,,,,2.507343170216885,1.7591264757729588
PP_5311,,,,,,,,,,,,,,,,,,,,,,,3.1058514035427343,1.7400644252996404
PP_5324,,,,,,,,,,,,,,,,,,,,,,,1.56394725598568,1.6004025569848161
PP_5392,,,,,,,,,,,,,,,,,,,,,,,2.9460422484526223,3.228611091845886
PP_5395,,,,,,,,,,,,,,,,,,,,,,,1.4873727920252993,1.6134989462974534
