,Line Name,rep,is_control,line_name_norep,number_of_grna,isoprenol,dCas9,dCas9_normtocontrol,target_1,target_2,target_3,target_4,target_1_value,target_2_value,target_3_value,target_4_value,target_1_control,target_2_control,target_3_control,target_4_control,target_1_norm,target_2_norm,target_3_norm,target_4_norm,has_missing_control,above_dcas9_thresh,target_1_belowthresh,target_2_belowthresh,target_3_belowthresh,target_4_belowthresh,all_targets_belowthresh,all_reps_belowthresh,all_reps_above_dcas9_thresh,to_keep,to_keep_improved
32,PP_0106-R3,3,False,PP_0106,1,111.18153,8855162.17,1.1205886825043583,PP_0106,,,,,,,,,,,,,,,,True,True,True,False,False,False,True,True,True,,False
33,PP_0168-R1,1,False,PP_0168,1,175.45973,23142601.2,1.0498503270647046,PP_0168,,,,522384.55,,,,10913109.402857142,,,,0.047867617808654554,,,,False,True,True,False,False,False,True,True,True,,True
34,PP_0168-R2,2,False,PP_0168,1,201.45567,25546325.78,1.1588938617424949,PP_0168,,,,309194.98,,,,10913109.402857142,,,,0.02833243657568852,,,,False,True,True,False,False,False,True,True,True,,True
35,PP_0168-R3,3,False,PP_0168,1,211.9504,26075198.3,1.182885848784018,PP_0168,,,,0.0,,,,10913109.402857142,,,,0.0,,,,False,True,True,False,False,False,True,True,True,,True
36,PP_0225-R1,1,False,PP_0225,1,104.96498,16443156.22,2.08082183149709,PP_0225,,,,,,,,,,,,,,,,True,True,True,False,False,False,True,True,True,,False
37,PP_0225-R2,2,False,PP_0225,1,112.46604,11912275.92,1.5074553489313673,PP_0225,,,,,,,,,,,,,,,,True,True,True,False,False,False,True,True,True,,False
38,PP_0225-R3,3,False,PP_0225,1,141.71733,14170320.6,1.7932027202860779,PP_0225,,,,,,,,,,,,,,,,True,True,True,False,False,False,True,True,True,,False
39,PP_0226-R1,1,False,PP_0226,1,142.40009,8421875.22,1.065757789164905,PP_0226,,,,5524.52,,,,110431.815,,,,0.05002652541751668,,,,False,True,True,False,False,False,True,True,True,,True
40,PP_0226-R2,2,False,PP_0226,1,139.02969,9935639.04,1.2573191148765226,PP_0226,,,,2744.44,,,,110431.815,,,,0.024851896167784618,,,,False,True,True,False,False,False,True,True,True,,True
41,PP_0226-R3,3,False,PP_0226,1,137.47671,8479896.0,1.073100108613141,PP_0226,,,,12366.48,,,,110431.815,,,,0.11198294621889533,,,,False,True,True,False,False,False,True,True,True,,True
42,PP_0277-R1,1,False,PP_0277,1,115.91716,7375950.0,0.9333997428889574,PP_0277,,,,,,,,,,,,,,,,True,True,True,False,False,False,True,True,True,,False
43,PP_0277-R2,2,False,PP_0277,1,130.34658,8546503.9,1.0815290969786227,PP_0277,,,,,,,,,,,,,,,,True,True,True,False,False,False,True,True,True,,False
44,PP_0277-R3,3,False,PP_0277,1,133.71956,5935274.7,0.7510875045187853,PP_0277,,,,,,,,,,,,,,,,True,True,True,False,False,False,True,True,True,,False
45,PP_0338-R1,1,False,PP_0338,1,203.161,219108.4,0.009434478969628832,PP_0338,,,,72358122.3,,,,72526888.17142858,,,,0.9976730578729688,,,,False,False,False,False,False,False,False,False,False,,False
46,PP_0338-R2,2,False,PP_0338,1,218.29627,536914.45,0.02311873066945325,PP_0338,,,,59666454.94,,,,72526888.17142858,,,,0.8226804767766825,,,,False,False,False,False,False,False,False,False,False,,False
47,PP_0338-R3,3,False,PP_0338,1,212.999,632072.0,0.027216072004958437,PP_0338,,,,47301740.0,,,,72526888.17142858,,,,0.6521959123379868,,,,False,False,False,False,False,False,False,False,False,,False
48,PP_0362-R1,1,False,PP_0362,1,203.3036,731194.0,0.03148411660949003,PP_0362,,,,,,,,,,,,,,,,True,False,True,False,False,False,True,True,False,,False
49,PP_0362-R2,2,False,PP_0362,1,225.55467,566927.2,0.024411034655497273,PP_0362,,,,,,,,,,,,,,,,True,False,True,False,False,False,True,True,False,,False
50,PP_0362-R3,3,False,PP_0362,1,218.51027,1096713.5,0.047222837880510425,PP_0362,,,,,,,,,,,,,,,,True,False,True,False,False,False,True,True,False,,False
51,PP_0368-R1,1,False,PP_0368,1,227.0476,20505186.8,0.8829225791111192,PP_0368,,,,313827.4,,,,8611829.867142858,,,,0.036441430548617926,,,,False,True,True,False,False,False,True,True,True,,True
52,PP_0368-R2,2,False,PP_0368,1,246.3242,24832291.2,1.0692412025011324,PP_0368,,,,324156.2,,,,8611829.867142858,,,,0.037640803987172254,,,,False,True,True,False,False,False,True,True,True,,True
53,PP_0368-R3,3,False,PP_0368,1,236.6698,20474260.3,0.8815909304209995,PP_0368,,,,203906.64,,,,8611829.867142858,,,,0.023677504449777294,,,,False,True,True,False,False,False,True,True,True,,True
54,PP_0437-R1,1,False,PP_0437,1,234.11313,18068693.2,0.7780108202336171,PP_0437,,,,31987.0,,,,481093.93857142853,,,,0.0664880544847082,,,,False,True,True,False,False,False,True,True,True,,True
55,PP_0437-R2,2,False,PP_0437,1,200.386,21549726.0,0.9278988699121697,PP_0437,,,,0.0,,,,481093.93857142853,,,,0.0,,,,False,True,True,False,False,False,True,True,True,,True
56,PP_0437-R3,3,False,PP_0437,1,242.27493,19857340.88,0.8550273057770076,PP_0437,,,,19280.76,,,,481093.93857142853,,,,0.040076913164303694,,,,False,True,True,False,False,False,True,True,True,,True
57,PP_0528-R1,1,False,PP_0528,1,402.64727,18943953.7,0.859381182606371,PP_0528,,,,120928.8,,,,785481.1971428571,,,,0.15395505384453706,,,,False,True,True,False,False,False,True,True,True,,True
58,PP_0528-R2,2,False,PP_0528,1,393.75147,22230674.6,1.00848131970917,PP_0528,,,,105752.8,,,,785481.1971428571,,,,0.13463441312748128,,,,False,True,True,False,False,False,True,True,True,,True
59,PP_0528-R3,3,False,PP_0528,1,384.7004,17489522.7,0.7934017860879258,PP_0528,,,,106666.4,,,,785481.1971428571,,,,0.1357975218095518,,,,False,True,True,False,False,False,True,True,True,,True
60,PP_0548-R1,1,False,PP_0548,1,314.28353,19790400.1,0.8977797196680883,PP_0548,,,,,,,,,,,,,,,,True,True,True,False,False,False,True,True,True,,False
61,PP_0548-R2,2,False,PP_0548,1,314.68627,19157024.2,0.8690469990018433,PP_0548,,,,,,,,,,,,,,,,True,True,True,False,False,False,True,True,True,,False
62,PP_0548-R3,3,False,PP_0548,1,285.7046,23641380.6,1.0724771576313195,PP_0548,,,,,,,,,,,,,,,,True,True,True,False,False,False,True,True,True,,False
63,PP_0582-R1,1,False,PP_0582,1,163.4768,18644997.0,0.8028255972171431,PP_0582,,,,37330.2,,,,73549.44857142857,,,,0.5075524116777879,,,,False,True,False,False,False,False,False,False,True,,False
64,PP_0582-R2,2,False,PP_0582,1,168.45647,11166582.7,0.4808162975302231,PP_0582,,,,42956.1,,,,73549.44857142857,,,,0.5840438077286546,,,,False,True,False,False,False,False,False,False,True,,False
65,PP_0582-R3,3,False,PP_0582,1,164.4934,17402097.0,0.7493081879742675,PP_0582,,,,55572.9,,,,73549.44857142857,,,,0.7555855425079034,,,,False,True,False,False,False,False,False,False,True,,False
66,PP_0597-R1,1,False,PP_0597,1,153.19473,26081801.89,1.1831854167133697,PP_0597,,,,92039.88,,,,2523515.7971428568,,,,0.03647287649405969,,,,False,True,True,False,False,False,True,True,True,,True
67,PP_0597-R2,2,False,PP_0597,1,158.95087,24803611.6,1.125201075091157,PP_0597,,,,77878.8,,,,2523515.7971428568,,,,0.03086122943560526,,,,False,True,True,False,False,False,True,True,True,,True
68,PP_0597-R3,3,False,PP_0597,1,179.24307,22533975.5,1.0222403844881118,PP_0597,,,,0.0,,,,2523515.7971428568,,,,0.0,,,,False,True,True,False,False,False,True,True,True,,True
69,PP_0654-R1,1,False,PP_0654,1,111.65689,5603616.5,0.7091173612007022,PP_0654,,,,0.0,,,,54333.58,,,,0.0,,,,False,True,True,False,False,False,True,True,True,,True
70,PP_0654-R2,2,False,PP_0654,1,110.61244,6315107.09,0.7991539170035361,PP_0654,,,,16406.94,,,,54333.58,,,,0.30196684996644796,,,,False,True,True,False,False,False,True,True,True,,True
71,PP_0654-R3,3,False,PP_0654,1,116.22133,7853770.9,0.9938662462148978,PP_0654,,,,15790.0,,,,54333.58,,,,0.290612177588887,,,,False,True,True,False,False,False,True,True,True,,True
72,PP_0658-R1,1,False,PP_0658,1,147.18827,10030955.1,1.2693810168548696,PP_0658,,,,67314.0,,,,2360015.69,,,,0.028522691728375755,,,,False,True,True,False,False,False,True,True,True,,True
73,PP_0658-R2,2,False,PP_0658,1,124.49209,10361585.3,1.311221070498309,PP_0658,,,,36682.44,,,,2360015.69,,,,0.015543303443037703,,,,False,True,True,False,False,False,True,True,True,,True
74,PP_0658-R3,3,False,PP_0658,1,118.57164,2540245.2,0.32145882449784885,PP_0658,,,,0.0,,,,2360015.69,,,,0.0,,,,False,True,True,False,False,False,True,True,True,,True
75,PP_0691-R1,1,False,PP_0691,1,158.04253,583769.16,0.07387387168439356,PP_0691,,,,3822868.76,,,,4288917.9925,,,,0.8913364085499007,,,,False,False,False,False,False,False,False,False,False,,False
76,PP_0691-R2,2,False,PP_0691,1,131.16233,745630.24,0.09435680479209207,PP_0691,,,,4294224.8,,,,4288917.9925,,,,1.0012373301399746,,,,False,False,False,False,False,False,False,False,False,,False
77,PP_0691-R3,3,False,PP_0691,1,175.90227,0.0,0.0,PP_0691,,,,4228974.0,,,,4288917.9925,,,,0.9860235162796717,,,,False,False,False,False,False,False,False,False,False,,False
78,PP_0751-R1,1,False,PP_0751,1,212.71467,9327422.4,1.1803515031930398,PP_0751,,,,396897.2,,,,12399394.4225,,,,0.0320094019494846,,,,False,True,True,False,False,False,True,True,True,,True
79,PP_0751-R2,2,False,PP_0751,1,214.10044,8504122.1,1.0761658337754865,PP_0751,,,,842743.0,,,,12399394.4225,,,,0.0679664644323883,,,,False,True,True,False,False,False,True,True,True,,True
80,PP_0751-R3,3,False,PP_0751,1,206.26133,8981735.24,1.1366060458263259,PP_0751,,,,124859.62,,,,12399394.4225,,,,0.01006981597209531,,,,False,True,True,False,False,False,True,True,True,,True
81,PP_0774-R1,1,False,PP_0774,1,143.4392,12684903.8,0.5461929261172318,PP_0774,,,,220441.2,,,,1467045.9385714286,,,,0.15026196126800223,,,,False,True,True,False,False,False,True,True,True,,True
82,PP_0774-R2,2,False,PP_0774,1,148.55953,10963842.5,0.47208660869493274,PP_0774,,,,0.0,,,,1467045.9385714286,,,,0.0,,,,False,True,True,False,False,False,True,True,True,,True
83,PP_0774-R3,3,False,PP_0774,1,134.98473,10611850.4,0.4569303569723813,PP_0774,,,,142170.0,,,,1467045.9385714286,,,,0.09690903076862165,,,,False,True,True,False,False,False,True,True,True,,True
84,PP_0806-R1,1,False,PP_0806,1,220.38507,22950275.31,1.0411255775529897,PP_0806,,,,,,,,,,,,,,,,True,True,True,False,False,False,True,True,True,,False
85,PP_0806-R2,2,False,PP_0806,1,211.7644,20592402.3,0.9341620720536365,PP_0806,,,,,,,,,,,,,,,,True,True,True,False,False,False,True,True,True,,False
86,PP_0806-R3,3,False,PP_0806,1,204.0776,22600835.1,1.0252734304417974,PP_0806,,,,,,,,,,,,,,,,True,True,True,False,False,False,True,True,True,,False
87,PP_0812-R1,1,False,PP_0812,1,224.54833,11175371.7,1.4142027903481627,PP_0812,,,,1204278.33,,,,8097838.8275,,,,0.14871601616845098,,,,False,True,True,False,False,False,True,False,False,,True
88,PP_0812-R4,4,False,PP_0812,1,231.1432,6324698.9,0.8003677257993983,PP_0812,,,,1108417.7,,,,8097838.8275,,,,0.13687821202810918,,,,False,True,True,False,False,False,True,False,False,,True
89,PP_0812-R2,2,False,PP_0812,1,251.68627,0.0,0.0,PP_0812,,,,4374224.3,,,,8097838.8275,,,,0.5401718153669933,,,,False,False,False,False,False,False,False,False,False,,True
90,PP_0812-R5,5,False,PP_0812,1,252.7312,6458652.22,0.8173190330136719,PP_0812,,,,459185.36,,,,8097838.8275,,,,0.056704680073481,,,,False,True,True,False,False,False,True,False,False,,True
91,PP_0812-R3,3,False,PP_0812,1,255.52187,361314.32,0.04572301783364834,PP_0812,,,,4125550.32,,,,8097838.8275,,,,0.5094631305811822,,,,False,False,False,False,False,False,False,False,False,,True
92,PP_0812-R6,6,False,PP_0812,1,249.00007,8107329.6,1.025953180831762,PP_0812,,,,448440.6,,,,8097838.8275,,,,0.05537781246980492,,,,False,True,True,False,False,False,True,False,False,,True
93,PP_0813-R1,1,False,PP_0813,1,256.74173,384838.35,0.04869989858171633,PP_0813,,,,3720957.65,,,,6573745.295,,,,0.5660331337799421,,,,False,False,False,False,False,False,False,False,False,,True
94,PP_0813-R4,4,False,PP_0813,1,216.197,10206740.1,1.2916259715798522,PP_0813,,,,232904.39,,,,6573745.295,,,,0.03542948190845596,,,,False,True,True,False,False,False,True,False,False,,True
95,PP_0813-R2,2,False,PP_0813,1,359.93587,11310405.74,1.431290858762029,PP_0813,,,,404853.12,,,,6573745.295,,,,0.06158637151760837,,,,False,True,True,False,False,False,True,False,False,,True
96,PP_0813-R5,5,False,PP_0813,1,197.1834,7564134.44,0.9572138018117677,PP_0813,,,,595201.68,,,,6573745.295,,,,0.09054224848850036,,,,False,True,True,False,False,False,True,False,False,,True
97,PP_0813-R3,3,False,PP_0813,1,354.33373,6837341.84,0.8652408320961924,PP_0813,,,,1572459.36,,,,6573745.295,,,,0.2392029641300546,,,,False,True,True,False,False,False,True,False,False,,True
98,PP_0813-R6,6,False,PP_0813,1,222.43527,6953612.46,0.879954457705577,PP_0813,,,,97247.4,,,,6573745.295,,,,0.014793302088227621,,,,False,True,True,False,False,False,True,False,False,,True
99,PP_0814-R1,1,False,PP_0814,1,306.44507,392140.27,0.04962393009638166,PP_0814,,,,,,,,,,,,,,,,True,False,True,False,False,False,True,True,False,,True
100,PP_0814-R2,2,False,PP_0814,1,285.185,234296.41,0.02964936162173086,PP_0814,,,,,,,,,,,,,,,,True,False,True,False,False,False,True,True,False,,True
101,PP_0814-R3,3,False,PP_0814,1,345.55767,0.0,0.0,PP_0814,,,,,,,,,,,,,,,,True,False,True,False,False,False,True,True,False,,True
102,PP_0815-R1,1,False,PP_0815,1,272.805,2261243.3,0.28615214512427245,PP_0815,,,,,,,,,,,,,,,,True,True,True,False,False,False,True,True,True,,True
103,PP_0815-R2,2,False,PP_0815,1,248.58573,3360134.82,0.42521288472132174,PP_0815,,,,,,,,,,,,,,,,True,True,True,False,False,False,True,True,True,,True
104,PP_0815-R3,3,False,PP_0815,1,255.54267,2899108.52,0.36687167716364477,PP_0815,,,,,,,,,,,,,,,,True,True,True,False,False,False,True,True,True,,True
105,PP_0897-R1,1,False,PP_0897,1,95.33156,2084596.2,0.26379809476844307,PP_0897,,,,16073873.8,,,,26347037.265,,,,0.6100827823002664,,,,False,True,False,False,False,False,False,False,False,,True
106,PP_0897-R2,2,False,PP_0897,1,90.75911,2451824.6,0.3102695179941324,PP_0897,,,,16594899.6,,,,26347037.265,,,,0.629858280955371,,,,False,True,False,False,False,False,False,False,False,,True
107,PP_0897-R3,3,False,PP_0897,1,99.26756,1456630.1,0.18433126049177617,PP_0897,,,,17156240.5,,,,26347037.265,,,,0.651163936477622,,,,False,False,False,False,False,False,False,False,False,,True
108,PP_0944-R1,1,False,PP_0944,1,94.11111,6962426.31,0.8810698184826784,PP_0944,,,,69378.82,,,,60330.305,,,,1.1499829148882972,,,,False,True,False,False,False,False,False,False,True,,True
109,PP_0944-R2,2,False,PP_0944,1,100.96711,6257135.4,0.7918178097169034,PP_0944,,,,0.0,,,,60330.305,,,,0.0,,,,False,True,True,False,False,False,True,False,True,,True
110,PP_0944-R3,3,False,PP_0944,1,98.896,4380460.76,0.5543314348821734,PP_0944,,,,55365.24,,,,60330.305,,,,0.9177019741571006,,,,False,True,False,False,False,False,False,False,True,,True
111,PP_0999-R1,1,False,PP_0999,1,144.91473,12332352.8,0.5594498435446974,PP_0999,,,,0.0,,,,8750457.644285714,,,,0.0,,,,False,True,True,False,False,False,True,True,True,,True
112,PP_0999-R2,2,False,PP_0999,1,150.51333,4498561.8,0.5692766935093222,PP_0999,,,,212555.0,,,,5034260.47,,,,0.042221692990787985,,,,False,True,True,False,False,False,True,True,True,,True
113,PP_0999-R3,3,False,PP_0999,1,149.47167,4942087.9,0.6254033141757506,PP_0999,,,,902420.0,,,,5034260.47,,,,0.17925572293640182,,,,False,True,True,False,False,False,True,True,True,,True
114,PP_1023-R1,1,False,PP_1023,1,134.36453,263643.68,0.033363152289033755,PP_1023,,,,31425592.88,,,,32914024.5275,,,,0.9547781935248787,,,,False,False,False,False,False,False,False,False,False,,False
115,PP_1023-R2,2,False,PP_1023,1,134.90653,902206.48,0.11417096054945482,PP_1023,,,,30213981.68,,,,32914024.5275,,,,0.9179667972464417,,,,False,False,False,False,False,False,False,False,False,,False
116,PP_1023-R3,3,False,PP_1023,1,128.65767,380927.48,0.0482049921557682,PP_1023,,,,26991699.52,,,,32914024.5275,,,,0.8200668228052198,,,,False,False,False,False,False,False,False,False,False,,False
117,PP_1031-R1,1,False,PP_1031,1,121.7032,16398336.9,0.7439007918341614,PP_1031,,,,19043799.9,,,,23648247.582857143,,,,0.8052943387570521,,,,False,True,False,False,False,False,False,False,True,,False
118,PP_1031-R2,2,False,PP_1031,1,129.55,5943346.33,0.7521089400446083,PP_1031,,,,14062738.36,,,,14785551.469999999,,,,0.9511135508562807,,,,False,True,False,False,False,False,False,False,True,,False
119,PP_1031-R3,3,False,PP_1031,1,108.4186,6975755.6,0.8827565918283345,PP_1031,,,,13389661.6,,,,14785551.469999999,,,,0.9055909498653283,,,,False,True,False,False,False,False,False,False,True,,False
120,PP_1157-R1,1,False,PP_1157,1,166.232,23108901.86,0.9950346431692559,PP_1157,,,,,,,,,,,,,,,,True,True,True,False,False,False,True,True,True,,False
121,PP_1157-R2,2,False,PP_1157,1,173.33027,26246488.68,1.1301344242304776,PP_1157,,,,,,,,,,,,,,,,True,True,True,False,False,False,True,True,True,,False
122,PP_1157-R3,3,False,PP_1157,1,163.9212,16175873.33,0.6965088364812344,PP_1157,,,,,,,,,,,,,,,,True,True,True,False,False,False,True,True,True,,False
123,PP_1240-R1,1,False,PP_1240,1,289.0662,489918.6,0.061997423420239825,PP_1240,,,,8545897.2,,,,11002358.0975,,,,0.7767332352090806,,,,False,False,False,False,False,False,False,False,False,,False
124,PP_1240-R2,2,False,PP_1240,1,269.87087,677519.4,0.08573762481609565,PP_1240,,,,10437058.6,,,,11002358.0975,,,,0.948620151017585,,,,False,False,False,False,False,False,False,False,False,,False
125,PP_1240-R3,3,False,PP_1240,1,286.40273,305596.35,0.038672110645788516,PP_1240,,,,9454059.15,,,,11002358.0975,,,,0.8592757176434922,,,,False,False,False,False,False,False,False,False,False,,False
126,PP_1251-R1,1,False,PP_1251,1,39.24444,6093778.2,0.771145548044975,PP_1251,,,,222890.9,,,,3366625.7925,,,,0.06620602161860256,,,,False,True,True,False,False,False,True,True,True,,False
127,PP_1251-R2,2,False,PP_1251,1,48.94489,4096479.37,0.5183946190942073,PP_1251,,,,77691.19,,,,3366625.7925,,,,0.023076871261747157,,,,False,True,True,False,False,False,True,True,True,,False
128,PP_1251-R3,3,False,PP_1251,1,46.63111,7412525.14,0.9380281943117744,PP_1251,,,,67047.58,,,,3366625.7925,,,,0.01991536456156346,,,,False,True,True,False,False,False,True,True,True,,False
129,PP_1317-R1,1,False,PP_1317,1,150.87167,10921528.67,1.3820798748001786,PP_1317,,,,48536.53,,,,3269404.48,,,,0.014845679173963816,,,,False,True,True,False,False,False,True,True,True,,True
130,PP_1317-R2,2,False,PP_1317,1,153.2682,8405169.85,1.0636437851297822,PP_1317,,,,54246.15,,,,3269404.48,,,,0.016592058380001974,,,,False,True,True,False,False,False,True,True,True,,True
131,PP_1317-R3,3,False,PP_1317,1,152.23527,10052079.04,1.272054174911093,PP_1317,,,,60800.88,,,,3269404.48,,,,0.01859692808642631,,,,False,True,True,False,False,False,True,True,True,,True
132,PP_1318-R1,1,False,PP_1318,1,160.88093,7570425.6,0.9580099253113132,PP_1318,,,,44091.2,,,,781400.53,,,,0.05642586395481456,,,,False,True,True,False,False,False,True,True,True,,True
133,PP_1318-R2,2,False,PP_1318,1,152.84567,6641261.2,0.8404275376783206,PP_1318,,,,9004.08,,,,781400.53,,,,0.011523002166379385,,,,False,True,True,False,False,False,True,True,True,,True
134,PP_1318-R3,3,False,PP_1318,1,155.35073,6822218.2,0.8633269902605584,PP_1318,,,,54076.8,,,,781400.53,,,,0.0692049696971667,,,,False,True,True,False,False,False,True,True,True,,True
135,PP_1319-R1,1,False,PP_1319,1,151.525,10706416.94,1.3548582649093306,PP_1319,,,,291629.27,,,,4071625.1875,,,,0.07162478287424634,,,,False,True,True,False,False,False,True,True,True,,True
136,PP_1319-R2,2,False,PP_1319,1,134.14367,9423189.22,1.1924704472158834,PP_1319,,,,88611.24,,,,4071625.1875,,,,0.021763113233516415,,,,False,True,True,False,False,False,True,True,True,,True
137,PP_1319-R3,3,False,PP_1319,1,172.53407,11213904.1,1.4190789259310903,PP_1319,,,,358401.4,,,,4071625.1875,,,,0.08802416320153979,,,,False,True,True,False,False,False,True,True,True,,True
138,PP_1394-R1,1,False,PP_1394,1,172.95373,26010894.5,1.119990092308119,PP_1394,,,,,,,,,,,,,,,,True,True,True,False,False,False,True,True,True,,False
139,PP_1394-R2,2,False,PP_1394,1,160.30567,25280637.3,1.1468410620068574,PP_1394,,,,,,,,,,,,,,,,True,True,True,False,False,False,True,True,True,,False
140,PP_1394-R3,3,False,PP_1394,1,178.7444,25580166.3,1.1604290167876434,PP_1394,,,,,,,,,,,,,,,,True,True,True,False,False,False,True,True,True,,False
141,PP_1444-R1,1,False,PP_1444,1,168.20087,11629212.7,0.5007364512336839,PP_1444,,,,702595.0,,,,2995847.424285714,,,,0.2345229581134348,,,,False,True,True,False,False,False,True,True,True,,True
142,PP_1444-R2,2,False,PP_1444,1,179.62787,14758997.6,0.6355002933251414,PP_1444,,,,271986.4,,,,2995847.424285714,,,,0.09078780107262921,,,,False,True,True,False,False,False,True,True,True,,True
