,Line Name,Line Description,Units,isoprenol,rep,line_name_norep,nt_string,cycle,is_control,sorted_gene_list,number_of_grna,dbtl1_filter,dbtl3_filter,dbtl4_filter,dbtl5_filter,gRNA_1,gRNA_2,gRNA_3,gRNA_4,line_name_norep_cycle,control_plate,PP_0001,PP_0103,PP_0104,PP_0105,PP_0106,PP_0168,PP_0225,PP_0226,PP_0277,PP_0338,PP_0362,PP_0368,PP_0437,PP_0528,PP_0548,PP_0582,PP_0597,PP_0654,PP_0658,PP_0691,PP_0751,PP_0774,PP_0806,PP_0812,PP_0813,PP_0814,PP_0815,PP_0897,PP_0944,PP_0999,PP_1023,PP_1031,PP_1157,PP_1240,PP_1251,PP_1317,PP_1318,PP_1319,PP_1394,PP_1444,PP_1457,PP_1506,PP_1607,PP_1610,PP_1620,PP_1664,PP_1755,PP_1769,PP_1770,PP_1777,PP_2095,PP_2112,PP_2136,PP_2137,PP_2213,PP_2339,PP_2471,PP_2589,PP_2925,PP_3071,PP_3122,PP_3123,PP_3280,PP_3282,PP_3355,PP_3365,PP_3394,PP_3578,PP_3744,PP_3754,PP_3755,PP_4011,PP_4012,PP_4043,PP_4116,PP_4119,PP_4120,PP_4121,PP_4122,PP_4123,PP_4128,PP_4130,PP_4159,PP_4160,PP_4161,PP_4174,PP_4175,PP_4185,PP_4186,PP_4187,PP_4188,PP_4189,PP_4191,PP_4192,PP_4193,PP_4194,PP_4266,PP_4487,PP_4549,PP_4550,PP_4635,PP_4636,PP_4650,PP_4651,PP_4667,PP_4678,PP_4679,PP_4702,PP_4737,PP_4862,PP_4894,PP_5064,PP_5128,PP_5186,PP_5203,PP_5288,PP_5335,PP_5416,PP_5417,PP_5419,PP_5420,has_cycle1_gene,pass_to_art,cumulative_rep,line_name_art
789,PP_0528_PP_0813_PP_0815_PP_1317-R1,DBTL3_P1_001,mg/L,473.4303,1,PP_0528_PP_0813_PP_0815_PP_1317,,3,False,['PP_0528' 'PP_0813' 'PP_0815' 'PP_1317'],4,True,False,True,True,PP_0528,PP_0813,PP_0815,PP_1317,PP_0528_PP_0813_PP_0815_PP_1317_c3,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,1,PP_0528_PP_0813_PP_0815_PP_1317-R1
790,PP_0528_PP_0813_PP_4191-R1,DBTL3_P1_002,mg/L,325.8933,1,PP_0528_PP_0813_PP_4191,,3,False,['PP_0528' 'PP_0813' 'PP_4191'],3,True,False,True,True,PP_0528,PP_0813,PP_4191,,PP_0528_PP_0813_PP_4191_c3,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,1,PP_0528_PP_0813_PP_4191-R1
791,PP_0528_PP_0814_PP_4191-R1,DBTL3_P1_003,mg/L,372.1794,1,PP_0528_PP_0814_PP_4191,,3,False,['PP_0528' 'PP_0814' 'PP_4191'],3,True,False,True,True,PP_0528,PP_0814,PP_4191,,PP_0528_PP_0814_PP_4191_c3,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,1,PP_0528_PP_0814_PP_4191-R1
792,PP_0528_PP_0751_PP_4191-R1,DBTL3_P1_004,mg/L,400.7445,1,PP_0528_PP_0751_PP_4191,,3,False,['PP_0528' 'PP_0751' 'PP_4191'],3,True,False,True,True,PP_0528,PP_0751,PP_4191,,PP_0528_PP_0751_PP_4191_c3,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,1,PP_0528_PP_0751_PP_4191-R1
793,PP_0528_PP_0815_PP_4191-R1,DBTL3_P1_005,mg/L,398.0633,1,PP_0528_PP_0815_PP_4191,,3,False,['PP_0528' 'PP_0815' 'PP_4191'],3,True,False,True,True,PP_0528,PP_0815,PP_4191,,PP_0528_PP_0815_PP_4191_c3,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,1,PP_0528_PP_0815_PP_4191-R1
794,PP_0815_PP_1317_PP_4191-R1,DBTL3_P1_006,mg/L,192.2836,1,PP_0815_PP_1317_PP_4191,,3,False,['PP_0815' 'PP_1317' 'PP_4191'],3,True,False,True,True,PP_0815,PP_1317,PP_4191,,PP_0815_PP_1317_PP_4191_c3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,1,PP_0815_PP_1317_PP_4191-R1
795,PP_0528_PP_0812_PP_4191-R1,DBTL3_P1_007,mg/L,343.7711,1,PP_0528_PP_0812_PP_4191,,3,False,['PP_0528' 'PP_0812' 'PP_4191'],3,True,False,True,True,PP_0528,PP_0812,PP_4191,,PP_0528_PP_0812_PP_4191_c3,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,1,PP_0528_PP_0812_PP_4191-R1
796,PP_0368_PP_0528_PP_4191-R1,DBTL3_P1_008,mg/L,338.7219,1,PP_0368_PP_0528_PP_4191,,3,False,['PP_0368' 'PP_0528' 'PP_4191'],3,True,True,True,True,PP_0368,PP_0528,PP_4191,,PP_0368_PP_0528_PP_4191_c3,,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,1,PP_0368_PP_0528_PP_4191-R1
797,PP_0528_PP_0813_PP_0815_PP_1317-R2,DBTL3_P1_009,mg/L,423.837,2,PP_0528_PP_0813_PP_0815_PP_1317,,3,False,['PP_0528' 'PP_0813' 'PP_0815' 'PP_1317'],4,True,False,True,True,PP_0528,PP_0813,PP_0815,PP_1317,PP_0528_PP_0813_PP_0815_PP_1317_c3,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,2,PP_0528_PP_0813_PP_0815_PP_1317-R2
798,PP_0528_PP_0813_PP_4191-R2,DBTL3_P1_010,mg/L,323.0486,2,PP_0528_PP_0813_PP_4191,,3,False,['PP_0528' 'PP_0813' 'PP_4191'],3,True,False,True,True,PP_0528,PP_0813,PP_4191,,PP_0528_PP_0813_PP_4191_c3,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,2,PP_0528_PP_0813_PP_4191-R2
799,PP_0528_PP_0814_PP_4191-R2,DBTL3_P1_011,mg/L,344.9357,2,PP_0528_PP_0814_PP_4191,,3,False,['PP_0528' 'PP_0814' 'PP_4191'],3,True,False,True,True,PP_0528,PP_0814,PP_4191,,PP_0528_PP_0814_PP_4191_c3,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,2,PP_0528_PP_0814_PP_4191-R2
800,PP_0528_PP_0751_PP_4191-R2,DBTL3_P1_012,mg/L,372.2955,2,PP_0528_PP_0751_PP_4191,,3,False,['PP_0528' 'PP_0751' 'PP_4191'],3,True,False,True,True,PP_0528,PP_0751,PP_4191,,PP_0528_PP_0751_PP_4191_c3,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,2,PP_0528_PP_0751_PP_4191-R2
801,PP_0528_PP_0815_PP_4191-R2,DBTL3_P1_013,mg/L,384.9283,2,PP_0528_PP_0815_PP_4191,,3,False,['PP_0528' 'PP_0815' 'PP_4191'],3,True,False,True,True,PP_0528,PP_0815,PP_4191,,PP_0528_PP_0815_PP_4191_c3,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,2,PP_0528_PP_0815_PP_4191-R2
802,PP_0815_PP_1317_PP_4191-R2,DBTL3_P1_014,mg/L,176.1348,2,PP_0815_PP_1317_PP_4191,,3,False,['PP_0815' 'PP_1317' 'PP_4191'],3,True,False,True,True,PP_0815,PP_1317,PP_4191,,PP_0815_PP_1317_PP_4191_c3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,2,PP_0815_PP_1317_PP_4191-R2
803,PP_0528_PP_0812_PP_4191-R2,DBTL3_P1_015,mg/L,364.5482,2,PP_0528_PP_0812_PP_4191,,3,False,['PP_0528' 'PP_0812' 'PP_4191'],3,True,False,True,True,PP_0528,PP_0812,PP_4191,,PP_0528_PP_0812_PP_4191_c3,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,2,PP_0528_PP_0812_PP_4191-R2
804,PP_0368_PP_0528_PP_4191-R2,DBTL3_P1_016,mg/L,328.277,2,PP_0368_PP_0528_PP_4191,,3,False,['PP_0368' 'PP_0528' 'PP_4191'],3,True,True,True,True,PP_0368,PP_0528,PP_4191,,PP_0368_PP_0528_PP_4191_c3,,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,2,PP_0368_PP_0528_PP_4191-R2
805,PP_0528_PP_0813_PP_0815_PP_1317-R3,DBTL3_P1_017,mg/L,433.4135,3,PP_0528_PP_0813_PP_0815_PP_1317,,3,False,['PP_0528' 'PP_0813' 'PP_0815' 'PP_1317'],4,True,False,True,True,PP_0528,PP_0813,PP_0815,PP_1317,PP_0528_PP_0813_PP_0815_PP_1317_c3,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,3,PP_0528_PP_0813_PP_0815_PP_1317-R3
806,PP_0528_PP_0813_PP_4191-R3,DBTL3_P1_018,mg/L,299.6789,3,PP_0528_PP_0813_PP_4191,,3,False,['PP_0528' 'PP_0813' 'PP_4191'],3,True,False,True,True,PP_0528,PP_0813,PP_4191,,PP_0528_PP_0813_PP_4191_c3,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,3,PP_0528_PP_0813_PP_4191-R3
807,PP_0528_PP_0814_PP_4191-R3,DBTL3_P1_019,mg/L,345.3837,3,PP_0528_PP_0814_PP_4191,,3,False,['PP_0528' 'PP_0814' 'PP_4191'],3,True,False,True,True,PP_0528,PP_0814,PP_4191,,PP_0528_PP_0814_PP_4191_c3,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,3,PP_0528_PP_0814_PP_4191-R3
808,PP_0528_PP_0751_PP_4191-R3,DBTL3_P1_020,mg/L,356.2941,3,PP_0528_PP_0751_PP_4191,,3,False,['PP_0528' 'PP_0751' 'PP_4191'],3,True,False,True,True,PP_0528,PP_0751,PP_4191,,PP_0528_PP_0751_PP_4191_c3,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,3,PP_0528_PP_0751_PP_4191-R3
809,PP_0528_PP_0815_PP_4191-R3,DBTL3_P1_021,mg/L,374.7672,3,PP_0528_PP_0815_PP_4191,,3,False,['PP_0528' 'PP_0815' 'PP_4191'],3,True,False,True,True,PP_0528,PP_0815,PP_4191,,PP_0528_PP_0815_PP_4191_c3,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,3,PP_0528_PP_0815_PP_4191-R3
810,PP_0815_PP_1317_PP_4191-R3,DBTL3_P1_022,mg/L,184.6468,3,PP_0815_PP_1317_PP_4191,,3,False,['PP_0815' 'PP_1317' 'PP_4191'],3,True,False,True,True,PP_0815,PP_1317,PP_4191,,PP_0815_PP_1317_PP_4191_c3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,3,PP_0815_PP_1317_PP_4191-R3
811,PP_0528_PP_0812_PP_4191-R3,DBTL3_P1_023,mg/L,341.3216,3,PP_0528_PP_0812_PP_4191,,3,False,['PP_0528' 'PP_0812' 'PP_4191'],3,True,False,True,True,PP_0528,PP_0812,PP_4191,,PP_0528_PP_0812_PP_4191_c3,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,3,PP_0528_PP_0812_PP_4191-R3
812,PP_0368_PP_0528_PP_4191-R3,DBTL3_P1_024,mg/L,345.8835,3,PP_0368_PP_0528_PP_4191,,3,False,['PP_0368' 'PP_0528' 'PP_4191'],3,True,True,True,True,PP_0368,PP_0528,PP_4191,,PP_0368_PP_0528_PP_4191_c3,,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,3,PP_0368_PP_0528_PP_4191-R3
813,PP_0812_PP_0815_PP_1317-R1,DBTL3_P1_025,mg/L,400.1769,1,PP_0812_PP_0815_PP_1317,,3,False,['PP_0812' 'PP_0815' 'PP_1317'],3,True,True,True,True,PP_0812,PP_0815,PP_1317,,PP_0812_PP_0815_PP_1317_c3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,1,PP_0812_PP_0815_PP_1317-R1
814,PP_0751_PP_0815_PP_1317-R1,DBTL3_P1_026,mg/L,206.3506,1,PP_0751_PP_0815_PP_1317,,3,False,['PP_0751' 'PP_0815' 'PP_1317'],3,True,False,True,True,PP_0751,PP_0815,PP_1317,,PP_0751_PP_0815_PP_1317_c3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,1,PP_0751_PP_0815_PP_1317-R1
815,PP_0814_PP_0815_PP_1317-R1,DBTL3_P1_027,mg/L,321.4868,1,PP_0814_PP_0815_PP_1317,,3,False,['PP_0814' 'PP_0815' 'PP_1317'],3,True,True,True,True,PP_0814,PP_0815,PP_1317,,PP_0814_PP_0815_PP_1317_c3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,1,PP_0814_PP_0815_PP_1317-R1
816,PP_0815_PP_1317_PP_4189-R1,DBTL3_P1_028,mg/L,417.6655,1,PP_0815_PP_1317_PP_4189,,3,False,['PP_0815' 'PP_1317' 'PP_4189'],3,True,False,True,True,PP_0815,PP_1317,PP_4189,,PP_0815_PP_1317_PP_4189_c3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,1,PP_0815_PP_1317_PP_4189-R1
817,PP_0813_PP_4189_PP_4191-R1,DBTL3_P1_029,mg/L,272.8145,1,PP_0813_PP_4189_PP_4191,,3,False,['PP_0813' 'PP_4189' 'PP_4191'],3,True,False,True,True,PP_0813,PP_4189,PP_4191,,PP_0813_PP_4189_PP_4191_c3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,1,PP_0813_PP_4189_PP_4191-R1
818,PP_0813_PP_0815_PP_1317-R1,DBTL3_P1_030,mg/L,380.0306,1,PP_0813_PP_0815_PP_1317,,3,False,['PP_0813' 'PP_0815' 'PP_1317'],3,True,True,True,True,PP_0813,PP_0815,PP_1317,,PP_0813_PP_0815_PP_1317_c3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,1,PP_0813_PP_0815_PP_1317-R1
819,PP_0437_PP_0751_PP_4191-R1,DBTL3_P1_031,mg/L,235.628,1,PP_0437_PP_0751_PP_4191,,3,False,['PP_0437' 'PP_0751' 'PP_4191'],3,True,False,True,True,PP_0437,PP_0751,PP_4191,,PP_0437_PP_0751_PP_4191_c3,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,1,PP_0437_PP_0751_PP_4191-R1
