Protein.Group,PP_0812_PP_0813_log2_FC_x,PP_0812_PP_0813_log10_pval_x,PP_0812_PP_0813_log2_FC_y,PP_0812_PP_0813_log10_pval_y,PP_0812_PP_0814_log2_FC_x,PP_0812_PP_0814_log10_pval_x,PP_0812_PP_0813_PP_0814_log2_FC_x,PP_0812_PP_0813_PP_0814_log10_pval_x,PP_0813_PP_0814_log2_FC_x,PP_0813_PP_0814_log10_pval_x,PP_0812_log2_FC_x,PP_0812_log10_pval_x,PP_0813_log2_FC_x,PP_0813_log10_pval_x,PP_0814_log2_FC_x,PP_0814_log10_pval_x,PP_0812_PP_0813_log2_FC,PP_0812_PP_0813_log10_pval,PP_0812_PP_0814_log2_FC_y,PP_0812_PP_0814_log10_pval_y,PP_0812_PP_0813_PP_0814_log2_FC_y,PP_0812_PP_0813_PP_0814_log10_pval_y,PP_0813_PP_0814_log2_FC_y,PP_0813_PP_0814_log10_pval_y,PP_0812_log2_FC_y,PP_0812_log10_pval_y,PP_0813_log2_FC_y,PP_0813_log10_pval_y,PP_0814_log2_FC_y,PP_0814_log10_pval_y
PP_0747,,,,,,,,,,,-3.430929491628753,9.349558081304027,-3.4571875289238823,10.095580204225696,-5.181703943675246,10.199265682784816,,,,,,,,,-3.430929491628753,9.349558081304027,-3.4571875289238823,10.095580204225696,-5.181703943675246,10.199265682784816
PP_0772,,,,,,,,,,,-2.0008945555226565,4.64190684515952,-2.102722136368188,5.501850470299575,,,,,,,,,,,-2.0008945555226565,4.64190684515952,-2.102722136368188,5.501850470299575,,
PP_1152,,,,,,,,,,,-1.9375850459104604,3.7083786101723937,,,-2.4508394613870736,3.7399923657558545,,,,,,,,,-1.9375850459104604,3.7083786101723937,,,-2.4508394613870736,3.7399923657558545
PP_1188,,,,,,,,,,,-1.6826319803996121,3.375163435935499,,,,,,,,,,,,,-1.6826319803996121,3.375163435935499,,,,
PP_1487,,,,,,,,,,,2.269678462389388,4.867737156921242,,,,,,,,,,,,,2.269678462389388,4.867737156921242,,,,
PP_1623,,,,,,,,,,,-1.6174499343946063,10.515171605777176,,,,,,,,,,,,,-1.6174499343946063,10.515171605777176,,,,
PP_1894,,,,,,,,,,,-2.947304828202696,4.40380877048993,-2.2692970296071864,3.9420818685355323,-2.7631213155161154,3.7007663098792882,,,,,,,,,-2.947304828202696,4.40380877048993,-2.2692970296071864,3.9420818685355323,-2.7631213155161154,3.7007663098792882
PP_2013,,,,,,,,,,,1.7528500854263436,3.3171406100174687,2.3827901052626803,3.2763179029606704,,,,,,,,,,,1.7528500854263436,3.3171406100174687,2.3827901052626803,3.2763179029606704,,
PP_2333,,,,,,,,,,,-2.6586447577295056,3.4319304471804153,-2.327688615836587,3.2384539180737453,,,,,,,,,,,-2.6586447577295056,3.4319304471804153,-2.327688615836587,3.2384539180737453,,
PP_3633,,,,,,,,,,,-2.119584303972422,3.2362452647308357,,,-2.9151764461038465,3.6154352308105198,,,,,,,,,-2.119584303972422,3.2362452647308357,,,-2.9151764461038465,3.6154352308105198
PP_4013,,,,,,,,,,,-2.682329620388021,3.806706133057123,,,-3.6315625455089497,4.248979889884902,,,,,,,,,-2.682329620388021,3.806706133057123,,,-3.6315625455089497,4.248979889884902
PP_4375,,,,,,,,,,,-2.602271401748994,3.7818788036656583,-1.820764339986063,3.0703738127441182,,,,,,,,,,,-2.602271401748994,3.7818788036656583,-1.820764339986063,3.0703738127441182,,
PP_4528,,,,,,,,,,,-2.1014977379797863,3.1108641423271153,-2.1015311267041565,3.0251250799713616,,,,,,,,,,,-2.1014977379797863,3.1108641423271153,-2.1015311267041565,3.0251250799713616,,
PP_4849,,,,,,,,,,,-1.8813350022781938,3.3526468319172933,-2.1597630120301172,3.516309094544262,-4.15852899173685,4.763535190690415,,,,,,,,,-1.8813350022781938,3.3526468319172933,-2.1597630120301172,3.516309094544262,-4.15852899173685,4.763535190690415
PP_4864,,,,,,,,,,,2.5385316213739926,3.258975657856532,,,,,,,,,,,,,2.5385316213739926,3.258975657856532,,,,
PP_4971,,,,,,,,,,,4.0698419842477955,3.3883698415684003,4.023934018603242,3.5103326076958306,,,,,,,,,,,4.0698419842477955,3.3883698415684003,4.023934018603242,3.5103326076958306,,
PP_0354,,,,,,,,,,,,,-3.728248406244363,4.065296760589021,-4.586213352865148,4.232578777002326,,,,,,,,,,,-3.728248406244363,4.065296760589021,-4.586213352865148,4.232578777002326
PP_0577,,,,,,,,,,,,,-1.7510118862696016,3.0758591602602445,,,,,,,,,,,,,-1.7510118862696016,3.0758591602602445,,
PP_1355,,,,,,,,,,,,,4.553132740300216,3.0484960838401602,,,,,,,,,,,,,4.553132740300216,3.0484960838401602,,
PP_1779,,,,,,,,,,,,,-2.082023684853519,9.07216009182798,,,,,,,,,,,,,-2.082023684853519,9.07216009182798,,
PP_1792,,,,,,,,,,,,,-1.6984204753801175,3.432955121415696,-4.151872883825356,7.231740485421541,,,,,,,,,,,-1.6984204753801175,3.432955121415696,-4.151872883825356,7.231740485421541
PP_2165,,,,,,,,,,,,,-2.4096123362892152,4.187346970760667,,,,,,,,,,,,,-2.4096123362892152,4.187346970760667,,
PP_4364,,,,,,,,,,,,,-1.5989210253997403,3.2633507472693943,,,,,,,,,,,,,-1.5989210253997403,3.2633507472693943,,
PP_4621,,,,,,,,,,,,,-2.0899528088443073,3.5806030837471265,,,,,,,,,,,,,-2.0899528088443073,3.5806030837471265,,
PP_4810,,,,,,,,,,,,,-3.7212066190020026,7.666963431738849,-3.233545700788729,6.800224637481266,,,,,,,,,,,-3.7212066190020026,7.666963431738849,-3.233545700788729,6.800224637481266
PP_5365,,,,,,,,,,,,,-3.258868484129979,6.989151024134277,-2.518198452492016,3.560200834531144,,,,,,,,,,,-3.258868484129979,6.989151024134277,-2.518198452492016,3.560200834531144
PP_0076,,,,,,,,,,,,,,,3.7381371805626227,5.38812391802006,,,,,,,,,,,,,3.7381371805626227,5.38812391802006
PP_0085,,,,,,,,,,,,,,,-1.7314298174122897,5.147415467256986,,,,,,,,,,,,,-1.7314298174122897,5.147415467256986
PP_0265,,,,,,,,,,,,,,,3.0240449105709786,3.901353140587966,,,,,,,,,,,,,3.0240449105709786,3.901353140587966
PP_0934,,,,,,,,,,,,,,,-1.8775998934718807,4.254408906704123,,,,,,,,,,,,,-1.8775998934718807,4.254408906704123
PP_0936,,,,,,,,,,,,,,,1.7856045415476365,4.076393232536835,,,,,,,,,,,,,1.7856045415476365,4.076393232536835
PP_1444,,,,,,,,,,,,,,,-1.6068032164827926,3.1346259403292938,,,,,,,,,,,,,-1.6068032164827926,3.1346259403292938
PP_1522,,,,,,,,,,,,,,,-3.9838177849673073,7.235709839176372,,,,,,,,,,,,,-3.9838177849673073,7.235709839176372
PP_1528,,,,,,,,,,,,,,,2.0962881744806663,3.4971554731546513,,,,,,,,,,,,,2.0962881744806663,3.4971554731546513
PP_1631,,,,,,,,,,,,,,,-4.103540718396601,5.111783840964337,,,,,,,,,,,,,-4.103540718396601,5.111783840964337
PP_1794,,,,,,,,,,,,,,,-3.4241153119461334,4.630696690151664,,,,,,,,,,,,,-3.4241153119461334,4.630696690151664
PP_1806,,,,,,,,,,,,,,,-3.877165564155183,7.63428122468255,,,,,,,,,,,,,-3.877165564155183,7.63428122468255
PP_2032,,,,,,,,,,,,,,,1.6228586409295616,8.841206178371323,,,,,,,,,,,,,1.6228586409295616,8.841206178371323
PP_2257,,,,,,,,,,,,,,,-6.193562920210075,11.094062061523486,,,,,,,,,,,,,-6.193562920210075,11.094062061523486
PP_2361,,,,,,,,,,,,,,,-2.8542638449318303,3.4909288285367883,,,,,,,,,,,,,-2.8542638449318303,3.4909288285367883
PP_2381,,,,,,,,,,,,,,,3.8973022668509802,4.757311811954345,,,,,,,,,,,,,3.8973022668509802,4.757311811954345
PP_2656,,,,,,,,,,,,,,,-3.2855595614098094,6.278896542749573,,,,,,,,,,,,,-3.2855595614098094,6.278896542749573
PP_3089,,,,,,,,,,,,,,,-1.6005113860171125,7.6926122319920145,,,,,,,,,,,,,-1.6005113860171125,7.6926122319920145
PP_3091,,,,,,,,,,,,,,,-3.5014269755862877,4.4028358002181145,,,,,,,,,,,,,-3.5014269755862877,4.4028358002181145
PP_3249,,,,,,,,,,,,,,,2.8455620036383893,4.421291358887945,,,,,,,,,,,,,2.8455620036383893,4.421291358887945
PP_3557,,,,,,,,,,,,,,,-2.579878751141292,3.5620940241960124,,,,,,,,,,,,,-2.579878751141292,3.5620940241960124
PP_3644,,,,,,,,,,,,,,,4.365143773363734,4.907035493017489,,,,,,,,,,,,,4.365143773363734,4.907035493017489
PP_3806,,,,,,,,,,,,,,,-1.669978410159646,3.8581253027197446,,,,,,,,,,,,,-1.669978410159646,3.8581253027197446
PP_4151,,,,,,,,,,,,,,,2.2532799603784914,13.09380523487847,,,,,,,,,,,,,2.2532799603784914,13.09380523487847
PP_4644,,,,,,,,,,,,,,,3.4389285977126742,8.79870347072155,,,,,,,,,,,,,3.4389285977126742,8.79870347072155
PP_4689,,,,,,,,,,,,,,,1.880631800693748,3.925939754803517,,,,,,,,,,,,,1.880631800693748,3.925939754803517
PP_5094,,,,,,,,,,,,,,,1.693123051925361,3.998596671142959,,,,,,,,,,,,,1.693123051925361,3.998596671142959
PP_5306,,,,,,,,,,,,,,,-3.079396579473555,5.312436407677464,,,,,,,,,,,,,-3.079396579473555,5.312436407677464
SPy_1046,,,,,,,,,,,,,,,-7.305054472632062,13.879774500579737,,,,,,,,,,,,,-7.305054472632062,13.879774500579737
