Line Name,cycle,is_control,number_of_grna,isoprenol,to_keep_improved,line_name_norep,global_median_isoprenol,global_max_isoprenol,color
PP_0368_PP_0751_PP_0814-R3,4,False,3,358.7351,False,PP_0368_PP_0751_PP_0814,374.4108,713.6108,normal
PP_0528_PP_0814-R3,4,False,2,358.1915,False,PP_0528_PP_0814,374.4108,713.6108,normal
PP_1506_PP_4189-R2,4,False,2,357.1915,True,PP_1506_PP_4189,374.4108,713.6108,normal
PP_0528_PP_0814-R2,4,False,2,357.1872,False,PP_0528_PP_0814,374.4108,713.6108,normal
PP_0751_PP_0814_PP_4191-R2,4,False,3,356.5998,True,PP_0751_PP_0814_PP_4191,374.4108,713.6108,normal
PP_0368_PP_0814-R2,4,False,2,353.7636,False,PP_0368_PP_0814,374.4108,713.6108,normal
PP_0751_PP_0814_PP_4192-R3,4,False,3,352.689,True,PP_0751_PP_0814_PP_4192,374.4108,713.6108,normal
PP_0751_PP_0814_PP_4191-R1,4,False,3,351.5461,True,PP_0751_PP_0814_PP_4191,374.4108,713.6108,normal
PP_0814_PP_1506-R1,4,False,2,349.3755,False,PP_0814_PP_1506,374.4108,713.6108,normal
PP_0751_PP_0814_PP_2136-R3,4,False,3,349.0003,True,PP_0751_PP_0814_PP_2136,374.4108,713.6108,normal
PP_0368_PP_0528-R1,4,False,2,347.1289,False,PP_0368_PP_0528,374.4108,713.6108,normal
PP_1506_PP_4189-R1,4,False,2,346.3399,True,PP_1506_PP_4189,374.4108,713.6108,normal
PP_0814_PP_1317-R2,4,False,2,345.2046,True,PP_0814_PP_1317,374.4108,713.6108,normal
PP_0368_PP_0528-R3,4,False,2,344.4061,False,PP_0368_PP_0528,374.4108,713.6108,normal
PP_0751_PP_0814_PP_4191-R3,4,False,3,339.7159,True,PP_0751_PP_0814_PP_4191,374.4108,713.6108,normal
PP_0368_PP_4191-R1,4,False,2,335.4237,False,PP_0368_PP_4191,374.4108,713.6108,normal
PP_0368_PP_0751-R3,4,False,2,335.3986,True,PP_0368_PP_0751,374.4108,713.6108,normal
PP_0814_PP_1506-R3,4,False,2,334.0056,False,PP_0814_PP_1506,374.4108,713.6108,normal
PP_0814_PP_1317-R3,4,False,2,333.9296,True,PP_0814_PP_1317,374.4108,713.6108,normal
PP_0368_PP_0528-R2,4,False,2,331.3034,False,PP_0368_PP_0528,374.4108,713.6108,normal
PP_1506_PP_4189-R3,4,False,2,330.6933,True,PP_1506_PP_4189,374.4108,713.6108,normal
PP_0368_PP_0812_PP_1769-R1,4,False,3,329.6724,False,PP_0368_PP_0812_PP_1769,374.4108,713.6108,normal
PP_0368_PP_0812_PP_1769-R2,4,False,3,328.5437,False,PP_0368_PP_0812_PP_1769,374.4108,713.6108,normal
PP_0368_PP_4191-R3,4,False,2,327.0705,False,PP_0368_PP_4191,374.4108,713.6108,normal
PP_0368_PP_0812_PP_1769-R3,4,False,3,325.9858,False,PP_0368_PP_0812_PP_1769,374.4108,713.6108,normal
PP_0751_PP_0814_PP_1506_PP_1769-R1,4,False,4,323.6029,False,PP_0751_PP_0814_PP_1506_PP_1769,374.4108,713.6108,normal
PP_0813_PP_4189-R1,4,False,2,323.0009,True,PP_0813_PP_4189,374.4108,713.6108,normal
PP_0751_PP_0814_PP_1506_PP_1769-R2,4,False,4,321.1195,False,PP_0751_PP_0814_PP_1506_PP_1769,374.4108,713.6108,normal
PP_0368_PP_4191-R2,4,False,2,318.4913,False,PP_0368_PP_4191,374.4108,713.6108,normal
PP_0813_PP_4189_PP_4192-R3,4,False,3,316.3442,False,PP_0813_PP_4189_PP_4192,374.4108,713.6108,normal
PP_4189_PP_4191-R1,4,False,2,315.0289,False,PP_4189_PP_4191,374.4108,713.6108,normal
PP_0814_PP_1506-R2,4,False,2,314.6088,False,PP_0814_PP_1506,374.4108,713.6108,normal
PP_0751_PP_0813_PP_0814-R1,4,False,3,313.9162,True,PP_0751_PP_0813_PP_0814,374.4108,713.6108,normal
PP_0368_PP_0751-R2,4,False,2,312.2311,True,PP_0368_PP_0751,374.4108,713.6108,normal
PP_4189_PP_4191-R3,4,False,2,310.2654,False,PP_4189_PP_4191,374.4108,713.6108,normal
PP_0751_PP_0814_PP_1506_PP_1769-R3,4,False,4,309.7199,False,PP_0751_PP_0814_PP_1506_PP_1769,374.4108,713.6108,normal
PP_0813_PP_4189_PP_4192-R1,4,False,3,308.1441,False,PP_0813_PP_4189_PP_4192,374.4108,713.6108,normal
PP_0368_PP_0812_PP_4192-R2,4,False,3,307.9669,False,PP_0368_PP_0812_PP_4192,374.4108,713.6108,normal
PP_0814_PP_1769-R2,4,False,2,307.8523,False,PP_0814_PP_1769,374.4108,713.6108,normal
PP_0368_PP_0812_PP_4192-R1,4,False,3,306.138,False,PP_0368_PP_0812_PP_4192,374.4108,713.6108,normal
PP_4189_PP_4191-R2,4,False,2,305.7293,False,PP_4189_PP_4191,374.4108,713.6108,normal
PP_0368_PP_0751-R1,4,False,2,298.6419,True,PP_0368_PP_0751,374.4108,713.6108,normal
PP_0814_PP_1769-R3,4,False,2,296.0824,False,PP_0814_PP_1769,374.4108,713.6108,normal
PP_0368_PP_0812_PP_4192-R3,4,False,3,294.8993,False,PP_0368_PP_0812_PP_4192,374.4108,713.6108,normal
PP_0814_PP_4120-R3,4,False,2,290.8575,True,PP_0814_PP_4120,374.4108,713.6108,normal
PP_0814_PP_4120-R2,4,False,2,286.5158,True,PP_0814_PP_4120,374.4108,713.6108,normal
PP_0813_PP_4189_PP_4192-R2,4,False,3,286.2883,False,PP_0813_PP_4189_PP_4192,374.4108,713.6108,normal
PP_0813_PP_4189-R3,4,False,2,281.059,True,PP_0813_PP_4189,374.4108,713.6108,normal
PP_0814_PP_4120-R1,4,False,2,277.5037,True,PP_0814_PP_4120,374.4108,713.6108,normal
PP_0814_PP_1769-R1,4,False,2,275.3867,False,PP_0814_PP_1769,374.4108,713.6108,normal
PP_0815_PP_1317_PP_4192-R2,4,False,3,271.927,False,PP_0815_PP_1317_PP_4192,374.4108,713.6108,normal
PP_0815_PP_1317_PP_4192-R1,4,False,3,271.8173,False,PP_0815_PP_1317_PP_4192,374.4108,713.6108,normal
PP_1317_PP_4189-R2,4,False,2,266.1301,False,PP_1317_PP_4189,374.4108,713.6108,normal
PP_0368_PP_4189_PP_4192-R2,4,False,3,259.6985,False,PP_0368_PP_4189_PP_4192,374.4108,713.6108,normal
PP_4120_PP_4189_PP_4192-R3,4,False,3,256.7013,False,PP_4120_PP_4189_PP_4192,374.4108,713.6108,normal
PP_0368_PP_4189_PP_4192-R1,4,False,3,255.0387,False,PP_0368_PP_4189_PP_4192,374.4108,713.6108,normal
PP_0751_PP_0814_PP_4120_PP_4192-R1,4,False,4,253.5106,False,PP_0751_PP_0814_PP_4120_PP_4192,374.4108,713.6108,normal
PP_0815_PP_1317_PP_4192-R3,4,False,3,252.1737,False,PP_0815_PP_1317_PP_4192,374.4108,713.6108,normal
PP_0751_PP_0814_PP_4120_PP_4192-R2,4,False,4,245.6833,False,PP_0751_PP_0814_PP_4120_PP_4192,374.4108,713.6108,normal
PP_1317_PP_4189-R1,4,False,2,243.5516,False,PP_1317_PP_4189,374.4108,713.6108,normal
PP_0814_PP_4189-R3,4,False,2,242.9581,True,PP_0814_PP_4189,374.4108,713.6108,normal
PP_4120_PP_4189_PP_4192-R2,4,False,3,242.8116,False,PP_4120_PP_4189_PP_4192,374.4108,713.6108,normal
PP_0751_PP_0814_PP_4120_PP_4192-R3,4,False,4,242.2584,False,PP_0751_PP_0814_PP_4120_PP_4192,374.4108,713.6108,normal
PP_0368_PP_4189_PP_4192-R3,4,False,3,237.7362,False,PP_0368_PP_4189_PP_4192,374.4108,713.6108,normal
PP_1317_PP_4189-R3,4,False,2,236.1831,False,PP_1317_PP_4189,374.4108,713.6108,normal
PP_0814_PP_4191-R3,4,False,2,232.309,False,PP_0814_PP_4191,374.4108,713.6108,normal
PP_0814_PP_4191-R2,4,False,2,231.5655,False,PP_0814_PP_4191,374.4108,713.6108,normal
PP_4120_PP_4189_PP_4192-R1,4,False,3,227.394,False,PP_4120_PP_4189_PP_4192,374.4108,713.6108,normal
PP_0368_PP_0815_PP_1317-R2,4,False,3,221.4962,True,PP_0368_PP_0815_PP_1317,374.4108,713.6108,normal
PP_0815_PP_4120-R1,4,False,2,220.4355,False,PP_0815_PP_4120,374.4108,713.6108,normal
PP_0814_PP_4191-R1,4,False,2,212.3347,False,PP_0814_PP_4191,374.4108,713.6108,normal
PP_0368_PP_0815_PP_1317-R1,4,False,3,209.2618,True,PP_0368_PP_0815_PP_1317,374.4108,713.6108,normal
PP_0815_PP_4120-R3,4,False,2,208.9126,False,PP_0815_PP_4120,374.4108,713.6108,normal
PP_0815_PP_4120-R2,4,False,2,206.8806,False,PP_0815_PP_4120,374.4108,713.6108,normal
PP_0368_PP_0815_PP_1317-R3,4,False,3,202.1898,True,PP_0368_PP_0815_PP_1317,374.4108,713.6108,normal
PP_0751_PP_0814_PP_1769_PP_4192-R3,4,False,4,201.9422,False,PP_0751_PP_0814_PP_1769_PP_4192,374.4108,713.6108,normal
PP_1506_PP_4189_PP_4192-R1,4,False,3,197.7283,False,PP_1506_PP_4189_PP_4192,374.4108,713.6108,normal
PP_0751_PP_0814_PP_1506_PP_4120-R1,4,False,4,196.0708,False,PP_0751_PP_0814_PP_1506_PP_4120,374.4108,713.6108,normal
PP_1506_PP_4189_PP_4192-R3,4,False,3,188.6142,False,PP_1506_PP_4189_PP_4192,374.4108,713.6108,normal
PP_0751_PP_0814_PP_1506_PP_4120-R3,4,False,4,188.4992,False,PP_0751_PP_0814_PP_1506_PP_4120,374.4108,713.6108,normal
PP_0751_PP_0814_PP_1769_PP_4120-R1,4,False,4,188.0255,False,PP_0751_PP_0814_PP_1769_PP_4120,374.4108,713.6108,normal
PP_0751_PP_0814_PP_1769_PP_4192-R2,4,False,4,182.4068,False,PP_0751_PP_0814_PP_1769_PP_4192,374.4108,713.6108,normal
PP_1506_PP_4189_PP_4192-R2,4,False,3,180.1041,False,PP_1506_PP_4189_PP_4192,374.4108,713.6108,normal
PP_0751_PP_0814_PP_1506_PP_4120-R2,4,False,4,179.5357,False,PP_0751_PP_0814_PP_1506_PP_4120,374.4108,713.6108,normal
PP_0751_PP_0814_PP_1769_PP_4192-R1,4,False,4,178.5435,False,PP_0751_PP_0814_PP_1769_PP_4192,374.4108,713.6108,normal
PP_0751_PP_0814_PP_1769_PP_4120-R3,4,False,4,167.5809,False,PP_0751_PP_0814_PP_1769_PP_4120,374.4108,713.6108,normal
PP_0751_PP_0814_PP_1769_PP_4120-R2,4,False,4,167.0503,False,PP_0751_PP_0814_PP_1769_PP_4120,374.4108,713.6108,normal
Control_P3-R3,4,True,0,163.1382,True,Control,374.4108,713.6108,control
Control_P1-R2,4,True,0,162.2923,True,Control,374.4108,713.6108,control
Control_P1-R3,4,True,0,158.0239,True,Control,374.4108,713.6108,control
Control_P2-R2,4,True,0,156.6703,True,Control,374.4108,713.6108,control
Control_P2-R1,4,True,0,155.3979,True,Control,374.4108,713.6108,control
Control_P4-R3,4,True,0,155.0741,True,Control,374.4108,713.6108,control
Control_P4-R2,4,True,0,152.178,True,Control,374.4108,713.6108,control
PP_0815_PP_1317_PP_1769-R3,4,False,3,150.5523,False,PP_0815_PP_1317_PP_1769,374.4108,713.6108,normal
Control_P1-R1,4,True,0,150.5033,True,Control,374.4108,713.6108,control
Control_P3-R1,4,True,0,150.2075,True,Control,374.4108,713.6108,control
Control_P3-R2,4,True,0,147.9302,True,Control,374.4108,713.6108,control
Control_P2-R3,4,True,0,141.6745,True,Control,374.4108,713.6108,control
Control_P4-R1,4,True,0,141.173,True,Control,374.4108,713.6108,control
PP_0815_PP_1317_PP_1769-R1,4,False,3,139.2457,False,PP_0815_PP_1317_PP_1769,374.4108,713.6108,normal
PP_0815_PP_1317_PP_1769-R2,4,False,3,138.7561,False,PP_0815_PP_1317_PP_1769,374.4108,713.6108,normal
PP_0751_PP_0814_PP_4120-R1,4,False,3,133.3352,False,PP_0751_PP_0814_PP_4120,374.4108,713.6108,normal
PP_0751_PP_0814_PP_4120-R2,4,False,3,131.5045,False,PP_0751_PP_0814_PP_4120,374.4108,713.6108,normal
PP_0815_PP_1317_PP_4120-R3,4,False,3,130.9319,False,PP_0815_PP_1317_PP_4120,374.4108,713.6108,normal
PP_0751_PP_0814_PP_4120-R3,4,False,3,130.117,False,PP_0751_PP_0814_PP_4120,374.4108,713.6108,normal
PP_0815_PP_1317_PP_4120-R2,4,False,3,120.0704,False,PP_0815_PP_1317_PP_4120,374.4108,713.6108,normal
PP_0815_PP_1317_PP_4120-R1,4,False,3,119.619,False,PP_0815_PP_1317_PP_4120,374.4108,713.6108,normal
PP_4120_PP_4189-R1,4,False,2,25.9034,False,PP_4120_PP_4189,374.4108,713.6108,normal
PP_4120_PP_4189-R2,4,False,2,21.8372,False,PP_4120_PP_4189,374.4108,713.6108,normal
PP_4120_PP_4189-R3,4,False,2,16.9408,False,PP_4120_PP_4189,374.4108,713.6108,normal
PP_0815_PP_1317-R2,2,False,2,525.6759,False,PP_0815_PP_1317,344.42485,525.6759,max
PP_0751_PP_0814-R1,2,False,2,490.228,False,PP_0751_PP_0814,344.42485,525.6759,normal
PP_0751_PP_0814-R3,2,False,2,485.7762,False,PP_0751_PP_0814,344.42485,525.6759,normal
PP_0528_PP_1769_PP_4191-R3,2,False,3,482.7067,False,PP_0528_PP_1769_PP_4191,344.42485,525.6759,normal
PP_0528_PP_0751_PP_0813-R2,2,False,3,481.3839,True,PP_0528_PP_0751_PP_0813,344.42485,525.6759,normal
PP_0528_PP_0751_PP_0813-R1,2,False,3,474.5426,True,PP_0528_PP_0751_PP_0813,344.42485,525.6759,normal
PP_0528_PP_0751_PP_0813-R3,2,False,3,473.966,True,PP_0528_PP_0751_PP_0813,344.42485,525.6759,normal
PP_0528_PP_1769_PP_4191-R2,2,False,3,470.9864,False,PP_0528_PP_1769_PP_4191,344.42485,525.6759,normal
PP_0751_PP_0814-R2,2,False,2,465.9361,False,PP_0751_PP_0814,344.42485,525.6759,normal
PP_0528_PP_0814_PP_0815_PP_1317-R2,2,False,4,461.4772,False,PP_0528_PP_0814_PP_0815_PP_1317,344.42485,525.6759,normal
PP_0815_PP_1317-R1,2,False,2,460.8757,False,PP_0815_PP_1317,344.42485,525.6759,max
PP_0528_PP_0814_PP_0815_PP_1317-R1,2,False,4,457.0174,False,PP_0528_PP_0814_PP_0815_PP_1317,344.42485,525.6759,normal
PP_0815_PP_1317-R3,2,False,2,455.1851,False,PP_0815_PP_1317,344.42485,525.6759,max
PP_0528_PP_1769_PP_4191-R1,2,False,3,446.1691,False,PP_0528_PP_1769_PP_4191,344.42485,525.6759,normal
PP_0751_PP_0813-R2,2,False,2,443.538,False,PP_0751_PP_0813,344.42485,525.6759,normal
PP_0814_PP_4189-R1,2,False,2,439.0957,False,PP_0814_PP_4189,344.42485,525.6759,normal
PP_0751_PP_0813_PP_4189-R1,2,False,3,436.0771,True,PP_0751_PP_0813_PP_4189,344.42485,525.6759,normal
PP_0437_PP_0751_PP_0814-R1,2,False,3,433.8552,False,PP_0437_PP_0751_PP_0814,344.42485,525.6759,normal
PP_0528_PP_0814_PP_0815_PP_1317-R3,2,False,4,432.9349,False,PP_0528_PP_0814_PP_0815_PP_1317,344.42485,525.6759,normal
PP_0751_PP_0813_PP_4189-R2,2,False,3,432.415,True,PP_0751_PP_0813_PP_4189,344.42485,525.6759,normal
PP_0812_PP_0814-R1,2,False,2,426.7457,True,PP_0812_PP_0814,344.42485,525.6759,normal
PP_0751_PP_0813-R3,2,False,2,422.9072,False,PP_0751_PP_0813,344.42485,525.6759,normal
PP_0751_PP_0813-R1,2,False,2,422.1336,False,PP_0751_PP_0813,344.42485,525.6759,normal
PP_0812_PP_0815_PP_1317-R1,2,False,3,416.587,False,PP_0812_PP_0815_PP_1317,344.42485,525.6759,normal
PP_0751_PP_0814_PP_4191-R3,2,False,3,415.1324,False,PP_0751_PP_0814_PP_4191,344.42485,525.6759,normal
PP_0528_PP_0815_PP_1317-R2,2,False,3,413.6321,False,PP_0528_PP_0815_PP_1317,344.42485,525.6759,normal
PP_0368_PP_0813-R1,2,False,2,411.3133,True,PP_0368_PP_0813,344.42485,525.6759,normal
PP_0528_PP_0815_PP_1317-R1,2,False,3,408.9383,False,PP_0528_PP_0815_PP_1317,344.42485,525.6759,normal
PP_0812_PP_4189-R1,2,False,2,404.938,True,PP_0812_PP_4189,344.42485,525.6759,normal
PP_0814_PP_0815_PP_1317-R2,2,False,3,398.9084,False,PP_0814_PP_0815_PP_1317,344.42485,525.6759,normal
PP_0814_PP_4189-R3,2,False,2,397.8042,False,PP_0814_PP_4189,344.42485,525.6759,normal
PP_0812_PP_4189-R3,2,False,2,397.4022,True,PP_0812_PP_4189,344.42485,525.6759,normal
PP_0751_PP_0814_PP_4191-R2,2,False,3,397.3863,False,PP_0751_PP_0814_PP_4191,344.42485,525.6759,normal
PP_0528_PP_0813_PP_0815_PP_1317-R2,2,False,4,395.2054,False,PP_0528_PP_0813_PP_0815_PP_1317,344.42485,525.6759,max
PP_0528_PP_0813_PP_0815_PP_1317-R1,2,False,4,392.7469,False,PP_0528_PP_0813_PP_0815_PP_1317,344.42485,525.6759,max
PP_0812_PP_0815_PP_1317-R2,2,False,3,392.3873,False,PP_0812_PP_0815_PP_1317,344.42485,525.6759,normal
PP_0814_PP_4189-R2,2,False,2,392.1203,False,PP_0814_PP_4189,344.42485,525.6759,normal
PP_0812_PP_4189-R2,2,False,2,391.0815,True,PP_0812_PP_4189,344.42485,525.6759,normal
PP_0437_PP_0751_PP_0814-R3,2,False,3,390.2094,False,PP_0437_PP_0751_PP_0814,344.42485,525.6759,normal
PP_0815_PP_1317_PP_4189-R2,2,False,3,390.19,False,PP_0815_PP_1317_PP_4189,344.42485,525.6759,normal
PP_0528_PP_0815_PP_1317_PP_1769-R1,2,False,4,389.4072,False,PP_0528_PP_0815_PP_1317_PP_1769,344.42485,525.6759,normal
PP_0368_PP_0813-R3,2,False,2,388.0387,True,PP_0368_PP_0813,344.42485,525.6759,normal
PP_0751_PP_0814_PP_4191-R1,2,False,3,385.7568,False,PP_0751_PP_0814_PP_4191,344.42485,525.6759,normal
PP_0528_PP_0751_PP_0815_PP_1317-R3,2,False,4,385.5152,False,PP_0528_PP_0751_PP_0815_PP_1317,344.42485,525.6759,normal
PP_0368_PP_0813-R2,2,False,2,383.9221,True,PP_0368_PP_0813,344.42485,525.6759,normal
PP_0813_PP_0815_PP_1317-R2,2,False,3,382.8079,False,PP_0813_PP_0815_PP_1317,344.42485,525.6759,normal
PP_0528_PP_0813_PP_0815_PP_1317-R3,2,False,4,379.6477,False,PP_0528_PP_0813_PP_0815_PP_1317,344.42485,525.6759,max
PP_0813_PP_0814-R3,2,False,2,373.2724,True,PP_0813_PP_0814,344.42485,525.6759,normal
PP_0813_PP_1769-R1,2,False,2,370.2687,False,PP_0813_PP_1769,344.42485,525.6759,normal
PP_0437_PP_0751_PP_4191-R2,2,False,3,367.1772,False,PP_0437_PP_0751_PP_4191,344.42485,525.6759,normal
PP_0528_PP_0815_PP_1317-R3,2,False,3,367.1065,False,PP_0528_PP_0815_PP_1317,344.42485,525.6759,normal
PP_0813_PP_0814-R1,2,False,2,364.2763,True,PP_0813_PP_0814,344.42485,525.6759,normal
PP_0813_PP_0814-R2,2,False,2,363.0782,True,PP_0813_PP_0814,344.42485,525.6759,normal
PP_0813_PP_1769-R2,2,False,2,362.5414,False,PP_0813_PP_1769,344.42485,525.6759,normal
PP_0437_PP_0751_PP_4191-R3,2,False,3,361.8889,False,PP_0437_PP_0751_PP_4191,344.42485,525.6759,normal
PP_0813_PP_0815_PP_1317-R1,2,False,3,361.8555,False,PP_0813_PP_0815_PP_1317,344.42485,525.6759,normal
PP_0528_PP_0813_PP_4191-R1,2,False,3,361.4189,False,PP_0528_PP_0813_PP_4191,344.42485,525.6759,normal
PP_0814_PP_0815_PP_1317-R1,2,False,3,358.6444,False,PP_0814_PP_0815_PP_1317,344.42485,525.6759,normal
PP_0437_PP_4189-R1,2,False,2,353.2988,True,PP_0437_PP_4189,344.42485,525.6759,normal
PP_0528_PP_0751_PP_0815_PP_1317-R1,2,False,4,353.2063,False,PP_0528_PP_0751_PP_0815_PP_1317,344.42485,525.6759,normal
PP_0815_PP_1317_PP_4189-R1,2,False,3,352.0165,False,PP_0815_PP_1317_PP_4189,344.42485,525.6759,normal
PP_4120_PP_4189-R1,2,False,2,351.0384,True,PP_4120_PP_4189,344.42485,525.6759,normal
PP_0368_PP_4189-R2,2,False,2,347.1341,True,PP_0368_PP_4189,344.42485,525.6759,normal
PP_0528_PP_0812_PP_4191-R1,2,False,3,346.6012,False,PP_0528_PP_0812_PP_4191,344.42485,525.6759,normal
PP_0812_PP_0815_PP_1317-R3,2,False,3,346.5983,False,PP_0812_PP_0815_PP_1317,344.42485,525.6759,normal
PP_0528_PP_0813_PP_4191-R3,2,False,3,343.6899,False,PP_0528_PP_0813_PP_4191,344.42485,525.6759,normal
PP_0368_PP_4189-R1,2,False,2,341.7156,True,PP_0368_PP_4189,344.42485,525.6759,normal
PP_0528_PP_0812_PP_4191-R2,2,False,3,340.7315,False,PP_0528_PP_0812_PP_4191,344.42485,525.6759,normal
PP_0528_PP_0812_PP_4191-R3,2,False,3,340.6295,False,PP_0528_PP_0812_PP_4191,344.42485,525.6759,normal
PP_1769_PP_4189-R2,2,False,2,340.5714,False,PP_1769_PP_4189,344.42485,525.6759,normal
PP_0528_PP_0815_PP_1317_PP_1769-R3,2,False,4,339.8662,False,PP_0528_PP_0815_PP_1317_PP_1769,344.42485,525.6759,normal
PP_0368_PP_0528_PP_4191-R2,2,False,3,338.3917,False,PP_0368_PP_0528_PP_4191,344.42485,525.6759,normal
PP_0368_PP_4189-R3,2,False,2,338.1905,True,PP_0368_PP_4189,344.42485,525.6759,normal
PP_0814_PP_0815_PP_1317-R3,2,False,3,336.8303,False,PP_0814_PP_0815_PP_1317,344.42485,525.6759,normal
PP_0368_PP_0528_PP_4191-R3,2,False,3,334.5574,False,PP_0368_PP_0528_PP_4191,344.42485,525.6759,normal
PP_4120_PP_4189-R3,2,False,2,334.5391,True,PP_4120_PP_4189,344.42485,525.6759,normal
PP_2136_PP_4189-R1,2,False,2,334.2288,False,PP_2136_PP_4189,344.42485,525.6759,normal
PP_1769_PP_4189-R3,2,False,2,334.2164,False,PP_1769_PP_4189,344.42485,525.6759,normal
PP_0814_PP_2136-R2,2,False,2,333.6844,False,PP_0814_PP_2136,344.42485,525.6759,normal
PP_1769_PP_4189-R1,2,False,2,333.2034,False,PP_1769_PP_4189,344.42485,525.6759,normal
PP_0437_PP_4189-R2,2,False,2,332.2186,True,PP_0437_PP_4189,344.42485,525.6759,normal
PP_0437_PP_4189-R3,2,False,2,331.9523,True,PP_0437_PP_4189,344.42485,525.6759,normal
PP_0368_PP_0812-R2,2,False,2,329.4278,True,PP_0368_PP_0812,344.42485,525.6759,normal
PP_0812_PP_0814-R2,2,False,2,328.939,True,PP_0812_PP_0814,344.42485,525.6759,normal
PP_0437_PP_0814-R3,2,False,2,328.6468,False,PP_0437_PP_0814,344.42485,525.6759,normal
PP_0437_PP_0751_PP_4191-R1,2,False,3,328.1692,False,PP_0437_PP_0751_PP_4191,344.42485,525.6759,normal
PP_0528_PP_4120_PP_4191-R1,2,False,3,326.5828,True,PP_0528_PP_4120_PP_4191,344.42485,525.6759,normal
PP_0813_PP_0814_PP_1769-R1,2,False,3,326.484,False,PP_0813_PP_0814_PP_1769,344.42485,525.6759,normal
PP_0814_PP_2136-R1,2,False,2,324.2048,False,PP_0814_PP_2136,344.42485,525.6759,normal
PP_0528_PP_0815_PP_4191-R1,2,False,3,323.151,False,PP_0528_PP_0815_PP_4191,344.42485,525.6759,normal
PP_4189_PP_4192-R2,2,False,2,322.7526,True,PP_4189_PP_4192,344.42485,525.6759,normal
PP_0528_PP_0751_PP_4191-R1,2,False,3,321.5996,False,PP_0528_PP_0751_PP_4191,344.42485,525.6759,normal
PP_4120_PP_4189-R2,2,False,2,321.3163,True,PP_4120_PP_4189,344.42485,525.6759,normal
PP_0815_PP_1317_PP_4189-R3,2,False,3,318.9552,False,PP_0815_PP_1317_PP_4189,344.42485,525.6759,normal
PP_0528_PP_4120_PP_4191-R2,2,False,3,317.8891,True,PP_0528_PP_4120_PP_4191,344.42485,525.6759,normal
PP_0813_PP_0814_PP_1769-R2,2,False,3,316.3622,False,PP_0813_PP_0814_PP_1769,344.42485,525.6759,normal
PP_0528_PP_0815_PP_4191-R3,2,False,3,314.9764,False,PP_0528_PP_0815_PP_4191,344.42485,525.6759,normal
PP_0812_PP_0814-R3,2,False,2,313.8833,True,PP_0812_PP_0814,344.42485,525.6759,normal
PP_0528_PP_0751_PP_0815_PP_1317-R2,2,False,4,313.5371,False,PP_0528_PP_0751_PP_0815_PP_1317,344.42485,525.6759,normal
PP_0813_PP_1769-R3,2,False,2,312.7704,False,PP_0813_PP_1769,344.42485,525.6759,normal
PP_0368_PP_0528_PP_4191-R1,2,False,3,312.557,False,PP_0368_PP_0528_PP_4191,344.42485,525.6759,normal
PP_0528_PP_0815_PP_4191-R2,2,False,3,311.5081,False,PP_0528_PP_0815_PP_4191,344.42485,525.6759,normal
PP_0368_PP_0812-R1,2,False,2,310.0115,True,PP_0368_PP_0812,344.42485,525.6759,normal
PP_0437_PP_0751_PP_0814-R2,2,False,3,309.0987,False,PP_0437_PP_0751_PP_0814,344.42485,525.6759,normal
PP_0528_PP_4120_PP_4191-R3,2,False,3,308.5294,True,PP_0528_PP_4120_PP_4191,344.42485,525.6759,normal
PP_0813_PP_0814_PP_1769-R3,2,False,3,303.3029,False,PP_0813_PP_0814_PP_1769,344.42485,525.6759,normal
PP_0814_PP_2136-R3,2,False,2,303.1426,False,PP_0814_PP_2136,344.42485,525.6759,normal
PP_0751_PP_0813_PP_4189-R3,2,False,3,303.1397,True,PP_0751_PP_0813_PP_4189,344.42485,525.6759,normal
PP_0437_PP_0814-R1,2,False,2,303.0695,False,PP_0437_PP_0814,344.42485,525.6759,normal
PP_0528_PP_0751_PP_4191-R2,2,False,3,302.3938,False,PP_0528_PP_0751_PP_4191,344.42485,525.6759,normal
PP_0751_PP_0813_PP_4191-R2,2,False,3,302.0006,False,PP_0751_PP_0813_PP_4191,344.42485,525.6759,normal
PP_0751_PP_0813_PP_4191-R3,2,False,3,299.4071,False,PP_0751_PP_0813_PP_4191,344.42485,525.6759,normal
PP_0368_PP_0812-R3,2,False,2,297.0306,True,PP_0368_PP_0812,344.42485,525.6759,normal
PP_0528_PP_0751_PP_4191-R3,2,False,3,290.5556,False,PP_0528_PP_0751_PP_4191,344.42485,525.6759,normal
PP_4189_PP_4192-R3,2,False,2,289.4095,True,PP_4189_PP_4192,344.42485,525.6759,normal
PP_0528_PP_0813_PP_4191-R2,2,False,3,288.5537,False,PP_0528_PP_0813_PP_4191,344.42485,525.6759,normal
PP_0751_PP_0813_PP_4191-R1,2,False,3,287.7525,False,PP_0751_PP_0813_PP_4191,344.42485,525.6759,normal
PP_0437_PP_0814-R2,2,False,2,285.6786,False,PP_0437_PP_0814,344.42485,525.6759,normal
PP_0815_PP_1317_PP_2136-R2,2,False,3,281.9692,False,PP_0815_PP_1317_PP_2136,344.42485,525.6759,normal
PP_4189_PP_4192-R1,2,False,2,280.5267,True,PP_4189_PP_4192,344.42485,525.6759,normal
PP_1769_PP_4192-R1,2,False,2,280.0517,False,PP_1769_PP_4192,344.42485,525.6759,normal
PP_0815_PP_1317_PP_2136-R1,2,False,3,273.8799,False,PP_0815_PP_1317_PP_2136,344.42485,525.6759,normal
