orig,has_6letter_substring,extracted
sp|Q88HW5|Q88HW5_PSEPK Pp_3238,True,Q88HW5
sp|Q88HW6|Q88HW6_PSEPK Pp_3237,True,Q88HW6
sp|Q88HW7|Q88HW7_PSEPK Pp_3236,True,Q88HW7
sp|Q88HW9|Q88HW9_PSEPK Pp_3234,True,Q88HW9
sp|Q88HX1|Q88HX1_PSEPK Pp_3232,True,Q88HX1
sp|Q88HX2|Q88HX2_PSEPK Pp_3231,True,Q88HX2
sp|Q88HX3|Q88HX3_PSEPK Pp_3230,True,Q88HX3
sp|Q88HX6|Q88HX6_PSEPK Pp_3227,True,Q88HX6
sp|Q88HX8|Q88HX8_PSEPK Pp_3225,True,Q88HX8
sp|Q88HY4|Q88HY4_PSEPK Pp_3219,True,Q88HY4
sp|Q88HY9|Q88HY9_PSEPK Pp_3213,True,Q88HY9
sp|Q88HZ0|Q88HZ0_PSEPK Pp_3212,True,Q88HZ0
sp|Q88HZ1|Q88HZ1_PSEPK Pp_3211,True,Q88HZ1
sp|Q88HZ3|Q88HZ3_PSEPK Pp_3209,True,Q88HZ3
sp|Q88I02,True,Q88I02
sp|Q88I08,True,Q88I08
sp|Q88I10|Q88I10_PSEPK Pp_3192,True,Q88I10
sp|Q88I12|Q88I12_PSEPK Pp_3190,True,Q88I12
sp|Q88I13|Q88I13_PSEPK Coda,True,Q88I13
sp|Q88I15|Q88I15_PSEPK Codb,True,Q88I15
sp|Q88I16|Q88I16_PSEPK Pp_3186,True,Q88I16
sp|Q88I17|Q88I17_PSEPK Pet18,True,Q88I17
sp|Q88I24,True,Q88I24
sp|Q88I25|Q88I25_PSEPK Pp_3177,True,Q88I25
sp|Q88I28|Q88I28_PSEPK Pp_3174,True,Q88I28
sp|Q88I31|Q88I31_PSEPK Pp_3170,True,Q88I31
sp|Q88I35|Q88I35_PSEPK Pp_3166,True,Q88I35
sp|Q88I42,True,Q88I42
sp|Q88I44|Q88I44_PSEPK Pp_3157,True,Q88I44
sp|Q88I45|Q88I45_PSEPK Pp_3156,True,Q88I45
sp|Q88I46|Q88I46_PSEPK Pp_3155,True,Q88I46
sp|Q88I47|Q88I47_PSEPK Pp_3154,True,Q88I47
sp|Q88I50|Q88I50_PSEPK Pp_3151,True,Q88I50
sp|Q88I53|Q88I53_PSEPK Pp_3148,True,Q88I53
sp|Q88I54|Q88I54_PSEPK Pp_3147,True,Q88I54
sp|Q88I55|Q88I55_PSEPK Pp_3146,True,Q88I55
sp|Q88I56|Q88I56_PSEPK Pp_3145,True,Q88I56
sp|Q88I59|Q88I59_PSEPK Pp_3142,True,Q88I59
sp|Q88I60|Q88I60_PSEPK Pp_3141,True,Q88I60
sp|Q88I61|Q88I61_PSEPK Pp_3140,True,Q88I61
sp|Q88I62|Q88I62_PSEPK Pp_3139,True,Q88I62
sp|Q88I63|Q88I63_PSEPK Pp_3138,True,Q88I63
sp|Q88I65|Q88I65_PSEPK Pp_3136,True,Q88I65
sp|Q88I66|Q88I66_PSEPK Pp_3135,True,Q88I66
sp|Q88I67|Q88I67_PSEPK Pp_3134,True,Q88I67
sp|Q88I68|Q88I68_PSEPK Pp_3133,True,Q88I68
sp|Q88I69|Q88I69_PSEPK Pp_3132,True,Q88I69
sp|Q88I70|Q88I70_PSEPK Pp_3131,True,Q88I70
sp|Q88I71|Q88I71_PSEPK Pp_3130,True,Q88I71
sp|Q88I72|Q88I72_PSEPK Gale,True,Q88I72
sp|Q88I73|Q88I73_PSEPK Pp_3128,True,Q88I73
sp|Q88I74|Q88I74_PSEPK Pp_3127,True,Q88I74
sp|Q88I75|Q88I75_PSEPK Pp_3126,True,Q88I75
sp|Q88I76|Q88I76_PSEPK Pp_3125,True,Q88I76
sp|Q88I78|Q88I78_PSEPK Pp_3123,True,Q88I78
sp|Q88I79|Q88I79_PSEPK Pp_3122,True,Q88I79
sp|Q88I80|Q88I80_PSEPK Pp_3121,True,Q88I80
sp|Q88I81|Q88I81_PSEPK Pp_3120,True,Q88I81
sp|Q88I91|Q88I91_PSEPK Pp_3108,True,Q88I91
sp|Q88I92|Q88I92_PSEPK Pp_3107,True,Q88I92
sp|Q88I93|Q88I93_PSEPK Pp_3106,True,Q88I93
sp|Q88I95|Q88I95_PSEPK Pp_3104,True,Q88I95
sp|Q88I97|Q88I97_PSEPK Pp_3102,True,Q88I97
sp|Q88I99|Q88I99_PSEPK Pp_3100,True,Q88I99
sp|Q88IA0|Q88IA0_PSEPK Pp_3099,True,Q88IA0
sp|Q88IA4|Q88IA4_PSEPK Pp_3095,True,Q88IA4
sp|Q88IA6|Q88IA6_PSEPK Pp_3093,True,Q88IA6
sp|Q88IA7|Q88IA7_PSEPK Pp_3092,True,Q88IA7
sp|Q88IA8|Q88IA8_PSEPK Pp_3091,True,Q88IA8
sp|Q88IA9|Q88IA9_PSEPK Pp_3090,True,Q88IA9
sp|Q88IB0|Q88IB0_PSEPK Pp_3089,True,Q88IB0
sp|Q88IB1|Q88IB1_PSEPK Pp_3088,True,Q88IB1
sp|Q88IB2|Q88IB2_PSEPK Pp_3087,True,Q88IB2
sp|Q88IB8|Q88IB8_PSEPK Pp_3081,True,Q88IB8
sp|Q88IB9|Q88IB9_PSEPK Arof-2,True,Q88IB9
sp|Q88IC0|Q88IC0_PSEPK Ppic-2,True,Q88IC0
sp|Q88IC2,True,Q88IC2
sp|Q88IC5|Q88IC5_PSEPK Pp_3074,True,Q88IC5
sp|Q88IC6|Q88IC6_PSEPK Bdha,True,Q88IC6
sp|Q88IC7|ECOT_PSEPK Eco,True,Q88IC7
sp|Q88IC8|Q88IC8_PSEPK Pp_3071,True,Q88IC8
sp|Q88IC9|Q88IC9_PSEPK Ppic-1,True,Q88IC9
sp|Q88ID0|Q88ID0_PSEPK Pp_3069,True,Q88ID0
sp|Q88ID2|Q88ID2_PSEPK Pp_3067,True,Q88ID2
sp|Q88IG6|Q88IG6_PSEPK Pp_3033,True,Q88IG6
sp|Q88IH5|Q88IH5_PSEPK Pp_3024,True,Q88IH5
sp|Q88IH9|Q88IH9_PSEPK Pp_3020,True,Q88IH9
sp|Q88II0|Q88II0_PSEPK Pp_3019,True,Q88II0
sp|Q88II5|Q88II5_PSEPK Pp_3014,True,Q88II5
sp|Q88IJ1|Q88IJ1_PSEPK Pp_3008,True,Q88IJ1
sp|Q88IJ2|Q88IJ2_PSEPK PP_3007,True,Q88IJ2
sp|Q88IJ7|Q88IJ7_PSEPK Aroe-2,True,Q88IJ7
sp|Q88IK3,True,Q88IK3
sp|Q88IL0|Q88IL0_PSEPK Pp_2989,True,Q88IL0
sp|Q88IN0|Q88IN0_PSEPK Pp_2969,True,Q88IN0
sp|Q88IN1|Q88IN1_PSEPK Pp_2968,True,Q88IN1
sp|Q88IN7|Q88IN7_PSEPK Pp_2962,True,Q88IN7
sp|Q88IP7|Q88IP7_PSEPK PP_2952,True,Q88IP7
sp|Q88IP8|Q88IP8_PSEPK Pp_2951,True,Q88IP8
sp|Q88IP9|Q88IP9_PSEPK Pp_2950,True,Q88IP9
sp|Q88IQ1,True,Q88IQ1
sp|Q88IQ2|Q88IQ2_PSEPK Pp_2947,True,Q88IQ2
sp|Q88IQ4|Q88IQ4_PSEPK Pp_2945,True,Q88IQ4
sp|Q88IQ5|Q88IQ5_PSEPK Pp_2944,True,Q88IQ5
sp|Q88IQ7|Q88IQ7_PSEPK Pp_2942,True,Q88IQ7
sp|Q88IR1|Q88IR1_PSEPK Pp_2938,True,Q88IR1
sp|Q88IR3|Q88IR3_PSEPK Pp_2936,True,Q88IR3
sp|Q88IR5|Q88IR5_PSEPK Pp_2934,True,Q88IR5
sp|Q88IR6|Q88IR6_PSEPK Pp_2933,True,Q88IR6
sp|Q88IR7|Q88IR7_PSEPK Pp_2932,True,Q88IR7
sp|Q88IR9|Q88IR9_PSEPK Pp_2930,True,Q88IR9
sp|Q88IS0|Q88IS0_PSEPK Nspc,True,Q88IS0
sp|Q88IS1|Q88IS1_PSEPK Pp_2928,True,Q88IS1
sp|Q88IS4|MQO3_PSEPK Mqo3,True,Q88IS4
sp|Q88IS7|Q88IS7_PSEPK PP_2922,True,Q88IS7
sp|Q88IT1|Q88IT1_PSEPK Pp_2918,True,Q88IT1
sp|Q88IT5|Q88IT5_PSEPK Prop,True,Q88IT5
sp|Q88IT6|Q88IT6_PSEPK Hemb-1,True,Q88IT6
sp|Q88IT7|Q88IT7_PSEPK Pp_2912,True,Q88IT7
sp|Q88IU0|CSID_PSEPK,True,Q88IU0
sp|Q88IU2|Q88IU2_PSEPK Pp_2907,True,Q88IU2
sp|Q88IU3|Q88IU3_PSEPK Pp_2906,True,Q88IU3
sp|Q88IU4|SYC_PSEPK Cyss,True,Q88IU4
sp|Q88IU5|SYQ_PSEPK Glns,True,Q88IU5
sp|Q88IU6|Q88IU6_PSEPK Ppib,True,Q88IU6
sp|Q88IU7|LPXH_PSEPK Lpxh,True,Q88IU7
sp|Q88IU8|PVDQ_PSEPK Pvdq,True,Q88IU8
sp|Q88IV5,True,Q88IV5
sp|Q88IV6|Q88IV6_PSEPK Pp_2893,True,Q88IV6
sp|Q88IV7|Q88IV7_PSEPK Pp_2892,True,Q88IV7
sp|Q88IV8|Q88IV8_PSEPK Pp_2891,True,Q88IV8
sp|Q88IV9|Q88IV9_PSEPK Xtha,True,Q88IV9
sp|Q88IW5|Q88IW5_PSEPK Pp_2884,True,Q88IW5
sp|Q88IW7|Q88IW7_PSEPK Pp_2882,True,Q88IW7
sp|Q88IX3|Q88IX3_PSEPK Ampc,True,Q88IX3
sp|Q88IX4|Q88IX4_PSEPK Pp_2875,True,Q88IX4
sp|Q88IX6|Y2873_PSEPK Pp_2873,True,Q88IX6
sp|Q88IX7,True,Q88IX7
sp|Q88IY1|Q88IY1_PSEPK Pp_2868,True,Q88IY1
sp|Q88IY2|Q88IY2_PSEPK Pp_2867,True,Q88IY2
sp|Q88IY4|Q88IY4_PSEPK Pp_2865,True,Q88IY4
sp|Q88IY7|UPPP_PSEPK Uppp,True,Q88IY7
sp|Q88IY8|Q88IY8_PSEPK Pp_2861,True,Q88IY8
sp|Q88IZ6|Q88IZ6_PSEPK Pp_2853,True,Q88IZ6
sp|Q88J00|UREG_PSEPK Ureg,True,Q88J00
sp|Q88J03|UREE_PSEPK Uree,True,Q88J03
sp|Q88J04|URE1_PSEPK Urec,True,Q88J04
sp|Q88J05|URE2_PSEPK Ureb,True,Q88J05
sp|Q88J06|URE3_PSEPK Urea,True,Q88J06
sp|Q88J13,True,Q88J13
sp|Q88J14,True,Q88J14
sp|Q88J22|Q88J22_PSEPK Pp_2827,True,Q88J22
sp|Q88J23|Q88J23_PSEPK Mext,True,Q88J23
sp|Q88J25|Q88J25_PSEPK PP_2824,True,Q88J25
sp|Q88J26|Q88J26_PSEPK PP_2823,True,Q88J26
sp|Q88J29|Q88J29_PSEPK Nfxb,True,Q88J29
sp|Q88J33,True,Q88J33
sp|Q88J34|Q88J34_PSEPK Pp_2815,True,Q88J34
sp|Q88J43|Q88J43_PSEPK Pp_2806,True,Q88J43
sp|Q88J48|Q88J48_PSEPK Pp_2801,True,Q88J48
sp|Q88J54|Q88J54_PSEPK Pp_2795,True,Q88J54
sp|Q88J55|Q88J55_PSEPK Pp_2794,True,Q88J55
sp|Q88J56|Q88J56_PSEPK Pp_2793,True,Q88J56
sp|Q88J57|Q88J57_PSEPK Pp_2792,True,Q88J57
sp|Q88J58|Q88J58_PSEPK Pp_2791,True,Q88J58
sp|Q88JA4|Q88JA4_PSEPK Pp_2745,True,Q88JA4
sp|Q88JA5|Q88JA5_PSEPK Pp_2744,True,Q88JA5
sp|Q88JA7|Q88JA7_PSEPK Pp_2742,True,Q88JA7
sp|Q88JA9|Q88JA9_PSEPK Pp_2740,True,Q88JA9
sp|Q88JB0|Q88JB0_PSEPK Pp_2739,True,Q88JB0
sp|Q88JC2|Q88JC2_PSEPK Pp_2727,True,Q88JC2
sp|Q88JC4|Q88JC4_PSEPK Pfpi,True,Q88JC4
sp|Q88JC6|Q88JC6_PSEPK Pp_2723,True,Q88JC6
sp|Q88JC7|Q88JC7_PSEPK Pp_2722,True,Q88JC7
sp|Q88JD5|Q88JD5_PSEPK Pp_2714,True,Q88JD5
sp|Q88JD6|Q88JD6_PSEPK Pp_2713,True,Q88JD6
sp|Q88JD7,True,Q88JD7
sp|Q88JD9|Q88JD9_PSEPK Pp_2710,True,Q88JD9
sp|Q88JE1,True,Q88JE1
sp|Q88JE9|Q88JE9_PSEPK Pp_2700,True,Q88JE9
sp|Q88JG1|Q88JG1_PSEPK Pp_2688,True,Q88JG1
sp|Q88JG2|Q88JG2_PSEPK Pp_2687,True,Q88JG2
sp|Q88JG3|Q88JG3_PSEPK Pp_2686,True,Q88JG3
sp|Q88JG4|Q88JG4_PSEPK Pp_2685,True,Q88JG4
sp|Q88JG9|Q88JG9_PSEPK Pp_2680,True,Q88JG9
sp|Q88JH0|Q88JH0_PSEPK Pp_2679,True,Q88JH0
sp|Q88JH1|Q88JH1_PSEPK Pp_2678,True,Q88JH1
sp|Q88JH2|Q88JH2_PSEPK Pp_2677,True,Q88JH2
sp|Q88JH3|Q88JH3_PSEPK Pp_2676,True,Q88JH3
sp|Q88JH5|Q88JH5_PSEPK Qedh,True,Q88JH5
sp|Q88JH6|Q88JH6_PSEPK Pp_2673,True,Q88JH6
sp|Q88JH7|Q88JH7_PSEPK Pp_2672,True,Q88JH7
sp|Q88JH8|Q88JH8_PSEPK Pp_2671,True,Q88JH8
sp|Q88JI0|Q88JI0_PSEPK Pp_2669,True,Q88JI0
sp|Q88JI1|Q88JI1_PSEPK Pp_2668,True,Q88JI1
sp|Q88JI2,True,Q88JI2
sp|Q88JI3|Q88JI3_PSEPK Pp_2666,True,Q88JI3
sp|Q88JI4|Q88JI4_PSEPK Agmr,True,Q88JI4
sp|Q88JI5|Q88JI5_PSEPK Pp_2664,True,Q88JI5
sp|Q88JI6|Q88JI6_PSEPK Pp_2663,True,Q88JI6
sp|Q88JI7|Q88JI7_PSEPK Pp_2662,True,Q88JI7
sp|Q88JJ3|Q88JJ3_PSEPK Pp_2656,True,Q88JJ3
sp|Q88JJ7|Q88JJ7_PSEPK Pp_2652,True,Q88JJ7
sp|Q88JK1|Q88JK1_PSEPK Pp_2648,True,Q88JK1
sp|Q88JK4|Q88JK4_PSEPK Mgtb,True,Q88JK4
sp|Q88JK6|Q88JK6_PSEPK Pp_2643,True,Q88JK6
sp|Q88JL0|Q88JL0_PSEPK Dapa,True,Q88JL0
sp|Q88JM1|Q88JM1_PSEPK Pp_2628,True,Q88JM1
sp|Q88JM3,True,Q88JM3
sp|Q88JP0|Q88JP0_PSEPK Pp_2609,True,Q88JP0
sp|Q88JP8|Q88JP8_PSEPK Pp_2601,True,Q88JP8
sp|Q88JP9,True,Q88JP9
sp|Q88JQ0|Q88JQ0_PSEPK Pp_2599,True,Q88JQ0
sp|Q88JQ3|Q88JQ3_PSEPK Pp_2596,True,Q88JQ3
sp|Q88JR1|Q88JR1_PSEPK Pp_2588,True,Q88JR1
sp|Q88JR5|Q88JR5_PSEPK Pp_2584,True,Q88JR5
sp|Q88JR6|Q88JR6_PSEPK Pp_2583,True,Q88JR6
sp|Q88JS3|Q88JS3_PSEPK Pp_2575,True,Q88JS3
sp|Q88JS5|Q88JS5_PSEPK Pp_2573,True,Q88JS5
sp|Q88JS6|Q88JS6_PSEPK Pp_2572,True,Q88JS6
sp|Q88JS8|Q88JS8_PSEPK Pp_2569,True,Q88JS8
sp|Q88JS9|Q88JS9_PSEPK Pp_2568,True,Q88JS9
sp|Q88JT1|Q88JT1_PSEPK Pp_2566,True,Q88JT1
sp|Q88JT3|Q88JT3_PSEPK Pp_2564,True,Q88JT3
sp|Q88JT5,True,Q88JT5
sp|Q88JU0,True,Q88JU0
sp|Q88JU3|Q88JU3_PSEPK Pp_2554,True,Q88JU3
sp|Q88JU4|Q88JU4_PSEPK Pp_2553,True,Q88JU4
sp|Q88JU7|Y2550_PSEPK Pp_2550,True,Q88JU7
sp|Q88JU9,True,Q88JU9
sp|Q88JV2|Q88JV2_PSEPK Pp_2545,True,Q88JV2
sp|Q88JV4,True,Q88JV4
sp|Q88JV5|Q88JV5_PSEPK Pp_2542,True,Q88JV5
sp|Q88JV7|Q88JV7_PSEPK Pp_2540,True,Q88JV7
sp|Q88JV9|Q88JV9_PSEPK Pp_2538,True,Q88JV9
sp|Q88JW1|Q88JW1_PSEPK Pp_2536,True,Q88JW1
sp|Q88JW4|Q88JW4_PSEPK Pp_2533,True,Q88JW4
sp|Q88JW9|Q88JW9_PSEPK Mety,True,Q88JW9
sp|Q88JX1|Q88JX1_PSEPK Pp_2526,True,Q88JX1
sp|Q88JY6|Q88JY6_PSEPK Pp_2507,True,Q88JY6
sp|Q88JY8|Q88JY8_PSEPK Pp_2505,True,Q88JY8
sp|Q88JZ3|Q88JZ3_PSEPK Pp_2500,True,Q88JZ3
sp|Q88JZ4|Q88JZ4_PSEPK Pp_2499,True,Q88JZ4
sp|Q88K00,True,Q88K00
sp|Q88K01|Q88K01_PSEPK Pp_2492,True,Q88K01
sp|Q88K02|Q88K02_PSEPK Pp_2491,True,Q88K02
sp|Q88K05|Q88K05_PSEPK Pp_2488,True,Q88K05
sp|Q88K06|Q88K06_PSEPK Pp_2487,True,Q88K06
sp|Q88K07|Q88K07_PSEPK Pp_2486,True,Q88K07
sp|Q88K09|Q88K09_PSEPK Pp_2484,True,Q88K09
sp|Q88K17|Q88K17_PSEPK Pp_2476,True,Q88K17
sp|Q88K18|Q88K18_PSEPK Pp_2475,True,Q88K18
sp|Q88K19|Q88K19_PSEPK Pp_2474,True,Q88K19
sp|Q88K21|Q88K21_PSEPK Pp_2472,True,Q88K21
sp|Q88K22|SYFB_PSEPK Phet,True,Q88K22
sp|Q88K23|SYFA_PSEPK Phes,True,Q88K23
sp|Q88K24|RL20_PSEPK Rplt,True,Q88K24
sp|Q88K25|RL35_PSEPK Rpmi,True,Q88K25
sp|Q88K26|IF3_PSEPK Infc,True,Q88K26
sp|Q88K27|SYT_PSEPK Thrs,True,Q88K27
sp|Q88K29|Q88K29_PSEPK Cspa-2,True,Q88K29
sp|Q88K30|Q88K30_PSEPK Pp_2462,True,Q88K30
sp|Q88K31|Q88K31_PSEPK Pp_2461,True,Q88K31
sp|Q88K32|Q88K32_PSEPK Pp_2460,True,Q88K32
sp|Q88K33|RBSD_PSEPK Rbsd,True,Q88K33
sp|Q88K34|Q88K34_PSEPK Rbsk,True,Q88K34
sp|Q88K35|Q88K35_PSEPK Rbsr,True,Q88K35
sp|Q88K36|Q88K36_PSEPK Rbsc,True,Q88K36
sp|Q88K37|Q88K37_PSEPK Rbsa,True,Q88K37
sp|Q88K38|Q88K38_PSEPK Rbsb,True,Q88K38
sp|Q88K39|ASPQ_PSEPK Ansb,True,Q88K39
sp|Q88K40,True,Q88K40
sp|Q88K42|Q88K42_PSEPK Pp_2450,True,Q88K42
sp|Q88K43|Q88K43_PSEPK Pp_2449,True,Q88K43
sp|Q88K44|Q88K44_PSEPK Pp_2448,True,Q88K44
sp|Q88K45|Q88K45_PSEPK Pp_2447,True,Q88K45
sp|Q88K49|SSTT_PSEPK Sstt,True,Q88K49
sp|Q88K50|Y2442_PSEPK Pp_2442,True,Q88K50
sp|Q88K52|Q88K52_PSEPK Ahpc,True,Q88K52
sp|Q88K54|Q88K54_PSEPK Pp_2437,True,Q88K54
sp|Q88K55|Q88K55_PSEPK Pp_2436,True,Q88K55
sp|Q88K56|Q88K56_PSEPK Iscs-2,True,Q88K56
sp|Q88K58|Q88K58_PSEPK Pp_2433,True,Q88K58
sp|Q88K59|Q88K59_PSEPK Pp_2432,True,Q88K59
sp|Q88K65|Q88K65_PSEPK Pp_2426,True,Q88K65
sp|Q88K67|Q88K67_PSEPK Pp_2424,True,Q88K67
sp|Q88K69|Q88K69_PSEPK Pp_2422,True,Q88K69
sp|Q88K70|Q88K70_PSEPK Pp_2421,True,Q88K70
sp|Q88K73|Q88K73_PSEPK Pp_2418,True,Q88K73
sp|Q88K77,True,Q88K77
sp|Q88K84,True,Q88K84
sp|Q88K85|Q88K85_PSEPK Aroe,True,Q88K85
sp|Q88K88|Q88K88_PSEPK Ompr-2,True,Q88K88
sp|Q88K95|Q88K95_PSEPK Pp_2396,True,Q88K95
sp|Q88K98|Q88K98_PSEPK Polb,True,Q88K98
sp|Q88KA3|Q88KA3_PSEPK Pp_2387,True,Q88KA3
sp|Q88KA7,True,Q88KA7
sp|Q88KA9|Q88KA9_PSEPK Pp_2381,True,Q88KA9
sp|Q88KB0|Q88KB0_PSEPK Pp_2380,True,Q88KB0
sp|Q88KB1|Q88KB1_PSEPK Pp_2379,True,Q88KB1
sp|Q88KB2|NFUA_PSEPK Nfua,True,Q88KB2
sp|Q88KB4|Q88KB4_PSEPK Cti,True,Q88KB4
sp|Q88KB5|Q88KB5_PSEPK Meth,True,Q88KB5
sp|Q88KB9|Q88KB9_PSEPK Cysi,True,Q88KB9
sp|Q88KC0|Q88KC0_PSEPK Pp_2370,True,Q88KC0
sp|Q88KC1|Q88KC1_PSEPK Pp_2369,True,Q88KC1
sp|Q88KC2|Q88KC2_PSEPK Pp_2368,True,Q88KC2
sp|Q88KC6|Q88KC6_PSEPK Pp_2364,True,Q88KC6
sp|Q88KC9|Q88KC9_PSEPK Csuc,True,Q88KC9
sp|Q88KD1|Q88KD1_PSEPK Pp_2359,True,Q88KD1
sp|Q88KD4|Q88KD4_PSEPK Pp_2356,True,Q88KD4
sp|Q88KD5|Q88KD5_PSEPK Pp_2355,True,Q88KD5
sp|Q88KD6|Q88KD6_PSEPK Pp_2354,True,Q88KD6
sp|Q88KE1,True,Q88KE1
sp|Q88KE3|Q88KE3_PSEPK Pp_2347,True,Q88KE3
sp|Q88KE4,True,Q88KE4
sp|Q88KE5|Q88KE5_PSEPK Pp_2345,True,Q88KE5
sp|Q88KE6|Q88KE6_PSEPK Pp_2344,True,Q88KE6
sp|Q88KE7|Q88KE7_PSEPK Pp_2343,True,Q88KE7
sp|Q88KE9|Q88KE9_PSEPK Pp_2341,True,Q88KE9
sp|Q88KF0|Q88KF0_PSEPK Pp_2340,True,Q88KF0
sp|Q88KF1|Q88KF1_PSEPK Acnb,True,Q88KF1
sp|Q88KF2|Q88KF2_PSEPK Prpd,True,Q88KF2
sp|Q88KF3|Q88KF3_PSEPK Pp_2337,True,Q88KF3
sp|Q88KF4|Q88KF4_PSEPK Pp_2336,True,Q88KF4
sp|Q88KF5|Q88KF5_PSEPK Pp_2335,True,Q88KF5
sp|Q88KF6|Q88KF6_PSEPK Prpb,True,Q88KF6
sp|Q88KF7|Q88KF7_PSEPK Pp_2333,True,Q88KF7
sp|Q88KF8|Q88KF8_PSEPK Pp_2332,True,Q88KF8
sp|Q88KF9|Q88KF9_PSEPK Pp_2331,True,Q88KF9
sp|Q88KG0|Q88KG0_PSEPK Pp_2330,True,Q88KG0
sp|Q88KG1|Q88KG1_PSEPK Pabb,True,Q88KG1
sp|Q88KG2|Q88KG2_PSEPK Cysh,True,Q88KG2
sp|Q88KG3|Q88KG3_PSEPK Cysb,True,Q88KG3
sp|Q88KG4|Q88KG4_PSEPK Pp_2326,True,Q88KG4
sp|Q88KG5|Q88KG5_PSEPK Pp_2325,True,Q88KG5
sp|Q88KG6|Q88KG6_PSEPK Arof-1,True,Q88KG6
sp|Q88KG7|Q88KG7_PSEPK Pp_2323,True,Q88KG7
sp|Q88KH0|Q88KH0_PSEPK Pp_2320,True,Q88KH0
sp|Q88KH2|Q88KH2_PSEPK Pp_2318,True,Q88KH2
sp|Q88KH3|Q88KH3_PSEPK Pp_2317,True,Q88KH3
sp|Q88KH4|Q88KH4_PSEPK Pp_2316,True,Q88KH4
sp|Q88KH5|GREB_PSEPK Greb,True,Q88KH5
sp|Q88KH6|Q88KH6_PSEPK Pp_2314,True,Q88KH6
sp|Q88KH9|Q88KH9_PSEPK Pp_2311,True,Q88KH9
sp|Q88KI0|Q88KI0_PSEPK Pp_2310,True,Q88KI0
sp|Q88KI1|Q88KI1_PSEPK Pp_2309,True,Q88KI1
sp|Q88KI2|Q88KI2_PSEPK Pp_2308,True,Q88KI2
sp|Q88KI3|Q88KI3_PSEPK Pp_2307,True,Q88KI3
sp|Q88KI4|Q88KI4_PSEPK Pp_2306,True,Q88KI4
sp|Q88KI5|Q88KI5_PSEPK Pp_2305,True,Q88KI5
sp|Q88KI6|Q88KI6_PSEPK Pp_2304,True,Q88KI6
sp|Q88KI8|Q88KI8_PSEPK Lon-2,True,Q88KI8
sp|Q88KI9|CLPX_PSEPK Clpx,True,Q88KI9
sp|Q88KJ0|CLPP_PSEPK Clpp,True,Q88KJ0
sp|Q88KJ1|TIG_PSEPK Tig,True,Q88KJ1
sp|Q88KJ2|Q88KJ2_PSEPK Pp_2298,True,Q88KJ2
sp|Q88KJ4|Q88KJ4_PSEPK Pp_2296,True,Q88KJ4
sp|Q88KJ6|Q88KJ6_PSEPK Pp_2294,True,Q88KJ6
sp|Q88KJ8|Q88KJ8_PSEPK Pp_2292,True,Q88KJ8
sp|Q88KK3,True,Q88KK3
sp|Q88KK6|Q88KK6_PSEPK Pp_2284,True,Q88KK6
sp|Q88KL3|Q88KL3_PSEPK Pp_2277,True,Q88KL3
sp|Q88KM5|FOLD2_PSEPK Fold2,True,Q88KM5
sp|Q88KM6|Q88KM6_PSEPK Pp_2264,True,Q88KM6
sp|Q88KN2|Q88KN2_PSEPK Pp_2258,True,Q88KN2
sp|Q88KN3|Q88KN3_PSEPK Aer-1,True,Q88KN3
sp|Q88KN5|Q88KN5_PSEPK Pp_2255,True,Q88KN5
sp|Q88KN6|Q88KN6_PSEPK Pp_2254,True,Q88KN6
sp|Q88KN9,True,Q88KN9
sp|Q88KP0,True,Q88KP0
sp|Q88KP1|Q88KP1_PSEPK Pp_2249,True,Q88KP1
sp|Q88KP3|Q88KP3_PSEPK Pp_2247,True,Q88KP3
sp|Q88KP7,True,Q88KP7
sp|Q88KQ0|Q88KQ0_PSEPK Pp_2240,True,Q88KQ0
sp|Q88KQ2|Q88KQ2_PSEPK Pp_2238,True,Q88KQ2
sp|Q88KQ3,True,Q88KQ3
sp|Q88KQ7|Q88KQ7_PSEPK Pp_2233,True,Q88KQ7
sp|Q88KQ8|Q88KQ8_PSEPK Pp_2232,True,Q88KQ8
sp|Q88KQ9,True,Q88KQ9
sp|Q88KR0|Q88KR0_PSEPK Pp_2230,True,Q88KR0
sp|Q88KR2|Q88KR2_PSEPK Pp_2228,True,Q88KR2
sp|Q88KR3|Q88KR3_PSEPK Pp_2227,True,Q88KR3
sp|Q88KR5|Q88KR5_PSEPK Pp_2225,True,Q88KR5
sp|Q88KR7|Q88KR7_PSEPK Pp_2223,True,Q88KR7
sp|Q88KR8|Q88KR8_PSEPK Pp_2222,True,Q88KR8
sp|Q88KS0,True,Q88KS0
sp|Q88KS2|Q88KS2_PSEPK Fadb1x,True,Q88KS2
sp|Q88KS3|Q88KS3_PSEPK Pp_2216,True,Q88KS3
sp|Q88KS4|Q88KS4_PSEPK Fadax,True,Q88KS4
sp|Q88KS5|Q88KS5_PSEPK Fadb2x,True,Q88KS5
sp|Q88KS6|Q88KS6_PSEPK Faddx,True,Q88KS6
sp|Q88KT0|PHNW_PSEPK Phnw,True,Q88KT0
sp|Q88KT1|PHNX_PSEPK Phnx,True,Q88KT1
sp|Q88KT3|Q88KT3_PSEPK Pp_2206,True,Q88KT3
sp|Q88KT5,True,Q88KT5
sp|Q88KT8|Q88KT8_PSEPK Pp_2201,True,Q88KT8
sp|Q88KU1|Q88KU1_PSEPK Pp_2198,True,Q88KU1
sp|Q88KU2|Q88KU2_PSEPK Pp_2197,True,Q88KU2
