orig,has_6letter_substring,extracted,locus,primary_name,organism,is_putida
sp|Q88LD3|Q88LD3_PSEPK Pp_2002,True,Q88LD3,PP_2002,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88LD4|Q88LD4_PSEPK Metz,True,Q88LD4,PP_2001,metZ,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88LD5|Q88LD5_PSEPK Purf,True,Q88LD5,PP_2000,purF,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88LD6,True,Q88LD6,PP_1999,cvpA,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88LD7|Q88LD7_PSEPK Pp_1998,True,Q88LD7,PP_1998,dedD,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88LD8|Q88LD8_PSEPK Folc,True,Q88LD8,PP_1997,folC,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88LD9|ACCD_PSEPK Accd,True,Q88LD9,PP_1996,accD,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88LE0|TRPF_PSEPK Trpf,True,Q88LE0,PP_1995,trpF,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88LE1|Q88LE1_PSEPK Pp_1993,True,Q88LE1,PP_1993,fimV,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88LE2|Q88LE2_PSEPK Pp_1992,True,Q88LE2,PP_1992,asd,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88LE4|Q88LE4_PSEPK Asd,True,Q88LE4,PP_1989,asd,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88LE5|LEU3_PSEPK Leub,True,Q88LE5,PP_1988,leuB,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88LE6|Q88LE6_PSEPK Pp_1987,True,Q88LE6,PP_1987,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88LE7|LEUD_PSEPK Leud,True,Q88LE7,PP_1986,leuD,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88LE8|LEUC_PSEPK Leuc,True,Q88LE8,PP_1985,leuC,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88LF0|Q88LF0_PSEPK Pp_1983,True,Q88LF0,PP_1983,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88LF3|Q88LF3_PSEPK Pp_1980,True,Q88LF3,PP_1980,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88LF4|Q88LF4_PSEPK Pp_1979,True,Q88LF4,PP_1979,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88LF6|SYE_PSEPK Gltx,True,Q88LF6,PP_1977,gltX,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88LF7|Q88LF7_PSEPK Pp_1976,True,Q88LF7,PP_1976,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88LF9|UVRB_PSEPK Uvrb,True,Q88LF9,PP_1974,uvrB,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88LG1|Q88LG1_PSEPK Tyrb-1,True,Q88LG1,PP_1972,tyrB,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88LG2|Q88LG2_PSEPK Pp_1971,True,Q88LG2,PP_1971,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88LG3|Q88LG3_PSEPK Pp_1970,True,Q88LG3,PP_1970,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88LG5|Q88LG5_PSEPK Pp_1968,True,Q88LG5,PP_1968,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88LG6|Q88LG6_PSEPK Pp_1967,True,Q88LG6,PP_1967,ycfH,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88LG7|Q88LG7_PSEPK Holb,True,Q88LG7,PP_1966,holB,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88LG8|Q88LG8_PSEPK Pp_1964,True,Q88LG8,PP_1964,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88LH1|Q88LH1_PSEPK Pp_1961,True,Q88LH1,PP_1961,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88LH3|Q88LH3_PSEPK Pp_1959,True,Q88LH3,PP_1959,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88LH4|Q88LH4_PSEPK Pp_1958,True,Q88LH4,PP_1958,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88LH5|Q88LH5_PSEPK Pp_1957,True,Q88LH5,PP_1957,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88LH9|Q88LH9_PSEPK PP_1953,True,Q88LH9,PP_1953,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88LI6|Q88LI6_PSEPK Pp_1946,True,Q88LI6,PP_1946,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88LJ1|Q88LJ1_PSEPK Pp_1941,True,Q88LJ1,PP_1941,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88LJ4,True,Q88LJ4,PP_1937,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88LJ5|Q88LJ5_PSEPK PP_1936,True,Q88LJ5,PP_1936,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88LJ7|Q88LJ7_PSEPK Pp_1934,True,Q88LJ7,PP_1934,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88LK3|Q88LK3_PSEPK Arsc-2,True,Q88LK3,PP_1928,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88LK4|Q88LK4_PSEPK Pp_1927,True,Q88LK4,PP_1927,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88LK6|Q88LK6_PSEPK Pp_1925,True,Q88LK6,PP_1925,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88LL2|Q88LL2_PSEPK Pp_1918,True,Q88LL2,PP_1918,yceG,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88LL3,True,Q88LL3,PP_1917,pabC,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88LL4|Q88LL4_PSEPK Fabf,True,Q88LL4,PP_1916,fabF,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88LL5|ACP_PSEPK Acpp,True,Q88LL5,PP_1915,acpP,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88LL6|Q88LL6_PSEPK Fabg,True,Q88LL6,PP_1914,fabG,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88LL7|Q88LL7_PSEPK Fabd,True,Q88LL7,PP_1913,fabD,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88LL8|PLSX_PSEPK Plsx,True,Q88LL8,PP_1912,plsX,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88LL9|RL32_PSEPK Rpmf,True,Q88LL9,PP_1911,rpmF,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88LM0|Q88LM0_PSEPK Pp_1910,True,Q88LM0,PP_1910,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88LM1|Y1909_PSEPK Maf-2,True,Q88LM1,PP_1909,maf-2,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88LM2|Q88LM2_PSEPK Pp_1908,True,Q88LM2,PP_1908,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88LM3,True,Q88LM3,PP_1907,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88LM4|Q88LM4_PSEPK Rne,True,Q88LM4,PP_1905,rne,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88LM5|MURB_PSEPK Murb,True,Q88LM5,PP_1904,murB,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88LM6|Q88LM6_PSEPK Pp_1903,True,Q88LM6,PP_1903,etp,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88LM7|KDSB_PSEPK Kdsb,True,Q88LM7,PP_1902,kdsB,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88LM8|Y1901_PSEPK Pp_1901,True,Q88LM8,PP_1901,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88LN0|Q88LN0_PSEPK Pp_1899,True,Q88LN0,PP_1899,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88LN1|Q88LN1_PSEPK Pp_1898,True,Q88LN1,PP_1898,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88LN3|Q88LN3_PSEPK Pp_1896,True,Q88LN3,PP_1896,yadH,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88LN4|Q88LN4_PSEPK Pp_1895,True,Q88LN4,PP_1895,yadG,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88LN5|Q88LN5_PSEPK Pp_1894,True,Q88LN5,PP_1894,gstB,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88LN6|Q88LN6_PSEPK Pp_1893,True,Q88LN6,PP_1893,fadE,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88LN7|Q88LN7_PSEPK Pp_1892,True,Q88LN7,PP_1892,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88LN9|Q88LN9_PSEPK Pp_1890,True,Q88LN9,PP_1890,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88LP7|Q88LP7_PSEPK Pp_1882,True,Q88LP7,PP_1882,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88LQ1|Q88LQ1_PSEPK Pp_1878,True,Q88LQ1,PP_1878,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88LQ2|Q88LQ2_PSEPK Pp_1877,True,Q88LQ2,PP_1877,msrC,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88LQ3|Q88LQ3_PSEPK Pp_1876,True,Q88LQ3,PP_1876,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88LQ5|Q88LQ5_PSEPK Pp_1874,True,Q88LQ5,PP_1874,gpx,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88LQ6|MSRB_PSEPK Msrb,True,Q88LQ6,PP_1873,msrB,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88LQ7|Q88LQ7_PSEPK Pp_1872,True,Q88LQ7,PP_1872,alaA,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88LQ8|HTPX_PSEPK Htpx,True,Q88LQ8,PP_1871,htpX,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88LQ9|TPMT_PSEPK Tpm,True,Q88LQ9,PP_1870,tpm,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88LR1|Q88LR1_PSEPK Dead,True,Q88LR1,PP_1868,deaD,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88LR2|Q88LR2_PSEPK Pp_1867,True,Q88LR2,PP_1867,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88LR3|Q88LR3_PSEPK Pp_1866,True,Q88LR3,PP_1866,aroH,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88LR8|Q88LR8_PSEPK Pp_1860,True,Q88LR8,PP_1860,ohrR,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88LR9|Q88LR9_PSEPK Ohr,True,Q88LR9,PP_1859,ohr,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88LS0|EFP_PSEPK Efp,True,Q88LS0,PP_1858,efp,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88LS3|Q88LS3_PSEPK Pp_1855,True,Q88LS3,PP_1855,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88LS4|Q88LS4_PSEPK Pp_1854,True,Q88LS4,PP_1854,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88LT2|Q88LT2_PSEPK Pp_1845,True,Q88LT2,PP_1845,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88LT4|Q88LT4_PSEPK Pp_1843,True,Q88LT4,PP_1843,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88LT5|Q88LT5_PSEPK Pp_1842,True,Q88LT5,PP_1842,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88LT8|Q88LT8_PSEPK Pp_1839,True,Q88LT8,PP_1839,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88LT9|Q88LT9_PSEPK Pp_1838,True,Q88LT9,PP_1838,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88LU2,True,Q88LU2,PP_1835,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88LU5|Q88LU5_PSEPK Pp_1832,True,Q88LU5,PP_1832,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88LU7|AROC_PSEPK Aroc,True,Q88LU7,PP_1830,aroC,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88LU9|Q88LU9_PSEPK Pp_1828,True,Q88LU9,PP_1828,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88LV0|Q88LV0_PSEPK Prmb,True,Q88LV0,PP_1827,prmB,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88LV1|Q88LV1_PSEPK Pp_1826,True,Q88LV1,PP_1826,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88LV2,True,Q88LV2,PP_1825,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88LV3|Q88LV3_PSEPK Pp_1824,True,Q88LV3,PP_1824,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88LV4|GCH11_PSEPK Fole1,True,Q88LV4,PP_1823,folE1,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88LV5|Q88LV5_PSEPK Pp_1822,True,Q88LV5,PP_1822,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88LV6|Q88LV6_PSEPK Pp_1821,True,Q88LV6,PP_1821,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88LV7|Q88LV7_PSEPK Pp_1820,True,Q88LV7,PP_1820,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88LV8|Q88LV8_PSEPK Pp_1819,True,Q88LV8,PP_1819,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88LW1|Q88LW1_PSEPK Pp_1816,True,Q88LW1,PP_1816,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88LW2|PYRF_PSEPK Pyrf,True,Q88LW2,PP_1815,pyrF,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88LW3|Q88LW3_PSEPK Pp_1814,True,Q88LW3,PP_1814,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88LX0|KDSA2_PSEPK Kdsa2,True,Q88LX0,PP_1807,kdsA2,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88LX1|Q88LX1_PSEPK Pp_1806,True,Q88LX1,PP_1806,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88LX2|Q88LX2_PSEPK Wbpm,True,Q88LX2,PP_1805,wbpM,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88LX4|Q88LX4_PSEPK Wbpv,True,Q88LX4,PP_1803,wbpV,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88LX5|Q88LX5_PSEPK Wbpz,True,Q88LX5,PP_1802,wbpZ,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88LX6|Q88LX6_PSEPK Wbpy,True,Q88LX6,PP_1801,wbpY,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88LX7|Q88LX7_PSEPK Rmd,True,Q88LX7,PP_1800,rmd,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88LX8|Q88LX8_PSEPK Gmd,True,Q88LX8,PP_1799,gmd,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88LX9|Q88LX9_PSEPK Pp_1798,True,Q88LX9,PP_1798,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88LY1|Q88LY1_PSEPK Pp_1795,True,Q88LY1,PP_1795,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88LY2|Q88LY2_PSEPK Pp_1794,True,Q88LY2,PP_1794,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88LY3|Q88LY3_PSEPK Pp_1793,True,Q88LY3,PP_1793,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88LY4|Q88LY4_PSEPK Pp_1792,True,Q88LY4,PP_1792,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88LY5|Q88LY5_PSEPK Pp_1791,True,Q88LY5,PP_1791,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88LY6|Q88LY6_PSEPK Pp_1790,True,Q88LY6,PP_1790,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88LY7|Q88LY7_PSEPK Pp_1789,True,Q88LY7,PP_1789,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88LY8|Q88LY8_PSEPK Pp_1788,True,Q88LY8,PP_1788,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88LY9|Q88LY9_PSEPK Pp_1787,True,Q88LY9,PP_1787,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88LZ0|Q88LZ0_PSEPK Pp_1786,True,Q88LZ0,PP_1786,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88LZ1|Q88LZ1_PSEPK Rmlb,True,Q88LZ1,PP_1785,rffG,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88LZ2|Q88LZ2_PSEPK Rmld,True,Q88LZ2,PP_1784,rfbD,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88LZ3|Q88LZ3_PSEPK Rmla,True,Q88LZ3,PP_1783,rfbA,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88LZ4|Q88LZ4_PSEPK Rmlc,True,Q88LZ4,PP_1782,rfbC,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88LZ6|Q88LZ6_PSEPK Pp_1780,True,Q88LZ6,PP_1780,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88LZ7|Q88LZ7_PSEPK Pp_1779,True,Q88LZ7,PP_1779,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88LZ8|Q88LZ8_PSEPK Pp_1778,True,Q88LZ8,PP_1778,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88LZ9|Q88LZ9_PSEPK Xana,True,Q88LZ9,PP_1777,cpsG,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88M00|Q88M00_PSEPK Pp_1776,True,Q88M00,PP_1776,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88M01|Q88M01_PSEPK Pp_1775,True,Q88M01,PP_1775,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88M03|Q88M03_PSEPK Rpsa,True,Q88M03,PP_1772,rpsA,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88M04|KCY_PSEPK Cmk,True,Q88M04,PP_1771,cmk,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88M05|Q88M05_PSEPK Pp_1770,True,Q88M05,PP_1770,aroA,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88M06|Q88M06_PSEPK Phea,True,Q88M06,PP_1769,pheA,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88M07|SERC_PSEPK Serc,True,Q88M07,PP_1768,serC,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88M08|Q88M08_PSEPK Gyra,True,Q88M08,PP_1767,gyrA,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
