orig,has_6letter_substring,extracted,locus,primary_name,organism,is_putida
sp|Q88M09|MTNA_PSEPK Mtna,True,Q88M09,PP_1766,mtnA,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88M10|UBIG_PSEPK Ubig,True,Q88M10,PP_1765,ubiG,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88M11|Q88M11_PSEPK Pp_1764,True,Q88M11,PP_1764,mupP,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88M12|Q88M12_PSEPK Pp_1763,True,Q88M12,PP_1763,yciK,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88M13|Q88M13_PSEPK Pp_1762,True,Q88M13,PP_1762,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88M14|Q88M14_PSEPK Pp_1761,True,Q88M14,PP_1761,yegE,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88M16|Q88M16_PSEPK Pp_1759,True,Q88M16,PP_1759,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88M17|Y1758_PSEPK Pp_1758,True,Q88M17,PP_1758,trhO,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88M18|Q88M18_PSEPK Bola,True,Q88M18,PP_1757,bolA,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88M19|Q88M19_PSEPK Pp_1756,True,Q88M19,PP_1756,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88M20|FUMC_PSEPK Fumc,True,Q88M20,PP_1755,fumC,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88M23|Q88M23_PSEPK Pp_1752,True,Q88M23,PP_1752,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88M24|MNMC_PSEPK Mnmc,True,Q88M24,PP_1751,mnmC,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88M25|Q88M25_PSEPK Asnb,True,Q88M25,PP_1750,asnB,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88M26|Q88M26_PSEPK Pp_1749,True,Q88M26,PP_1749,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88M27|Q88M27_PSEPK Pp_1748,True,Q88M27,PP_1748,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88M28|Y1747_PSEPK Pp_1747,True,Q88M28,PP_1747,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88M32|Q88M32_PSEPK Pp_1743,True,Q88M32,PP_1743,actP-I,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88M33|Q88M33_PSEPK Pp_1742,True,Q88M33,PP_1742,yjcH,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88M34|Q88M34_PSEPK Pp_1741,True,Q88M34,PP_1741,betX,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88M37|Q88M37_PSEPK Pp_1738,True,Q88M37,PP_1738,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88M38|Q88M38_PSEPK Pp_1737,True,Q88M38,PP_1737,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88M39|Q88M39_PSEPK Pp_1736,True,Q88M39,PP_1736,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88M40|Q88M40_PSEPK Htrb,True,Q88M40,PP_1735,htrB,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88M41|MINC_PSEPK Minc,True,Q88M41,PP_1734,minC,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88M42|Q88M42_PSEPK Mind,True,Q88M42,PP_1733,minD,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88M43|MINE_PSEPK Mine,True,Q88M43,PP_1732,minE,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88M44|APEB_PSEPK Apeb,True,Q88M44,PP_1730,apeB,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88M48|Q88M48_PSEPK Pp_1726,True,Q88M48,PP_1726,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88M49|Q88M49_PSEPK Pp_1725,True,Q88M49,PP_1725,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88M52|Q88M52_PSEPK Pp_1722,True,Q88M52,PP_1722,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88M53|Q88M53_PSEPK Pp_1721,True,Q88M53,PP_1721,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88M54|Q88M54_PSEPK Pp_1720,True,Q88M54,PP_1720,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88M55|Q88M55_PSEPK Prc,True,Q88M55,PP_1719,prc,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88M57|Q88M57_PSEPK Pp_1717,True,Q88M57,PP_1717,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88M58|Q88M58_PSEPK Pp_1716,True,Q88M58,PP_1716,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88M59|Q88M59_PSEPK Pp_1715,True,Q88M59,PP_1715,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88M60|Q88M60_PSEPK Fklb-2,True,Q88M60,PP_1714,fklB-II,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88M62|Q88M62_PSEPK PP_1712,True,Q88M62,PP_1712,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88M69,True,Q88M69,PP_1705,nirB,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88M71|Q88M71_PSEPK Pp_1703,True,Q88M71,PP_1703,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88M72|RDGC_PSEPK Rdgc,True,Q88M72,PP_1702,rdgC,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88M74|Q88M74_PSEPK Pp_1700,True,Q88M74,PP_1700,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88M77|Q88M77_PSEPK Pp_1697,True,Q88M77,PP_1697,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88M79|Q88M79_PSEPK Pp_1695,True,Q88M79,PP_1695,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88M80|Q88M80_PSEPK Pp_1694,True,Q88M80,PP_1694,rmuC,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88M85|Q88M85_PSEPK Pp_1689,True,Q88M85,PP_1689,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88M88|Q88M88_PSEPK Pp_1686,True,Q88M88,PP_1686,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88M95|COBT_PSEPK Cobt,True,Q88M95,PP_1679,cobT,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88M97|COBQ_PSEPK Cobq,True,Q88M97,PP_1677,cobQ,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88M98|Q88M98_PSEPK Cobc,True,Q88M98,PP_1676,cobC,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88MA1|Q88MA1_PSEPK Cobb,True,Q88MA1,PP_1673,cobB,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88MA2|Q88MA2_PSEPK Cobo,True,Q88MA2,PP_1672,cobO,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88MA5|Q88MA5_PSEPK Pp_1669,True,Q88MA5,PP_1669,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88MA6|Q88MA6_PSEPK Pp_1668,True,Q88MA6,PP_1668,hda,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88MA8|Q88MA8_PSEPK Pp_1666,True,Q88MA8,PP_1666,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88MA9|PUR5_PSEPK Purm,True,Q88MA9,PP_1665,purM,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88MB0|Q88MB0_PSEPK Purn,True,Q88MB0,PP_1664,purN,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88MB1|Q88MB1_PSEPK Pp_1663,True,Q88MB1,PP_1663,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88MB2,True,Q88MB2,PP_1662,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88MB3|Q88MB3_PSEPK Pp_1661,True,Q88MB3,PP_1661,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88MB5|Q88MB5_PSEPK Pp_1659,True,Q88MB5,PP_1659,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88MB6|Q88MB6_PSEPK Pp_1658,True,Q88MB6,PP_1658,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88MB7|Q88MB7_PSEPK Pp_1657,True,Q88MB7,PP_1657,mazG,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88MB8|Q88MB8_PSEPK Rela,True,Q88MB8,PP_1656,relA,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88MB9|RLMD_PSEPK Rlmd,True,Q88MB9,PP_1655,rlmD,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88MC0|Q88MC0_PSEPK Cysm,True,Q88MC0,PP_1654,cysM,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88MC3|Q88MC3_PSEPK Gacs,True,Q88MC3,PP_1650,gacS,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88MC5|Q88MC5_PSEPK Pp_1648,True,Q88MC5,PP_1648,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88MC6|Q88MC6_PSEPK Pp_1647,True,Q88MC6,PP_1647,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88MC7|Q88MC7_PSEPK Pp_1646,True,Q88MC7,PP_1646,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88MC8|Q88MC8_PSEPK Arsc-1,True,Q88MC8,PP_1645,yfgD,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88MC9|Q88MC9_PSEPK Wrba,True,Q88MC9,PP_1644,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88MD0|Q88MD0_PSEPK Pp_1643,True,Q88MD0,PP_1643,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88MD1|Q88MD1_PSEPK Pp_1642,True,Q88MD1,PP_1642,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88MD2|TTCA_PSEPK Ttca,True,Q88MD2,PP_1641,ttcA,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88MD5|Q88MD5_PSEPK Fpr,True,Q88MD5,PP_1638,fpr-I,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88MD7|Q88MD7_PSEPK Dgka-1,True,Q88MD7,PP_1636,dgkA-I,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88MD8|Q88MD8_PSEPK Pp_1635,True,Q88MD8,PP_1635,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88ME0|Q88ME0_PSEPK Pp_1633,True,Q88ME0,PP_1633,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88ME2|Q88ME2_PSEPK Pp_1631,True,Q88ME2,PP_1631,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88ME3|RECX_PSEPK Recx,True,Q88ME3,PP_1630,recX,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88ME4|RECA_PSEPK Reca,True,Q88ME4,PP_1629,recA,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88ME5|Q88ME5_PSEPK Pp_1628,True,Q88ME5,PP_1628,pncC,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88ME7|MUTS_PSEPK Muts,True,Q88ME7,PP_1626,mutS,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88ME8|Q88ME8_PSEPK Rpos,True,Q88ME8,PP_1623,rpoS,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88ME9|Q88ME9_PSEPK Nlpd,True,Q88ME9,PP_1622,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88MF0|PIMT_PSEPK Pcm,True,Q88MF0,PP_1621,pcm,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88MF1|SURE_PSEPK Sure,True,Q88MF1,PP_1620,surE,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88MF2|TRUD_PSEPK Trud,True,Q88MF2,PP_1619,truD,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88MF3|ISPF_PSEPK Ispf,True,Q88MF3,PP_1618,ispF,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88MF4|Q88MF4_PSEPK Pp_1617,True,Q88MF4,PP_1617,frmC,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88MF5|Q88MF5_PSEPK Pp_1616,True,Q88MF5,PP_1616,frmA,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88MF7|ISPD_PSEPK Ispd,True,Q88MF7,PP_1614,ispD,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88MF9|ENO_PSEPK Eno,True,Q88MF9,PP_1612,eno,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88MG0|KDSA1_PSEPK Kdsa1,True,Q88MG0,PP_1611,kdsA1,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88MG1|PYRG_PSEPK Pyrg,True,Q88MG1,PP_1610,pyrG,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88MG4|ACCA_PSEPK Acca,True,Q88MG4,PP_1607,accA,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88MG5|Q88MG5_PSEPK Dnae,True,Q88MG5,PP_1606,dnaEA,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88MG7|LPXB_PSEPK Lpxb,True,Q88MG7,PP_1604,lpxB,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88MG8|LPXA_PSEPK Lpxa,True,Q88MG8,PP_1603,lpxA,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88MG9|FABZ_PSEPK Fabz,True,Q88MG9,PP_1602,fabZ,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88MH0|LPXD_PSEPK Lpxd,True,Q88MH0,PP_1601,lpxD,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88MH1|Q88MH1_PSEPK Omph,True,Q88MH1,PP_1600,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88MH2|Q88MH2_PSEPK Bama,True,Q88MH2,PP_1599,bamA,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88MH3|Q88MH3_PSEPK Pp_1598,True,Q88MH3,PP_1598,rseP,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88MH4|DXR_PSEPK Dxr,True,Q88MH4,PP_1597,dxr,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88MH5|Q88MH5_PSEPK Cdsa,True,Q88MH5,PP_1596,cdsA,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88MH6|UPPS_PSEPK Upps,True,Q88MH6,PP_1595,uppS,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88MH7|RRF_PSEPK Frr,True,Q88MH7,PP_1594,frr,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88MH8|PYRH_PSEPK Pyrh,True,Q88MH8,PP_1593,pyrH,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88MH9|EFTS_PSEPK Tsf,True,Q88MH9,PP_1592,tsf,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88MI0|RS2_PSEPK Rpsb,True,Q88MI0,PP_1591,rpsB,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88MI1|Q88MI1_PSEPK Map,True,Q88MI1,PP_1590,map,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88MI2|GLND_PSEPK Glnd,True,Q88MI2,PP_1589,glnD,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88MI3|Q88MI3_PSEPK Pp_1588,True,Q88MI3,PP_1588,dapC,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88MI6|Q88MI6_PSEPK Pp_1585,True,Q88MI6,PP_1585,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88MI9,True,Q88MI9,PP_1582,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88MJ5|Q88MJ5_PSEPK Pp_1576,True,Q88MJ5,PP_1576,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88MK8,True,Q88MK8,PP_1563,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88ML3,True,Q88ML3,PP_1558,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88MM2|Q88MM2_PSEPK Pp_1549,True,Q88MM2,PP_1549,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88MM3|Q88MM3_PSEPK Pp_1548,True,Q88MM3,PP_1548,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88MN7,True,Q88MN7,PP_1534,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88MP0|Q88MP0_PSEPK Pp_1531,True,Q88MP0,PP_1531,yffB,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88MP1|DAPD_PSEPK Dapd,True,Q88MP1,PP_1530,dapD,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88MP2|Q88MP2_PSEPK Pp_1528,True,Q88MP2,PP_1528,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88MP3|Q88MP3_PSEPK Pp_1527,True,Q88MP3,PP_1527,tcdA,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88MP4|Q88MP4_PSEPK Pp_1526,True,Q88MP4,PP_1526,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88MP5|DAPE_PSEPK Dape,True,Q88MP5,PP_1525,dapE,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88MP6|Q88MP6_PSEPK Pp_1524,True,Q88MP6,PP_1524,rlmAA,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88MP7|Q88MP7_PSEPK Pp_1523,True,Q88MP7,PP_1523,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88MP8|Q88MP8_PSEPK Cspa-1,True,Q88MP8,PP_1522,cspA-I,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88MQ0|PLSB_PSEPK Plsb,True,Q88MQ0,PP_1520,plsB,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88MQ1|Q88MQ1_PSEPK Pp_1519,True,Q88MQ1,PP_1519,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88MQ2|Q88MQ2_PSEPK Pp_1518,True,Q88MQ2,PP_1518,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88MQ3|Q88MQ3_PSEPK Pp_1517,True,Q88MQ3,PP_1517,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88MQ4|Q88MQ4_PSEPK Pp_1516,True,Q88MQ4,PP_1516,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88MQ7|RSMJ_PSEPK Rsmj,True,Q88MQ7,PP_1513,rsmJ,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88MQ8,True,Q88MQ8,PP_1512,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88MR0|Q88MR0_PSEPK Pp_1510,True,Q88MR0,PP_1510,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
