PP_0751_PP_0813_PP_0815,PP_0528_PP_0751_PP_0815,PP_0528_PP_0751_PP_0812_PP_0815,PP_0528_PP_0751_PP_0813_PP_0815,PP_0368_PP_0751_PP_0815,PP_0368_PP_0751_PP_0813_PP_0815,PP_0368_PP_0814_PP_0815,PP_0368_PP_0751_PP_0812_PP_0815,PP_0368_PP_0751_PP_0814_PP_0815,PP_0812_PP_0813_PP_0815,PP_0528_PP_0813_PP_0815,PP_0751_PP_0815,PP_0528_PP_0812_PP_0815,PP_0368_PP_0813_PP_0814_PP_0815,PP_0814_PP_0815,PP_0813_PP_0814_PP_0815,PP_0812_PP_0813_PP_0815_PP_1506,PP_0368_PP_0815,PP_0437_PP_0815_PP_1317,PP_0368_PP_0812_PP_0813_PP_0815,PP_0528_PP_0815,PP_0815_PP_2136,PP_0368_PP_0812_PP_0815_PP_2136,PP_0368_PP_0751_PP_0812,PP_0812_PP_0815_PP_1506
-0.630373450434084,-0.6519110808444929,-0.5480185572527672,-0.5149457528379137,-0.39681278009646337,-0.3426300813232475,-0.4594142907272143,-0.18775629541699138,-0.3001545271411123,-0.58309227940697,-0.661654397817964,-0.5655316224731678,-0.5938306695273031,-0.2718052267102243,-0.8074499102012194,-0.5148059968630495,-0.42552307061233596,-0.2978645511398608,-0.5908858275768076,-0.2289901948615619,-0.7511500887434834,-0.3895914906634388,-0.13805982321188578,-0.22883522655013316,-0.5338509624123818
-0.9902971714660364,-0.8937661533485513,-1.2322956291360931,-0.9942153669301677,-0.992128321509668,-0.6817635678851613,-0.8314936012115475,-0.7146908729847778,-0.9960760371729384,-1.2647752320835344,-0.8792769248553446,-0.6525377048092235,-1.1276908232398763,-0.5416422582651776,-1.084578633734222,-0.8630112167586191,-0.9734565995145926,-0.8297519483830024,-1.0840311907242903,-0.7262336826985852,-0.8580603863126054,-0.7537083852557823,-0.5795175925114089,-0.5467020847321683,-1.0443079141485216
-0.9336281347090326,-0.8863256066758725,-0.7290587532029688,-0.6300452973289488,-0.7550997043292761,-0.9747262556397656,-0.5056529244134023,-0.48273631277275475,-0.5502441017840085,-0.7916126101944243,-1.3168255015096801,-0.830947733105554,-1.3149115738912456,-0.503066669743528,-1.3170144939321342,-1.1596810216269298,-1.1429641660644445,-0.6842181341988091,-1.2519513840331717,-0.47854042977320055,-0.9214857671874981,-0.9468212075725014,-0.39927784797355353,-0.24263637443057942,-0.6510495448494001
-1.0044546368059157,-0.971004443041406,-0.9326797075880715,-0.865782272861914,-1.0635921311321892,-0.5634112082666176,-1.0263180262064528,-0.9017043985933522,-0.740582111009137,-2.168125235643309,-0.8538031149755291,-1.3986305870865212,-1.461170726445662,-0.6250534315155644,-1.4057890039724044,-1.2788156854943957,-0.8855553972618939,-1.957832363270672,-1.476216509740796,-0.9358400258520423,-1.4622982585718727,-1.0798114771324594,-0.6884186244883945,-0.507094092714477,-0.9401057097853001
-0.7307047834344307,-0.7126182319769063,-0.6803040251827464,-0.689007569848852,-0.983273187544397,-0.43831700053996553,-0.9354757611599323,-0.7630899096056357,-0.5316365922004955,-1.741377710866495,-0.7529418621210123,-1.495691346060549,-2.303979700930419,-0.3936896499559814,-2.1510382273685282,-0.9964152037473052,-0.5444766575555215,-1.459475799245198,-2.1736570485302664,-0.8001741065900685,-1.7403757561827164,-1.0288200007217776,-0.8004978261322258,-0.6610325005531139,-0.6111681933522167
-0.8863131831286734,-0.8665889165129999,-1.5034670516920166,-0.6977434462652035,-0.9438309498842834,-0.5051029337939097,-0.7220729190682394,-0.7756528510710317,-1.391951806182634,-0.8589510541770812,-0.7300383461716997,-1.1982399578542156,-1.514944995277635,-0.6895049177577738,-1.4714437758890286,-1.2026714064622128,-0.721873394214188,-0.7834535056517511,-1.4403493424663802,-0.7309897735645535,-1.3515907778598364,-0.8883183424512416,-0.7219342412413744,-0.5511484373723263,-0.8196435793573014
-0.6554510871896119,-0.6506161892224215,-0.4304203704920651,-0.4759846501042412,-0.9563753704596486,-0.423192485989723,-1.2668095714912893,-0.7544620888284453,-0.3977220208670263,-1.072949984909728,-0.7187887097871045,-0.8676466183005533,-0.8783022737456061,-0.45478750428702686,-1.2441852881510143,-0.9050556639447336,-0.4599011680508011,-0.8164533219530348,-0.9236015960954435,-0.7753318859640275,-0.9926278531676416,-0.7237878990123032,-0.7483477465681054,-0.9695269736026032,-0.4731364101449346
-0.727903959365438,-0.7289591677786024,-0.7870543888899155,-0.6992458357027541,-1.3392464558231447,-0.6100401333991853,-1.1911267708665094,-1.097165064714686,-0.7288947979091632,-1.067390365992794,-0.8149134924007564,-1.0660977141476302,-0.7903446109838992,-0.5649476075530214,-0.8033206842840386,-1.2800883803891434,-0.7596853141637234,-0.7314563372766226,-0.8564637128793043,-1.1502195075736044,-0.8619512403016425,-1.3018834626320255,-1.2215352792373046,-1.0629608805124853,-0.7791398233168592
-1.2406454864071874,-1.1138465116356553,-1.4519991463786222,-1.0966795174724677,-1.5167801083620729,-0.8476787953168481,-1.3197389944101747,-1.2593177926490973,-1.2948032384050499,-1.5292357082262857,-1.0952968949545165,-1.1972556731038233,-2.7439845110693404,-1.0009462086809076,-2.5081817004675826,-1.3789124300203228,-1.0078104650712942,-1.6715347454275584,-2.4885934417581987,-1.2839459943104479,-1.5832775406569792,-1.3576501450388758,-1.259435129875738,-1.1675716381878134,-1.154675106179502
-1.7716620128793243,-1.4267385611858694,-1.3639620672298554,-1.489851529975049,-0.9455100369640027,-1.7672196964856355,-1.04015613322224,-1.074577916086208,-1.3315098345929066,-1.1964089747902973,-1.682945310744577,-3.3671510240398055,-1.8395715502838283,-1.7012060857994755,-2.4222021635621096,-1.0210376796836753,-2.334147778481832,-1.1819736857646994,-1.9124753653419573,-0.7781570338286349,-2.8535096183082653,-1.131191798378191,-0.7040928973169671,-1.1686664055542444,-2.066384464508264
-1.2073351621363309,-1.254857099069509,-1.2295797367736727,-1.146069230353553,-1.8409409343238656,-1.6601971066618497,-2.0233905772589837,-1.9291965354378422,-1.259609743897681,-1.3709121304210214,-1.439029691534846,-1.3176218877386199,-1.2788907601171489,-1.7067456974247186,-1.2866455355469533,-1.46173623662376,-1.2304038543306437,-2.022046863534724,-1.2828029441293787,-2.1655524642259856,-1.7587963619306453,-1.384020963282743,-2.0103565860102255,-2.2427091066910965,-1.14977748534135
-1.0445533459840195,-1.0875304162466877,-1.1691455721994697,-0.966083520723056,-2.1729793526757777,-1.4355660339037661,-1.5792709412178187,-1.8830809522176732,-1.2204882420723202,-1.8007456289804757,-1.2636876102492625,-1.0544899863371606,-1.1470070296093462,-1.3478271234884824,-0.9784433648286982,-1.1195342556410233,-1.225525196474769,-2.3920412962701176,-1.0730107726635945,-1.834069636782176,-1.2294718298658325,-0.9761698411019544,-2.4030515748093677,-1.8953141042244674,-1.2549687067316595
-0.6464653662203765,-1.1272669106985085,-1.2494898192673018,-0.9725514399569762,-1.7981340985981387,-0.7857219684013705,-1.1698773356201182,-0.9229480074585567,-0.6128411471850302,-1.011197217554837,-1.1476660012546778,-1.6612094718193986,-1.818710733610175,-0.6382091203540413,-1.7212948660274854,-1.803454809008581,-1.5745226140309885,-0.9580001022363375,-1.4969250710473554,-1.0734261558209284,-2.21144161296052,-1.76703274130621,-1.0612491798882302,0.424260152932948,-1.8676468218052968
