Protein.Group,PP_0368_log2_FC,PP_0368_log10_pval,PP_0437_log2_FC,PP_0437_log10_pval,PP_0528_log2_FC,PP_0528_log10_pval,PP_0812_log2_FC,PP_0812_log10_pval,PP_0813_log2_FC,PP_0813_log10_pval,PP_0814_log2_FC,PP_0814_log10_pval,PP_0815_log2_FC,PP_0815_log10_pval,PP_1317_log2_FC,PP_1317_log10_pval,PP_1506_log2_FC,PP_1506_log10_pval,PP_2136_log2_FC,PP_2136_log10_pval,PP_4120_log2_FC,PP_4120_log10_pval,PP_4189_log2_FC,PP_4189_log10_pval,PP_4191_log2_FC,PP_4191_log10_pval,PP_4192_log2_FC,PP_4192_log10_pval
PP_0059,,,,,,,,,,,,,,,,,,,,,,,1.1011914092400894,2.862859927302204,,,,
PP_0085,,,,,,,,,,,,,,,,,,,,,,,1.2364772199791245,2.276514165321502,,,1.1704942770089795,3.4040709179076654
PP_0213,,,,,,,,,,,,,,,,,,,,,,,1.6357878322764137,4.004903346355096,,,1.0050093319976752,2.751286647260873
PP_0214,,,,,,,,,,,,,,,,,,,,,,,1.0478255259296967,2.1147718173821732,,,,
PP_0482,,,,,,,,,,,,,,,,,,,,,,,-1.3059618753945064,1.8703232569605241,,,,
PP_0596,,,,,,,,,,,,,,,,,,,,,,,-1.1695992684522312,5.178133638199149,,,,
PP_0797,,,,,,,,,,,,,,,,,,,,,,,1.4778551223601206,2.0228893769032945,,,1.0244850317837129,1.536397470309922
PP_0988,,,,,,,,,,,,,,,,,,,,,,,-1.029481535891791,4.075146451736382,,,,
PP_1082,,,,,,,,,,,,,,,,,,,,,,,-1.3750917074380324,5.08353942613051,,,,
PP_1157 PP_3365,,,,,,,,,,,,,,,,,,,,,,,2.597639018780626,3.0834517201566065,,,1.1909863582126785,4.8971206473497135
PP_1245,,,,,,,,,,,,,,,,,,,,,,,4.509074889874391,2.1728006234814856,,,,
PP_1291,,,,,,,,,,,,,,,,,,,,,,,1.043188490717147,1.627036785404008,,,,
PP_1400,,,,,,,,,,,,,,,,,,,,,,,2.8176827081860942,2.914582251998774,,,,
PP_2059,,,,,,,,,,,,,,,,,,,,,,,1.861480827937221,2.1887145672741433,,,1.5108188634501294,9.449631371706444
PP_2217,,,,,,,,,,,,,,,,,,,,,,,-1.2017505337718075,3.0102309932201368,,,,
PP_2652,,,,,,,,,,,,,,,,,,,,,,,5.8773629988668725,2.500937060218961,,,,
PP_3151,,,,,,,,,,,,,,,,,,,,,,,8.676474269045372,2.2274304935731024,,,,
PP_4012,,,,,,,,,,,,,,,,,,,,,,,1.054641032668804,2.6593270649085605,,,,
PP_4187,,,,,,,,,,,,,,,,,,,,,,,-2.5166047129587916,11.719690489343868,,,,
PP_4188,,,,,,,,,,,,,,,,,,,,,,,-3.087832921299664,12.130464697345692,,,,
PP_4189,,,,,,,,,,,,,,,,,,,,,,,-2.754804671983996,12.87076556303035,,,,
PP_4217,,,,,,,,,,,,,,,,,,,,,,,5.503130510335698,3.395169671292946,,,,
PP_4297,,,,,,,,,,,,,,,,,,,,,,,6.138096363683512,2.375419057786672,,,,
PP_4299,,,,,,,,,,,,,,,,,,,,,,,2.405346920282066,4.187137090029225,,,,
PP_4310,,,,,,,,,,,,,,,,,,,,,,,1.2830740499573756,2.464846628290258,,,,
PP_4504,,,,,,,,,,,,,,,,,,,,,,,3.233516165542435,1.3153415817910055,,,,
PP_4515,,,,,,,,,,,,,,,,,,,,,,,-1.0109661027649708,1.5100209375567004,,,,
PP_4707,,,,,,,,,,,,,,,,,,,,,,,1.8606686551318035,2.3218628411329294,,,1.4881749191835174,2.055313306359043
PP_4798,,,,,,,,,,,,,,,,,,,,,,,-1.4192064190190143,5.291135673646532,,,,
PP_5180,,,,,,,,,,,,,,,,,,,,,,,-1.3977479845782106,2.6150492498173303,,,,
PP_0112,,,,,,,,,,,,,,,,,,,,,,,,,1.1589454998316144,1.4602561445849647,,
PP_0167,,,,,,,,,,,,,,,,,,,,,,,,,1.0683961286129606,2.966038534073113,,
PP_0185,,,,,,,,,,,,,,,,,,,,,,,,,1.3230498465493516,3.348712028307065,,
PP_0194,,,,,,,,,,,,,,,,,,,,,,,,,1.166853721315351,1.8361366553665757,,
PP_0354,,,,,,,,,,,,,,,,,,,,,,,,,1.7661216600543472,2.5559554323926252,,
PP_0412,,,,,,,,,,,,,,,,,,,,,,,,,1.1063365867710548,1.3249100681116501,,
PP_0446,,,,,,,,,,,,,,,,,,,,,,,,,-1.3122797861427054,3.520236036770685,,
PP_0455,,,,,,,,,,,,,,,,,,,,,,,,,-1.243546051061773,10.256251885796134,,
PP_0461,,,,,,,,,,,,,,,,,,,,,,,,,-1.00328582931699,8.161307304885275,,
PP_0464,,,,,,,,,,,,,,,,,,,,,,,,,-1.4254678014972961,2.67091040815809,,
PP_0466,,,,,,,,,,,,,,,,,,,,,,,,,-1.1016833298630269,12.84689194949251,,
PP_0470,,,,,,,,,,,,,,,,,,,,,,,,,-1.3105501854985893,8.112799042744655,,
PP_0471,,,,,,,,,,,,,,,,,,,,,,,,,-1.0985103090000152,10.346846628750207,,
PP_0480,,,,,,,,,,,,,,,,,,,,,,,,,-1.3477714138364536,6.183405652456077,,
PP_0481,,,,,,,,,,,,,,,,,,,,,,,,,2.056153641079847,1.7272799024034966,,
PP_0490,,,,,,,,,,,,,,,,,,,,,,,,,2.51248965064284,2.301990181335036,,
PP_0538,,,,,,,,,,,,,,,,,,,,,,,,,-1.03459579531677,3.059844298911918,,
PP_0576,,,,,,,,,,,,,,,,,,,,,,,,,1.4588988760948305,2.4472203840909947,,
PP_0581,,,,,,,,,,,,,,,,,,,,,,,,,1.1203353526146225,2.017206774140107,,
PP_0619,,,,,,,,,,,,,,,,,,,,,,,,,2.956305018306632,2.2242512735741093,,
PP_0688,,,,,,,,,,,,,,,,,,,,,,,,,-1.3664587555886683,13.417311863646301,,
PP_0689,,,,,,,,,,,,,,,,,,,,,,,,,-1.1404534904262993,6.004002720854671,,
PP_0721,,,,,,,,,,,,,,,,,,,,,,,,,-1.3927003197498449,15.31369546722691,,
PP_0789,,,,,,,,,,,,,,,,,,,,,,,,,3.3399553660917056,4.3059179126226415,,
PP_0888,,,,,,,,,,,,,,,,,,,,,,,,,1.2872857691384805,3.4097495820919903,,
PP_0998,,,,,,,,,,,,,,,,,,,,,,,,,1.4597347909941927,2.9938824389541803,,
PP_1001,,,,,,,,,,,,,,,,,,,,,,,,,1.1473069086252856,3.508841959544474,,
PP_1099,,,,,,,,,,,,,,,,,,,,,,,,,-1.4857165923032405,5.26883819534167,,
PP_1262,,,,,,,,,,,,,,,,,,,,,,,,,1.963238757601659,3.691373760792166,,
PP_1317,,,,,,,,,,,,,,,,,,,,,,,,,1.3628283307523583,2.103326746208853,,
PP_1379,,,,,,,,,,,,,,,,,,,,,,,,,1.2685001847413884,1.6227696505845255,,
PP_1380,,,,,,,,,,,,,,,,,,,,,,,,,1.1456990289075026,1.4628263781558908,,
PP_1385,,,,,,,,,,,,,,,,,,,,,,,,,1.4233334137426614,3.7915473136313085,,
PP_1666,,,,,,,,,,,,,,,,,,,,,,,,,1.0661793745527706,3.004376233482928,,
PP_1695,,,,,,,,,,,,,,,,,,,,,,,,,2.532057824536218,2.6331437023648814,,
PP_1752,,,,,,,,,,,,,,,,,,,,,,,,,1.1263611784762677,2.997544460204342,,
PP_1859,,,,,,,,,,,,,,,,,,,,,,,,,1.0710797830523369,2.0834278565067867,,
PP_2021,,,,,,,,,,,,,,,,,,,,,,,,,2.9605841154261685,1.54188917736902,,
PP_2132,,,,,,,,,,,,,,,,,,,,,,,,,1.1192990355814698,2.010430583990895,,
PP_2163,,,,,,,,,,,,,,,,,,,,,,,,,1.1630457885061536,2.5379380356164964,,
PP_2189,,,,,,,,,,,,,,,,,,,,,,,,,1.3568973539102813,18.2937309078753,,
PP_2449,,,,,,,,,,,,,,,,,,,,,,,,,1.3918112352470138,1.6760222741687387,,
PP_2468,,,,,,,,,,,,,,,,,,,,,,,,,-1.0625207678685036,2.0341669857873823,,
PP_2628,,,,,,,,,,,,,,,,,,,,,,,,,5.549549695334095,2.517459813500466,,
PP_2648,,,,,,,,,,,,,,,,,,,,,,,,,1.5297137381160602,3.545446830251493,,
PP_3071,,,,,,,,,,,,,,,,,,,,,,,,,1.3984531273444305,11.350033109995758,,
PP_3441,,,,,,,,,,,,,,,,,,,,,,,,,1.541947362924379,1.8871243549785144,,
PP_3839,,,,,,,,,,,,,,,,,,,,,,,,,1.1318259741553744,6.6535940326921414,,
PP_4007,,,,,,,,,,,,,,,,,,,,,,,,,-1.2784774549398876,4.230691185507686,,
PP_4704,,,,,,,,,,,,,,,,,,,,,,,,,1.1627721260321207,5.350369708475525,,
PP_4722,,,,,,,,,,,,,,,,,,,,,,,,,-1.4471302528256398,7.809414344091721,-1.1486931856533982,2.0817590003958384
PP_4801,,,,,,,,,,,,,,,,,,,,,,,,,1.2091436861551117,2.9695260569057735,,
PP_4987,,,,,,,,,,,,,,,,,,,,,,,,,1.1738934268896335,1.4908488057795193,,
PP_4997,,,,,,,,,,,,,,,,,,,,,,,,,1.2613784736337064,2.949952816390114,,
PP_5041,,,,,,,,,,,,,,,,,,,,,,,,,1.087434780894708,3.9085384834749584,,
PP_5044,,,,,,,,,,,,,,,,,,,,,,,,,-1.0433744737495454,13.019482935151496,,
PP_5064,,,,,,,,,,,,,,,,,,,,,,,,,1.2077258063935052,5.975584586734519,,
PP_5186,,,,,,,,,,,,,,,,,,,,,,,,,1.1816400063228971,8.141539281002247,,
PP_5202,,,,,,,,,,,,,,,,,,,,,,,,,2.3542525372548577,1.314231706976092,,
PP_5303,,,,,,,,,,,,,,,,,,,,,,,,,1.0101388661034307,1.706847217448296,,
PP_5352,,,,,,,,,,,,,,,,,,,,,,,,,-1.1114145651498988,1.6004457064700295,,
PP_5366,,,,,,,,,,,,,,,,,,,,,,,,,1.2028632203035654,4.010712871481209,,
PP_0089,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8185922290138854,4.289322060410041
PP_0260,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0083815053725027,4.833872970673689
PP_0287,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.1658793810878285,3.916884270461021
PP_0436,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.6573537680945183,1.4633096148443987
PP_0773,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0061099126203046,2.024516728862896
PP_1188,,,,,,,,,,,,,,,,,,,,,,,,,,,4.4302973014283635,2.845462893406318
PP_2125,,,,,,,,,,,,,,,,,,,,,,,,,,,2.023262571580121,10.13278702590933
PP_4340,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.5833836923172082,2.937308799389369
PP_5220,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0520311971694798,2.00316563117606
