Line Name,cycle,is_control,number_of_grna,isoprenol,to_keep_improved,line_name_norep
PP_0437_PP_1769-R2,2,FALSE,2,230.0272,FALSE,PP_0437_PP_1769
PP_1769_PP_2136-R3,3,FALSE,2,229.7548,FALSE,PP_1769_PP_2136
PP_0751_PP_2136-R1,5,FALSE,2,229.7295,TRUE,PP_0751_PP_2136
PP_2339_PP_4186-R1,1,FALSE,2,229.6977,FALSE,PP_2339_PP_4186
PP_2137_PP_4116_PP_4187-R2,1,FALSE,3,229.4077,FALSE,PP_2137_PP_4116_PP_4187
PP_0814_PP_0815_PP_1769-R1,5,FALSE,3,229.261,FALSE,PP_0814_PP_0815_PP_1769
PP_0528_PP_0814_PP_4191-R2,2,FALSE,3,229.2196,FALSE,PP_0528_PP_0814_PP_4191
PP_2112_PP_2136_PP_4678-R2,1,FALSE,3,228.8024,FALSE,PP_2112_PP_2136_PP_4678
PP_0812_PP_1769-R1,2,FALSE,2,228.6812,FALSE,PP_0812_PP_1769
PP_4193-R2,0,FALSE,1,228.63502,FALSE,PP_4193
PP_4122_PP_4188-R2,1,FALSE,2,228.5821,TRUE,PP_4122_PP_4188
PP_0813_PP_4189_PP_4191-R2,2,FALSE,3,227.559,FALSE,PP_0813_PP_4189_PP_4191
PP_4120_PP_4189_PP_4192-R1,4,FALSE,3,227.394,FALSE,PP_4120_PP_4189_PP_4192
PP_0368_PP_0812_PP_0815-R1,6,FALSE,3,227.1785,FALSE,PP_0368_PP_0812_PP_0815
PP_0528_PP_0815_PP_1317_PP_4191-R3,2,FALSE,4,227.172,FALSE,PP_0528_PP_0815_PP_1317_PP_4191
PP_0368-R1,0,FALSE,1,227.0476,TRUE,PP_0368
PP_0368_PP_0812_PP_0815_PP_1769-R1,5,FALSE,4,226.6956,FALSE,PP_0368_PP_0812_PP_0815_PP_1769
PP_1769_PP_2136-R2,3,FALSE,2,226.6409,FALSE,PP_1769_PP_2136
PP_0368_PP_0597-R3,1,FALSE,2,226.0975,TRUE,PP_0368_PP_0597
PP_0658_PP_2136-R2,1,FALSE,2,226.0873,TRUE,PP_0658_PP_2136
PP_2137_PP_4116_PP_4187-R3,1,FALSE,3,226.0662,FALSE,PP_2137_PP_4116_PP_4187
PP_1506-R2,0,FALSE,1,225.75831,TRUE,PP_1506
PP_0362-R2,0,FALSE,1,225.55467,FALSE,PP_0362
PP_0368_PP_1769-R2,3,FALSE,2,225.5437,FALSE,PP_0368_PP_1769
PP_1444_PP_4189_PP_4191-R1,1,FALSE,3,224.9948,FALSE,PP_1444_PP_4189_PP_4191
PP_0528_PP_0815_PP_1317_PP_4191-R3,3,FALSE,4,224.891,FALSE,PP_0528_PP_0815_PP_1317_PP_4191
PP_0813_PP_4189_PP_4191-R1,2,FALSE,3,224.7879,FALSE,PP_0813_PP_4189_PP_4191
PP_0812-R1,0,FALSE,1,224.54833,TRUE,PP_0812
PP_0751_PP_0813_PP_0814-R3,2,FALSE,3,224.0777,FALSE,PP_0751_PP_0813_PP_0814
PP_0368_PP_0751_PP_0815_PP_4120-R2,6,FALSE,4,223.6769,FALSE,PP_0368_PP_0751_PP_0815_PP_4120
PP_0368_PP_0812_PP_0815-R3,6,FALSE,3,223.5996,FALSE,PP_0368_PP_0812_PP_0815
PP_0368_PP_0814_PP_0815_PP_1769-R2,6,FALSE,4,223.4386,FALSE,PP_0368_PP_0814_PP_0815_PP_1769
PP_1769_PP_2136-R1,3,FALSE,2,223.4237,FALSE,PP_1769_PP_2136
PP_0437_PP_1769-R3,2,FALSE,2,223.1004,FALSE,PP_0437_PP_1769
PP_4188-R1,0,FALSE,1,223.0204,TRUE,PP_4188
PP_0751_PP_1769_PP_4189-R2,3,FALSE,3,222.7789,FALSE,PP_0751_PP_1769_PP_4189
PP_2137_PP_4116_PP_4187-R1,1,FALSE,3,222.7008,FALSE,PP_2137_PP_4116_PP_4187
PP_1769_PP_4192-R2,3,FALSE,2,222.4412,FALSE,PP_1769_PP_4192
PP_0813-R6,0,FALSE,1,222.43527,TRUE,PP_0813
PP_0368_PP_0814_PP_0815_PP_1769-R1,6,FALSE,4,222.281,FALSE,PP_0368_PP_0814_PP_0815_PP_1769
PP_1444_PP_4189_PP_4191-R2,1,FALSE,3,221.8841,FALSE,PP_1444_PP_4189_PP_4191
PP_1607_NT1-R1,0,FALSE,1,221.75333,TRUE,PP_1607_NT1
PP_0368_PP_0815_PP_1317-R2,4,FALSE,3,221.4962,TRUE,PP_0368_PP_0815_PP_1317
PP_1506-R3,0,FALSE,1,221.39902,TRUE,PP_1506
PP_0815_PP_1769_PP_4189-R1,6,FALSE,3,221.2313,FALSE,PP_0815_PP_1769_PP_4189
PP_0751_PP_0812_PP_0815_PP_1506-R3,6,FALSE,4,221.2184,FALSE,PP_0751_PP_0812_PP_0815_PP_1506
PP_0751_PP_1769_PP_4189-R1,3,FALSE,3,221.116,FALSE,PP_0751_PP_1769_PP_4189
PP_0815_PP_4120-R1,4,FALSE,2,220.4355,FALSE,PP_0815_PP_4120
PP_0806-R1,0,FALSE,1,220.38507,FALSE,PP_0806
PP_4122_PP_4188-R1,1,FALSE,2,219.8197,TRUE,PP_4122_PP_4188
PP_0751_PP_0812_PP_0815_PP_1506-R1,6,FALSE,4,219.5499,FALSE,PP_0751_PP_0812_PP_0815_PP_1506
PP_0437_PP_0751_PP_4191-R2,3,FALSE,3,219.1014,FALSE,PP_0437_PP_0751_PP_4191
PP_0658_PP_2136-R1,1,FALSE,2,218.8897,TRUE,PP_0658_PP_2136
PP_0368_PP_0814_PP_0815_PP_1506-R1,6,FALSE,4,218.8145,FALSE,PP_0368_PP_0814_PP_0815_PP_1506
PP_2112_PP_2136_PP_4678-R3,1,FALSE,3,218.7952,FALSE,PP_2112_PP_2136_PP_4678
PP_5335-R2,0,FALSE,1,218.77213,FALSE,PP_5335
PP_2471-R2,0,FALSE,1,218.53133,TRUE,PP_2471
PP_0362-R3,0,FALSE,1,218.51027,FALSE,PP_0362
PP_0338-R2,0,FALSE,1,218.29627,FALSE,PP_0338
PP_0368_PP_0751_PP_0815_PP_4120-R1,6,FALSE,4,217.9585,FALSE,PP_0368_PP_0751_PP_0815_PP_4120
PP_0368_PP_1506-R3,6,FALSE,2,217.7908,FALSE,PP_0368_PP_1506
PP_0814_PP_0815_PP_1769-R3,5,FALSE,3,216.942,FALSE,PP_0814_PP_0815_PP_1769
PP_2112_PP_4188_PP_4862-R1,1,FALSE,3,216.697,FALSE,PP_2112_PP_4188_PP_4862
PP_0751_PP_2136-R3,5,FALSE,2,216.5884,TRUE,PP_0751_PP_2136
PP_0812_PP_2095-R3,1,FALSE,2,216.4155,TRUE,PP_0812_PP_2095
PP_0813-R4,0,FALSE,1,216.197,TRUE,PP_0813
PP_0368_PP_1769-R3,2,FALSE,2,216.0037,FALSE,PP_0368_PP_1769
PP_0751_PP_0812_PP_0815_PP_1506-R2,6,FALSE,4,215.5602,FALSE,PP_0751_PP_0812_PP_0815_PP_1506
PP_0751_PP_0814_PP_0815_PP_1769-R2,6,FALSE,4,214.8926,FALSE,PP_0751_PP_0814_PP_0815_PP_1769
PP_5417-R1,0,FALSE,1,214.31567,TRUE,PP_5417
PP_0751-R2,0,FALSE,1,214.10044,TRUE,PP_0751
PP_4188-R3,0,FALSE,1,213.87373,TRUE,PP_4188
PP_0814_PP_4862-R6,1,FALSE,2,213.8641,TRUE,PP_0814_PP_4862
PP_0751_PP_0814_PP_0815_PP_1769-R1,6,FALSE,4,213.8424,FALSE,PP_0751_PP_0814_PP_0815_PP_1769
PP_0751_PP_2136-R2,5,FALSE,2,213.8293,TRUE,PP_0751_PP_2136
PP_0815_PP_1317_PP_1769-R2,2,FALSE,3,213.7936,FALSE,PP_0815_PP_1317_PP_1769
PP_0226_PP_0897_PP_5288-R2,1,FALSE,3,213.605,TRUE,PP_0226_PP_0897_PP_5288
PP_0751_PP_4120-R1,5,FALSE,2,213.0452,FALSE,PP_0751_PP_4120
PP_0338-R3,0,FALSE,1,212.999,FALSE,PP_0338
PP_0751_PP_0812_PP_0815_PP_1769-R1,6,FALSE,4,212.9101,FALSE,PP_0751_PP_0812_PP_0815_PP_1769
PP_0368_PP_0751_PP_0815_PP_4120-R3,6,FALSE,4,212.8255,FALSE,PP_0368_PP_0751_PP_0815_PP_4120
PP_0368_PP_0814_PP_0815_PP_1506-R3,6,FALSE,4,212.8029,FALSE,PP_0368_PP_0814_PP_0815_PP_1506
PP_0751-R1,0,FALSE,1,212.71467,TRUE,PP_0751
PP_5335-R1,0,FALSE,1,212.70933,FALSE,PP_5335
PP_0814_PP_4191-R1,4,FALSE,2,212.3347,FALSE,PP_0814_PP_4191
PP_0168-R3,0,FALSE,1,211.9504,TRUE,PP_0168
PP_0368_PP_0813_PP_0815_PP_1506-R1,6,FALSE,4,211.8573,FALSE,PP_0368_PP_0813_PP_0815_PP_1506
PP_0806-R2,0,FALSE,1,211.7644,FALSE,PP_0806
PP_5335-R3,0,FALSE,1,211.43587,FALSE,PP_5335
PP_0751_PP_1620_PP_4678-R3,1,FALSE,3,211.3543,FALSE,PP_0751_PP_1620_PP_4678
PP_1444_PP_4189_PP_4191-R3,1,FALSE,3,210.4115,FALSE,PP_1444_PP_4189_PP_4191
PP_0751_PP_0815_PP_1317-R3,3,FALSE,3,210.1534,FALSE,PP_0751_PP_0815_PP_1317
PP_2112_PP_4188_PP_4862-R2,1,FALSE,3,209.9265,FALSE,PP_2112_PP_4188_PP_4862
PP_0751_PP_0815_PP_1317-R2,3,FALSE,3,209.5857,FALSE,PP_0751_PP_0815_PP_1317
PP_0368_PP_1506-R2,6,FALSE,2,209.275,FALSE,PP_0368_PP_1506
PP_0368_PP_0815_PP_1317-R1,4,FALSE,3,209.2618,TRUE,PP_0368_PP_0815_PP_1317
PP_0812_PP_2095-R2,1,FALSE,2,208.9439,TRUE,PP_0812_PP_2095
PP_0815_PP_4120-R3,4,FALSE,2,208.9126,FALSE,PP_0815_PP_4120
PP_2137-R3,0,FALSE,1,208.8582,TRUE,PP_2137
PP_0751_PP_0815_PP_4191-R1,6,FALSE,3,208.7299,FALSE,PP_0751_PP_0815_PP_4191
PP_4192-R2,0,FALSE,1,208.62142,TRUE,PP_4192
PP_1319_PP_4121_PP_4667-R3,1,FALSE,3,208.5925,TRUE,PP_1319_PP_4121_PP_4667
PP_0751_PP_0812_PP_0815_PP_1769-R3,6,FALSE,4,208.5632,FALSE,PP_0751_PP_0812_PP_0815_PP_1769
PP_0751_PP_1317-R2,5,FALSE,2,208.302,TRUE,PP_0751_PP_1317
PP_0813_PP_1769_PP_4189-R3,2,FALSE,3,208.1807,FALSE,PP_0813_PP_1769_PP_4189
PP_0368_PP_0813_PP_0815_PP_1506-R3,6,FALSE,4,208.0971,FALSE,PP_0368_PP_0813_PP_0815_PP_1506
PP_0368_PP_0813_PP_0815_PP_1506-R2,6,FALSE,4,208.0951,FALSE,PP_0368_PP_0813_PP_0815_PP_1506
PP_0751_PP_4120-R2,5,FALSE,2,208.0717,FALSE,PP_0751_PP_4120
PP_0813_PP_0814_PP_4191-R1,2,FALSE,3,208.0058,FALSE,PP_0813_PP_0814_PP_4191
PP_5417-R3,0,FALSE,1,207.83293,TRUE,PP_5417
PP_0812_PP_2095-R1,1,FALSE,2,207.7021,TRUE,PP_0812_PP_2095
PP_1769_PP_2136-R1,2,FALSE,2,207.2529,FALSE,PP_1769_PP_2136
PP_2112_PP_2136_PP_4678-R1,1,FALSE,3,207.1785,FALSE,PP_2112_PP_2136_PP_4678
PP_0815_PP_4120-R2,4,FALSE,2,206.8806,FALSE,PP_0815_PP_4120
PP_2471_PP_3754_PP_4667-R1,1,FALSE,3,206.781,TRUE,PP_2471_PP_3754_PP_4667
PP_0751_PP_0815_PP_4191-R2,6,FALSE,3,206.4391,FALSE,PP_0751_PP_0815_PP_4191
PP_0815_PP_1506_PP_1769-R2,6,FALSE,3,206.4389,FALSE,PP_0815_PP_1506_PP_1769
PP_0751_PP_0815_PP_1317-R1,3,FALSE,3,206.3506,FALSE,PP_0751_PP_0815_PP_1317
PP_0751-R3,0,FALSE,1,206.26133,TRUE,PP_0751
PP_2112_PP_4188_PP_4862-R3,1,FALSE,3,206.0343,FALSE,PP_2112_PP_4188_PP_4862
PP_0751_PP_1620_PP_4678-R1,1,FALSE,3,205.7129,FALSE,PP_0751_PP_1620_PP_4678
PP_0815_PP_1769_PP_4189-R2,6,FALSE,3,205.6292,FALSE,PP_0815_PP_1769_PP_4189
PP_0751_PP_0815_PP_1317-R1,2,FALSE,3,205.4936,FALSE,PP_0751_PP_0815_PP_1317
PP_0368_PP_0814_PP_0815_PP_1506-R2,6,FALSE,4,205.4691,FALSE,PP_0368_PP_0814_PP_0815_PP_1506
PP_0751_PP_0815_PP_4191-R3,6,FALSE,3,205.3029,FALSE,PP_0751_PP_0815_PP_4191
PP_0528_PP_0815_PP_1317_PP_4191-R2,3,FALSE,4,205.0037,FALSE,PP_0528_PP_0815_PP_1317_PP_4191
PP_0999_PP_3578_PP_5186-R2,1,FALSE,3,204.606,TRUE,PP_0999_PP_3578_PP_5186
PP_0815_PP_1506_PP_4191-R3,6,FALSE,3,204.5764,FALSE,PP_0815_PP_1506_PP_4191
PP_0815_PP_1506_PP_4191-R1,6,FALSE,3,204.491,FALSE,PP_0815_PP_1506_PP_4191
PP_0813_PP_0814_PP_4191-R2,2,FALSE,3,204.4867,FALSE,PP_0813_PP_0814_PP_4191
PP_4549-R2,0,FALSE,1,204.38327,TRUE,PP_4549
PP_0751_PP_0814_PP_0815_PP_1769-R3,6,FALSE,4,204.2853,FALSE,PP_0751_PP_0814_PP_0815_PP_1769
PP_0806-R3,0,FALSE,1,204.0776,FALSE,PP_0806
PP_0815_PP_4191-R2,5,FALSE,2,203.6021,FALSE,PP_0815_PP_4191
PP_0815_PP_1769_PP_4189-R3,6,FALSE,3,203.4286,FALSE,PP_0815_PP_1769_PP_4189
PP_0362-R1,0,FALSE,1,203.3036,FALSE,PP_0362
PP_0751_PP_0812_PP_0815_PP_1769-R2,6,FALSE,4,203.2051,FALSE,PP_0751_PP_0812_PP_0815_PP_1769
PP_0338-R1,0,FALSE,1,203.161,FALSE,PP_0338
PP_2213-R3,0,FALSE,1,202.8664,TRUE,PP_2213
Control-R12,0,TRUE,0,202.7048,TRUE,Control
PP_1506_PP_1769-R3,3,FALSE,2,202.637,FALSE,PP_1506_PP_1769
PP_0999_PP_4679-R1,1,FALSE,2,202.5037,FALSE,PP_0999_PP_4679
PP_0774_PP_1769-R1,1,FALSE,2,202.4628,FALSE,PP_0774_PP_1769
PP_0528_PP_0815_PP_1317_PP_4191-R1,3,FALSE,4,202.3802,FALSE,PP_0528_PP_0815_PP_1317_PP_4191
PP_4192-R3,0,FALSE,1,202.37458,TRUE,PP_4192
PP_0368_PP_0815_PP_1317-R3,4,FALSE,3,202.1898,TRUE,PP_0368_PP_0815_PP_1317
PP_2471_PP_3754_PP_4667-R2,1,FALSE,3,201.9986,TRUE,PP_2471_PP_3754_PP_4667
PP_0751_PP_0814_PP_1769_PP_4192-R3,4,FALSE,4,201.9422,FALSE,PP_0751_PP_0814_PP_1769_PP_4192
PP_0528_PP_0815_PP_1317_PP_4191-R1,2,FALSE,4,201.9179,FALSE,PP_0528_PP_0815_PP_1317_PP_4191
PP_0751_PP_1769_PP_4189-R2,2,FALSE,3,201.8366,FALSE,PP_0751_PP_1769_PP_4189
PP_1319_PP_4678-R1,1,FALSE,2,201.7636,FALSE,PP_1319_PP_4678
PP_0815_PP_1506_PP_1769-R3,6,FALSE,3,201.6886,FALSE,PP_0815_PP_1506_PP_1769
PP_4549-R3,0,FALSE,1,201.67347,TRUE,PP_4549
PP_0168-R2,0,FALSE,1,201.45567,TRUE,PP_0168
PP_0815_PP_1317_PP_4191-R2,2,FALSE,3,201.2524,FALSE,PP_0815_PP_1317_PP_4191
PP_0999_PP_3578_PP_5186-R3,1,FALSE,3,200.9228,TRUE,PP_0999_PP_3578_PP_5186
PP_0437-R2,0,FALSE,1,200.386,TRUE,PP_0437
PP_2136_PP_4189-R3,2,FALSE,2,199.9175,FALSE,PP_2136_PP_4189
PP_1506_PP_1769-R1,3,FALSE,2,199.7352,FALSE,PP_1506_PP_1769
PP_4193-R3,0,FALSE,1,199.59262,FALSE,PP_4193
PP_4549-R1,0,FALSE,1,199.30693,TRUE,PP_4549
PP_0368_PP_0751_PP_0815_PP_1769-R2,6,FALSE,4,199.2013,FALSE,PP_0368_PP_0751_PP_0815_PP_1769
PP_0815_PP_1506_PP_4191-R2,6,FALSE,3,198.8819,FALSE,PP_0815_PP_1506_PP_4191
PP_3755-R3,0,FALSE,1,198.61733,TRUE,PP_3755
PP_3280-R2,0,FALSE,1,198.61673,FALSE,PP_3280
PP_0751_PP_0815_PP_1317-R3,2,FALSE,3,198.4153,FALSE,PP_0751_PP_0815_PP_1317
PP_3280-R3,0,FALSE,1,198.21647,FALSE,PP_3280
PP_1769_PP_2136-R3,2,FALSE,2,198.1442,FALSE,PP_1769_PP_2136
PP_1319_PP_4121_PP_4667-R2,1,FALSE,3,197.9233,TRUE,PP_1319_PP_4121_PP_4667
Control-R17,0,TRUE,0,197.79113,TRUE,Control
PP_1319_PP_4678-R3,1,FALSE,2,197.7402,FALSE,PP_1319_PP_4678
PP_1506_PP_4189_PP_4192-R1,4,FALSE,3,197.7283,FALSE,PP_1506_PP_4189_PP_4192
PP_2471_PP_3754_PP_4667-R3,1,FALSE,3,197.6125,TRUE,PP_2471_PP_3754_PP_4667
PP_2137_PP_4011_PP_4120-R2,1,FALSE,3,197.2195,TRUE,PP_2137_PP_4011_PP_4120
PP_0813-R5,0,FALSE,1,197.1834,TRUE,PP_0813
PP_0368_PP_0751_PP_0815_PP_1769-R1,6,FALSE,4,197.0523,FALSE,PP_0368_PP_0751_PP_0815_PP_1769
PP_0751_PP_1769_PP_4189-R3,2,FALSE,3,197.0295,FALSE,PP_0751_PP_1769_PP_4189
PP_0813_PP_4189_PP_4191-R3,2,FALSE,3,196.9982,FALSE,PP_0813_PP_4189_PP_4191
PP_1319_PP_4678-R2,1,FALSE,2,196.9403,FALSE,PP_1319_PP_4678
PP_0751_PP_1769_PP_4189-R1,2,FALSE,3,196.703,FALSE,PP_0751_PP_1769_PP_4189
PP_4678-R2,0,FALSE,1,196.59707,TRUE,PP_4678
PP_0999_PP_4679-R2,1,FALSE,2,196.4409,FALSE,PP_0999_PP_4679
PP_0813_PP_1506-R2,6,FALSE,2,196.1274,FALSE,PP_0813_PP_1506
PP_0999_PP_4679-R3,1,FALSE,2,196.0914,FALSE,PP_0999_PP_4679
PP_0751_PP_0814_PP_1506_PP_4120-R1,4,FALSE,4,196.0708,FALSE,PP_0751_PP_0814_PP_1506_PP_4120
PP_4702-R2,0,FALSE,1,195.93807,FALSE,PP_4702
PP_4487-R2,0,FALSE,1,195.86847,TRUE,PP_4487
PP_2137-R1,0,FALSE,1,195.53167,TRUE,PP_2137
PP_0368_PP_0751_PP_0815_PP_1769-R3,6,FALSE,4,195.5156,FALSE,PP_0368_PP_0751_PP_0815_PP_1769
PP_0774_PP_1769-R3,1,FALSE,2,195.3561,FALSE,PP_0774_PP_1769
PP_2213_PP_2471_PP_4266-R3,1,FALSE,3,194.9071,TRUE,PP_2213_PP_2471_PP_4266
PP_0437_PP_1769-R1,3,FALSE,2,194.8278,FALSE,PP_0437_PP_1769
PP_0751_PP_0814_PP_1769-R1,3,FALSE,3,194.8207,FALSE,PP_0751_PP_0814_PP_1769
PP_4678-R3,0,FALSE,1,194.69893,TRUE,PP_4678
PP_4667-R3,0,FALSE,1,194.6426,TRUE,PP_4667
PP_2589-R1,0,FALSE,1,194.47933,FALSE,PP_2589
PP_2589-R3,0,FALSE,1,193.51007,FALSE,PP_2589
PP_0815_PP_1317_PP_1769-R3,2,FALSE,3,193.4205,FALSE,PP_0815_PP_1317_PP_1769
PP_0813_PP_1506-R3,6,FALSE,2,193.3266,FALSE,PP_0813_PP_1506
PP_0999_PP_3578_PP_5186-R1,1,FALSE,3,193.3139,TRUE,PP_0999_PP_3578_PP_5186
PP_4678-R1,0,FALSE,1,193.13493,TRUE,PP_4678
PP_4188-R2,0,FALSE,1,193.01813,TRUE,PP_4188
PP_2137_PP_4011_PP_4120-R1,1,FALSE,3,192.8657,TRUE,PP_2137_PP_4011_PP_4120
Control-R11,0,TRUE,0,192.63713,TRUE,Control
PP_4487-R3,0,FALSE,1,192.4936,TRUE,PP_4487
PP_0815_PP_1769-R2,6,FALSE,2,192.3566,FALSE,PP_0815_PP_1769
PP_0815_PP_4191-R1,5,FALSE,2,192.2982,FALSE,PP_0815_PP_4191
PP_0815_PP_1317_PP_4191-R1,3,FALSE,3,192.2836,FALSE,PP_0815_PP_1317_PP_4191
PP_0368_PP_1769-R1,2,FALSE,2,192.2709,FALSE,PP_0368_PP_1769
PP_3755-R1,0,FALSE,1,192.25033,TRUE,PP_3755
PP_0103-R1,0,FALSE,1,191.91233,FALSE,PP_0103
PP_0815_PP_1506-R2,6,FALSE,2,191.6908,FALSE,PP_0815_PP_1506
PP_1607_PP_4550-R3,1,FALSE,2,191.6517,FALSE,PP_1607_PP_4550
PP_0815_PP_1506_PP_1769-R1,6,FALSE,3,191.5032,FALSE,PP_0815_PP_1506_PP_1769
PP_0815_PP_4191-R3,5,FALSE,2,191.3776,FALSE,PP_0815_PP_4191
PP_2471-R3,0,FALSE,1,191.32327,TRUE,PP_2471
PP_3071-R2,0,FALSE,1,191.22647,TRUE,PP_3071
PP_0658_PP_0815_PP_4187-R1,1,FALSE,3,191.1365,FALSE,PP_0658_PP_0815_PP_4187
PP_0815_PP_1769-R3,6,FALSE,2,190.8338,FALSE,PP_0815_PP_1769
PP_0658_PP_1506_PP_3071-R3,1,FALSE,3,190.786,FALSE,PP_0658_PP_1506_PP_3071
PP_3744-R1,0,FALSE,1,190.6176,FALSE,PP_3744
PP_1769_PP_2136-R2,2,FALSE,2,190.4598,FALSE,PP_1769_PP_2136
PP_0368_PP_1506-R1,6,FALSE,2,189.9883,FALSE,PP_0368_PP_1506
PP_0528_PP_0751_PP_0815_PP_1769-R2,6,FALSE,4,189.3506,FALSE,PP_0528_PP_0751_PP_0815_PP_1769
PP_0815_PP_1769_PP_2136-R1,6,FALSE,3,189.3494,FALSE,PP_0815_PP_1769_PP_2136
PP_0751_PP_0815_PP_1769-R2,6,FALSE,3,189.032,FALSE,PP_0751_PP_0815_PP_1769
PP_3280-R1,0,FALSE,1,189.00993,FALSE,PP_3280
PP_1506_PP_4189_PP_4192-R3,4,FALSE,3,188.6142,FALSE,PP_1506_PP_4189_PP_4192
PP_0751_PP_0814_PP_1506_PP_4120-R3,4,FALSE,4,188.4992,FALSE,PP_0751_PP_0814_PP_1506_PP_4120
PP_0751_PP_0814_PP_1769-R1,2,FALSE,3,188.1421,FALSE,PP_0751_PP_0814_PP_1769
PP_0103-R2,0,FALSE,1,188.11747,FALSE,PP_0103
PP_0751_PP_0814_PP_1769_PP_4120-R1,4,FALSE,4,188.0255,FALSE,PP_0751_PP_0814_PP_1769_PP_4120
PP_0815_PP_1769_PP_2136-R2,6,FALSE,3,187.9375,FALSE,PP_0815_PP_1769_PP_2136
PP_4737-R3,0,FALSE,1,187.72247,FALSE,PP_4737
PP_1506_PP_4651_PP_4862-R1,1,FALSE,3,187.6008,FALSE,PP_1506_PP_4651_PP_4862
Control_P3-R2,3,TRUE,0,187.5493,TRUE,Control
PP_0813_PP_1506-R1,6,FALSE,2,187.4147,FALSE,PP_0813_PP_1506
PP_0815_PP_1506-R3,6,FALSE,2,187.1415,FALSE,PP_0815_PP_1506
PP_2589-R2,0,FALSE,1,187.13393,FALSE,PP_2589
PP_0774_PP_1769-R2,1,FALSE,2,186.9907,FALSE,PP_0774_PP_1769
PP_3123_PP_4862_PP_5186-R2,1,FALSE,3,186.7095,TRUE,PP_3123_PP_4862_PP_5186
PP_1506_PP_1769-R2,3,FALSE,2,186.4416,FALSE,PP_1506_PP_1769
Control_P3-R3,3,TRUE,0,186.3067,TRUE,Control
PP_3123_PP_4862_PP_5186-R3,1,FALSE,3,186.1462,TRUE,PP_3123_PP_4862_PP_5186
PP_3122-R3,0,FALSE,1,185.972,FALSE,PP_3122
PP_4737-R1,0,FALSE,1,185.8906,FALSE,PP_4737
PP_1319_PP_4121_PP_4667-R1,1,FALSE,3,185.8614,TRUE,PP_1319_PP_4121_PP_4667
PP_4487-R1,0,FALSE,1,185.82607,TRUE,PP_4487
PP_3755-R2,0,FALSE,1,185.65533,TRUE,PP_3755
PP_0658_PP_0815_PP_4187-R2,1,FALSE,3,185.4592,FALSE,PP_0658_PP_0815_PP_4187
PP_5417-R2,0,FALSE,1,185.4316,TRUE,PP_5417
Control_P2-R3,3,TRUE,0,185.2032,TRUE,Control
PP_2213_PP_2471_PP_4266-R2,1,FALSE,3,184.9482,TRUE,PP_2213_PP_2471_PP_4266
PP_0751_PP_0815_PP_1317-R2,2,FALSE,3,184.8648,FALSE,PP_0751_PP_0815_PP_1317
PP_0815_PP_1317_PP_4191-R3,3,FALSE,3,184.6468,FALSE,PP_0815_PP_1317_PP_4191
PP_1607_PP_4550-R2,1,FALSE,2,184.5444,FALSE,PP_1607_PP_4550
Control-R18,0,TRUE,0,184.31093,TRUE,Control
PP_0437_PP_1769-R2,3,FALSE,2,184.137,FALSE,PP_0437_PP_1769
PP_1457-R3,0,FALSE,1,183.94267,TRUE,PP_1457
PP_0597_PP_1769_PP_4862-R2,1,FALSE,3,183.788,FALSE,PP_0597_PP_1769_PP_4862
PP_0751_PP_0815_PP_1769-R1,6,FALSE,3,183.507,FALSE,PP_0751_PP_0815_PP_1769
PP_2137_PP_4011_PP_4120-R3,1,FALSE,3,182.994,TRUE,PP_2137_PP_4011_PP_4120
PP_2213_PP_2471_PP_4266-R1,1,FALSE,3,182.8489,TRUE,PP_2213_PP_2471_PP_4266
PP_0751_PP_1317-R1,5,FALSE,2,182.8457,TRUE,PP_0751_PP_1317
PP_0658_PP_1506_PP_3071-R2,1,FALSE,3,182.4886,FALSE,PP_0658_PP_1506_PP_3071
PP_0751_PP_0814_PP_1769_PP_4192-R2,4,FALSE,4,182.4068,FALSE,PP_0751_PP_0814_PP_1769_PP_4192
PP_0658_PP_0815_PP_4187-R3,1,FALSE,3,182.1123,FALSE,PP_0658_PP_0815_PP_4187
Control_P1-R3,3,TRUE,0,182.1113,TRUE,Control
Control_P3-R1,3,TRUE,0,182.0178,TRUE,Control
Control-R2,0,TRUE,0,181.88373,TRUE,Control
PP_4636-R3,0,FALSE,1,181.74553,TRUE,PP_4636
PP_0751_PP_1769-R1,5,FALSE,2,181.6632,FALSE,PP_0751_PP_1769
PP_2213-R2,0,FALSE,1,181.2728,TRUE,PP_2213
PP_0815_PP_1769-R1,6,FALSE,2,181.1929,FALSE,PP_0815_PP_1769
PP_2213-R1,0,FALSE,1,180.99287,TRUE,PP_2213
PP_4737-R2,0,FALSE,1,180.94,FALSE,PP_4737
PP_0815_PP_1506-R1,6,FALSE,2,180.8688,FALSE,PP_0815_PP_1506
PP_3754-R2,0,FALSE,1,180.5176,TRUE,PP_3754
PP_0751_PP_4189-R2,2,FALSE,2,180.3416,FALSE,PP_0751_PP_4189
PP_1506_PP_4189_PP_4192-R2,4,FALSE,3,180.1041,FALSE,PP_1506_PP_4189_PP_4192
PP_0751_PP_4120-R3,5,FALSE,2,180.0887,FALSE,PP_0751_PP_4120
PP_0528_PP_0751_PP_0815_PP_1769-R3,6,FALSE,4,180.0579,FALSE,PP_0528_PP_0751_PP_0815_PP_1769
PP_1444-R2,0,FALSE,1,179.62787,TRUE,PP_1444
