Line Name,cycle,is_control,number_of_grna,isoprenol,to_keep_improved,line_name_norep
PP_0812_PP_0813_PP_4189-R3,5,FALSE,3,396.2964,TRUE,PP_0812_PP_0813_PP_4189
PP_0368_PP_0751_PP_4189-R3,5,FALSE,3,396.2775,TRUE,PP_0368_PP_0751_PP_4189
PP_0528_PP_0813_PP_0815_PP_1317-R2,2,FALSE,4,395.2054,FALSE,PP_0528_PP_0813_PP_0815_PP_1317
PP_0528_PP_0815_PP_1317-R2,3,FALSE,3,394.5157,TRUE,PP_0528_PP_0815_PP_1317
PP_0751_PP_0814_PP_4192-R1,4,FALSE,3,393.9461,TRUE,PP_0751_PP_0814_PP_4192
PP_0528-R2,0,FALSE,1,393.75147,TRUE,PP_0528
PP_0368_PP_0812_PP_0814-R2,5,FALSE,3,393.5354,TRUE,PP_0368_PP_0812_PP_0814
PP_0813_PP_0815_PP_1317-R3,3,FALSE,3,393.2824,TRUE,PP_0813_PP_0815_PP_1317
PP_0751_PP_0812-R3,5,FALSE,2,392.9208,TRUE,PP_0751_PP_0812
PP_0528_PP_2136-R3,6,FALSE,2,392.853,TRUE,PP_0528_PP_2136
PP_0528_PP_0813_PP_0815_PP_1317-R1,2,FALSE,4,392.7469,FALSE,PP_0528_PP_0813_PP_0815_PP_1317
PP_0812_PP_0815_PP_1317-R2,2,FALSE,3,392.3873,FALSE,PP_0812_PP_0815_PP_1317
PP_0814_PP_4189-R2,2,FALSE,2,392.1203,FALSE,PP_0814_PP_4189
PP_5419-R1,0,FALSE,1,391.908,FALSE,PP_5419
PP_0751_PP_0812_PP_0814-R2,4,FALSE,3,391.4559,TRUE,PP_0751_PP_0812_PP_0814
PP_0812_PP_4189-R2,2,FALSE,2,391.0815,TRUE,PP_0812_PP_4189
PP_0812_PP_0815_PP_1769-R1,6,FALSE,3,390.287,FALSE,PP_0812_PP_0815_PP_1769
PP_0528_PP_0814_PP_0815_PP_1317-R1,3,FALSE,4,390.252,TRUE,PP_0528_PP_0814_PP_0815_PP_1317
PP_0437_PP_0751_PP_0814-R3,2,FALSE,3,390.2094,FALSE,PP_0437_PP_0751_PP_0814
PP_0812_PP_0813_PP_4189-R2,5,FALSE,3,390.2052,TRUE,PP_0812_PP_0813_PP_4189
PP_0815_PP_1317_PP_4189-R2,2,FALSE,3,390.19,FALSE,PP_0815_PP_1317_PP_4189
PP_0528_PP_5288-R1,1,FALSE,2,389.896,TRUE,PP_0528_PP_5288
PP_0368_PP_0751_PP_0814-R2,4,FALSE,3,389.8564,FALSE,PP_0368_PP_0751_PP_0814
PP_0813_PP_0815_PP_1317-R2,3,FALSE,3,389.8426,TRUE,PP_0813_PP_0815_PP_1317
PP_0528_PP_0815_PP_1317_PP_1769-R1,2,FALSE,4,389.4072,FALSE,PP_0528_PP_0815_PP_1317_PP_1769
PP_0813_PP_0814-R3,3,FALSE,2,388.5411,TRUE,PP_0813_PP_0814
PP_0368_PP_0813-R3,2,FALSE,2,388.0387,TRUE,PP_0368_PP_0813
PP_0812_PP_0815_PP_4189-R2,5,FALSE,3,387.3665,TRUE,PP_0812_PP_0815_PP_4189
PP_0813_PP_4189-R2,4,FALSE,2,386.5345,TRUE,PP_0813_PP_4189
PP_0528_PP_0751_PP_0814-R2,4,FALSE,3,385.896,FALSE,PP_0528_PP_0751_PP_0814
PP_0813_PP_0815_PP_1769-R3,6,FALSE,3,385.8689,FALSE,PP_0813_PP_0815_PP_1769
PP_0528_PP_0814_PP_0815_PP_1317-R2,3,FALSE,4,385.7922,TRUE,PP_0528_PP_0814_PP_0815_PP_1317
PP_0751_PP_0814_PP_4191-R1,2,FALSE,3,385.7568,FALSE,PP_0751_PP_0814_PP_4191
PP_0528_PP_0751_PP_0815_PP_1317-R3,2,FALSE,4,385.5152,FALSE,PP_0528_PP_0751_PP_0815_PP_1317
PP_0815_PP_1317_PP_4189-R3,3,FALSE,3,385.3033,FALSE,PP_0815_PP_1317_PP_4189
PP_0528_PP_0815_PP_4191-R2,3,FALSE,3,384.9283,FALSE,PP_0528_PP_0815_PP_4191
PP_0528_PP_5288-R2,1,FALSE,2,384.9168,TRUE,PP_0528_PP_5288
PP_0528-R3,0,FALSE,1,384.7004,TRUE,PP_0528
PP_0814_PP_4189-R1,4,FALSE,2,384.3272,TRUE,PP_0814_PP_4189
PP_0751_PP_0812_PP_0814-R3,4,FALSE,3,384.2913,TRUE,PP_0751_PP_0812_PP_0814
PP_0813_PP_0815_PP_1769-R1,6,FALSE,3,384.2869,FALSE,PP_0813_PP_0815_PP_1769
PP_0368_PP_0813-R2,2,FALSE,2,383.9221,TRUE,PP_0368_PP_0813
PP_0368_PP_0812-R1,3,FALSE,2,383.9056,TRUE,PP_0368_PP_0812
PP_0751_PP_0813_PP_0814-R3,4,FALSE,3,383.8329,TRUE,PP_0751_PP_0813_PP_0814
PP_0813_PP_4189-R1,1,FALSE,2,383.4967,TRUE,PP_0813_PP_4189
PP_0815_PP_1506_PP_4189-R1,6,FALSE,3,383.4839,FALSE,PP_0815_PP_1506_PP_4189
PP_0813_PP_0815_PP_1317-R2,2,FALSE,3,382.8079,FALSE,PP_0813_PP_0815_PP_1317
PP_0814_PP_0815_PP_1317-R3,3,FALSE,3,382.5461,TRUE,PP_0814_PP_0815_PP_1317
PP_0751_PP_0813_PP_0814-R2,4,FALSE,3,382.2478,TRUE,PP_0751_PP_0813_PP_0814
PP_0751_PP_4192-R1,5,FALSE,2,381.9803,TRUE,PP_0751_PP_4192
PP_0437_PP_0812-R1,5,FALSE,2,381.4369,TRUE,PP_0437_PP_0812
PP_0815_PP_1317-R3,3,FALSE,2,380.1841,TRUE,PP_0815_PP_1317
PP_0813_PP_0815_PP_1317-R1,3,FALSE,3,380.0306,TRUE,PP_0813_PP_0815_PP_1317
PP_0528_PP_0813_PP_0815_PP_1317-R3,2,FALSE,4,379.6477,FALSE,PP_0528_PP_0813_PP_0815_PP_1317
PP_0814_PP_0815_PP_1317-R2,3,FALSE,3,379.2337,TRUE,PP_0814_PP_0815_PP_1317
PP_0814_PP_0815_PP_4120-R1,6,FALSE,3,378.7317,TRUE,PP_0814_PP_0815_PP_4120
PP_0368_PP_0815_PP_2136-R2,6,FALSE,3,378.3061,TRUE,PP_0368_PP_0815_PP_2136
PP_0528_PP_1317-R2,5,FALSE,2,377.8972,TRUE,PP_0528_PP_1317
PP_0368_PP_0437_PP_0812-R2,4,FALSE,3,376.8797,TRUE,PP_0368_PP_0437_PP_0812
PP_0368_PP_0814-R3,4,FALSE,2,376.8375,FALSE,PP_0368_PP_0814
PP_0814_PP_1317-R1,4,FALSE,2,376.7549,TRUE,PP_0814_PP_1317
PP_0528_PP_0815_PP_4191-R3,3,FALSE,3,374.7672,FALSE,PP_0528_PP_0815_PP_4191
PP_0814_PP_4862-R2,1,FALSE,2,373.8129,TRUE,PP_0814_PP_4862
PP_0528_PP_0813-R1,5,FALSE,2,373.6773,TRUE,PP_0528_PP_0813
PP_0226_PP_0437_PP_0751-R3,1,FALSE,3,373.3676,TRUE,PP_0226_PP_0437_PP_0751
PP_0528_PP_1317-R1,5,FALSE,2,373.2845,TRUE,PP_0528_PP_1317
PP_0813_PP_0814-R3,2,FALSE,2,373.2724,TRUE,PP_0813_PP_0814
PP_0226_PP_0437_PP_0751-R1,1,FALSE,3,372.9031,TRUE,PP_0226_PP_0437_PP_0751
PP_0812_PP_0813_PP_4189-R1,5,FALSE,3,372.8055,TRUE,PP_0812_PP_0813_PP_4189
PP_0528_PP_0751_PP_4191-R2,3,FALSE,3,372.2955,FALSE,PP_0528_PP_0751_PP_4191
PP_0528_PP_0814_PP_4191-R1,3,FALSE,3,372.1794,FALSE,PP_0528_PP_0814_PP_4191
PP_0751_PP_4192-R3,5,FALSE,2,372.1361,TRUE,PP_0751_PP_4192
PP_0751_PP_0814_PP_4192-R2,4,FALSE,3,372.0667,TRUE,PP_0751_PP_0814_PP_4192
PP_0368_PP_0437_PP_0812-R3,4,FALSE,3,371.877,TRUE,PP_0368_PP_0437_PP_0812
PP_0368_PP_0751_PP_4189-R2,5,FALSE,3,371.7357,TRUE,PP_0368_PP_0751_PP_4189
PP_0813_PP_4189-R3,1,FALSE,2,371.1687,TRUE,PP_0813_PP_4189
PP_0813_PP_1769-R1,2,FALSE,2,370.2687,FALSE,PP_0813_PP_1769
PP_5419-R2,0,FALSE,1,370.2514,FALSE,PP_5419
PP_0813_PP_0815_PP_1769-R2,6,FALSE,3,369.4348,FALSE,PP_0813_PP_0815_PP_1769
PP_0528_PP_2136-R2,6,FALSE,2,369.4184,TRUE,PP_0528_PP_2136
PP_0368_PP_0812_PP_2136-R2,5,FALSE,3,369.3804,TRUE,PP_0368_PP_0812_PP_2136
PP_0528_PP_4192-R3,6,FALSE,2,368.1026,FALSE,PP_0528_PP_4192
PP_0368_PP_0812_PP_1506-R2,4,FALSE,3,367.8311,FALSE,PP_0368_PP_0812_PP_1506
PP_0814_PP_4862-R3,1,FALSE,2,367.7718,TRUE,PP_0814_PP_4862
PP_4191-R2,0,FALSE,1,367.47564,TRUE,PP_4191
PP_0437_PP_0812-R2,5,FALSE,2,367.4261,TRUE,PP_0437_PP_0812
PP_0812_PP_1769-R1,3,FALSE,2,367.3215,FALSE,PP_0812_PP_1769
PP_0437_PP_0751_PP_4191-R2,2,FALSE,3,367.1772,FALSE,PP_0437_PP_0751_PP_4191
PP_0528_PP_0751_PP_0815_PP_1317-R2,3,FALSE,4,367.1486,FALSE,PP_0528_PP_0751_PP_0815_PP_1317
PP_0528_PP_0815_PP_1317-R3,2,FALSE,3,367.1065,FALSE,PP_0528_PP_0815_PP_1317
PP_0751_PP_0814_PP_2136-R1,4,FALSE,3,366.9885,TRUE,PP_0751_PP_0814_PP_2136
PP_0437_PP_0815-R3,5,FALSE,2,366.2382,TRUE,PP_0437_PP_0815
PP_0751_PP_0814_PP_2136-R2,4,FALSE,3,365.77,TRUE,PP_0751_PP_0814_PP_2136
PP_0528_PP_4192-R1,6,FALSE,2,365.5649,FALSE,PP_0528_PP_4192
PP_0812_PP_1506-R3,6,FALSE,2,365.2459,FALSE,PP_0812_PP_1506
PP_0812_PP_1769-R3,3,FALSE,2,364.8823,FALSE,PP_0812_PP_1769
PP_0368_PP_0813-R1,3,FALSE,2,364.5877,FALSE,PP_0368_PP_0813
PP_0528_PP_0812_PP_4191-R2,3,FALSE,3,364.5482,FALSE,PP_0528_PP_0812_PP_4191
PP_0813_PP_0814-R1,2,FALSE,2,364.2763,TRUE,PP_0813_PP_0814
PP_0528_PP_0814-R1,4,FALSE,2,363.1836,FALSE,PP_0528_PP_0814
PP_0813_PP_0814-R2,2,FALSE,2,363.0782,TRUE,PP_0813_PP_0814
PP_0528_PP_4192-R2,6,FALSE,2,362.9127,FALSE,PP_0528_PP_4192
PP_0813_PP_1769-R2,2,FALSE,2,362.5414,FALSE,PP_0813_PP_1769
PP_0437_PP_0751_PP_4191-R3,2,FALSE,3,361.8889,FALSE,PP_0437_PP_0751_PP_4191
PP_0813_PP_0815_PP_1317-R1,2,FALSE,3,361.8555,FALSE,PP_0813_PP_0815_PP_1317
PP_0815_PP_1317-R2,3,FALSE,2,361.58427,TRUE,PP_0815_PP_1317
PP_0368_PP_0813-R3,3,FALSE,2,361.574,FALSE,PP_0368_PP_0813
PP_0368_PP_0814-R1,4,FALSE,2,361.543,FALSE,PP_0368_PP_0814
PP_0368_PP_0812_PP_2136-R1,5,FALSE,3,361.4609,TRUE,PP_0368_PP_0812_PP_2136
PP_0528_PP_0813_PP_4191-R1,2,FALSE,3,361.4189,FALSE,PP_0528_PP_0813_PP_4191
PP_0815_PP_1506_PP_4189-R2,6,FALSE,3,360.6876,FALSE,PP_0815_PP_1506_PP_4189
PP_0813-R2,0,FALSE,1,359.93587,TRUE,PP_0813
PP_0528_PP_0813-R3,5,FALSE,2,359.6431,TRUE,PP_0528_PP_0813
PP_0368_PP_0812_PP_4189-R1,5,FALSE,3,359.4759,TRUE,PP_0368_PP_0812_PP_4189
PP_0368_PP_4189-R1,3,FALSE,2,359.1197,TRUE,PP_0368_PP_4189
PP_0528_PP_5288-R3,1,FALSE,2,358.985,TRUE,PP_0528_PP_5288
PP_0368_PP_0751_PP_0814-R3,4,FALSE,3,358.7351,FALSE,PP_0368_PP_0751_PP_0814
PP_4191-R1,0,FALSE,1,358.72587,TRUE,PP_4191
PP_0814_PP_0815_PP_1317-R1,2,FALSE,3,358.6444,FALSE,PP_0814_PP_0815_PP_1317
PP_0528_PP_0814-R3,4,FALSE,2,358.1915,FALSE,PP_0528_PP_0814
PP_0437_PP_0815-R2,5,FALSE,2,358.0865,TRUE,PP_0437_PP_0815
PP_0368_PP_0528_PP_0812-R3,5,FALSE,3,358.0415,TRUE,PP_0368_PP_0528_PP_0812
PP_0812_PP_2136-R2,5,FALSE,2,357.9739,TRUE,PP_0812_PP_2136
PP_0368_PP_0812-R3,3,FALSE,2,357.8817,TRUE,PP_0368_PP_0812
PP_1506_PP_4189-R2,4,FALSE,2,357.1915,TRUE,PP_1506_PP_4189
PP_0528_PP_0814-R2,4,FALSE,2,357.1872,FALSE,PP_0528_PP_0814
PP_0751_PP_0814_PP_4191-R2,4,FALSE,3,356.5998,TRUE,PP_0751_PP_0814_PP_4191
PP_0368_PP_0812_PP_2136-R3,5,FALSE,3,356.4569,TRUE,PP_0368_PP_0812_PP_2136
PP_0528_PP_0751_PP_4191-R3,3,FALSE,3,356.2941,FALSE,PP_0528_PP_0751_PP_4191
PP_0437_PP_0812-R3,5,FALSE,2,355.3817,TRUE,PP_0437_PP_0812
PP_0814_PP_4862-R1,1,FALSE,2,354.5741,TRUE,PP_0814_PP_4862
PP_0751_PP_4192-R2,5,FALSE,2,354.569,TRUE,PP_0751_PP_4192
PP_0812_PP_0813_PP_1317-R3,5,FALSE,3,354.4863,TRUE,PP_0812_PP_0813_PP_1317
PP_0437_PP_0815-R1,5,FALSE,2,354.4465,TRUE,PP_0437_PP_0815
PP_0815-R3,3,FALSE,1,354.4301,TRUE,PP_0815
PP_0813-R3,0,FALSE,1,354.33373,TRUE,PP_0813
PP_0814_PP_2136-R3,3,FALSE,2,353.912,TRUE,PP_0814_PP_2136
PP_0368_PP_0814-R2,4,FALSE,2,353.7636,FALSE,PP_0368_PP_0814
PP_0528_PP_0751_PP_0815_PP_1317-R1,3,FALSE,4,353.3719,FALSE,PP_0528_PP_0751_PP_0815_PP_1317
PP_0437_PP_4189-R1,2,FALSE,2,353.2988,TRUE,PP_0437_PP_4189
PP_0528_PP_0751_PP_0815_PP_1317-R1,2,FALSE,4,353.2063,FALSE,PP_0528_PP_0751_PP_0815_PP_1317
PP_0751_PP_0814_PP_4192-R3,4,FALSE,3,352.689,TRUE,PP_0751_PP_0814_PP_4192
PP_0368_PP_0812-R2,3,FALSE,2,352.0482,TRUE,PP_0368_PP_0812
PP_0812_PP_0813_PP_1317-R2,5,FALSE,3,352.0188,TRUE,PP_0812_PP_0813_PP_1317
PP_0815_PP_1317_PP_4189-R1,2,FALSE,3,352.0165,FALSE,PP_0815_PP_1317_PP_4189
PP_0751_PP_0814_PP_4191-R1,4,FALSE,3,351.5461,TRUE,PP_0751_PP_0814_PP_4191
PP_4120_PP_4189-R1,2,FALSE,2,351.0384,TRUE,PP_4120_PP_4189
PP_0528_PP_1769-R3,6,FALSE,2,350.8494,FALSE,PP_0528_PP_1769
PP_0814_PP_0815_PP_4120-R2,6,FALSE,3,350.3163,TRUE,PP_0814_PP_0815_PP_4120
PP_0368_PP_0812_PP_4189-R3,5,FALSE,3,350.3038,TRUE,PP_0368_PP_0812_PP_4189
PP_0814_PP_1506-R1,4,FALSE,2,349.3755,FALSE,PP_0814_PP_1506
PP_0814_PP_4862-R4,1,FALSE,2,349.3168,TRUE,PP_0814_PP_4862
PP_4191-R3,0,FALSE,1,349.11636,TRUE,PP_4191
PP_0751_PP_0814_PP_2136-R3,4,FALSE,3,349.0003,TRUE,PP_0751_PP_0814_PP_2136
PP_0751_PP_0813_PP_4189-R2,3,FALSE,3,348.2106,FALSE,PP_0751_PP_0813_PP_4189
PP_0368_PP_4189-R2,2,FALSE,2,347.1341,TRUE,PP_0368_PP_4189
PP_0368_PP_0528-R1,4,FALSE,2,347.1289,FALSE,PP_0368_PP_0528
PP_0528_PP_0812_PP_4191-R1,2,FALSE,3,346.6012,FALSE,PP_0528_PP_0812_PP_4191
PP_0812_PP_0815_PP_1317-R3,2,FALSE,3,346.5983,FALSE,PP_0812_PP_0815_PP_1317
PP_0751_PP_0812_PP_0813-R1,5,FALSE,3,346.5902,FALSE,PP_0751_PP_0812_PP_0813
PP_1506_PP_4189-R1,4,FALSE,2,346.3399,TRUE,PP_1506_PP_4189
PP_0368_PP_0528_PP_4191-R3,3,FALSE,3,345.8835,TRUE,PP_0368_PP_0528_PP_4191
PP_0814-R3,0,FALSE,1,345.55767,TRUE,PP_0814
PP_0528_PP_0814_PP_4191-R3,3,FALSE,3,345.3837,FALSE,PP_0528_PP_0814_PP_4191
PP_0812_PP_0815-R1,3,FALSE,2,345.2861,FALSE,PP_0812_PP_0815
PP_0814_PP_1317-R2,4,FALSE,2,345.2046,TRUE,PP_0814_PP_1317
PP_0528_PP_0814_PP_4191-R2,3,FALSE,3,344.9357,FALSE,PP_0528_PP_0814_PP_4191
PP_0751_PP_0813-R3,3,FALSE,2,344.6964,FALSE,PP_0751_PP_0813
PP_0368_PP_0528-R3,4,FALSE,2,344.4061,FALSE,PP_0368_PP_0528
PP_0528_PP_1769-R1,6,FALSE,2,343.8137,FALSE,PP_0528_PP_1769
PP_0528_PP_1769_PP_4191-R1,3,FALSE,3,343.7733,FALSE,PP_0528_PP_1769_PP_4191
PP_0528_PP_0812_PP_4191-R1,3,FALSE,3,343.7711,FALSE,PP_0528_PP_0812_PP_4191
PP_0528_PP_0813_PP_4191-R3,2,FALSE,3,343.6899,FALSE,PP_0528_PP_0813_PP_4191
PP_0368_PP_0812_PP_4189-R2,5,FALSE,3,343.4739,TRUE,PP_0368_PP_0812_PP_4189
PP_0751_PP_0813-R2,3,FALSE,2,342.938,FALSE,PP_0751_PP_0813
PP_0528_PP_1769_PP_4191-R3,3,FALSE,3,342.0769,FALSE,PP_0528_PP_1769_PP_4191
PP_0368_PP_4189-R1,2,FALSE,2,341.7156,TRUE,PP_0368_PP_4189
PP_0528_PP_0812_PP_4191-R3,3,FALSE,3,341.3216,FALSE,PP_0528_PP_0812_PP_4191
PP_0528_PP_0812_PP_4191-R2,2,FALSE,3,340.7315,FALSE,PP_0528_PP_0812_PP_4191
PP_0528_PP_0812_PP_4191-R3,2,FALSE,3,340.6295,FALSE,PP_0528_PP_0812_PP_4191
PP_1769_PP_4189-R2,2,FALSE,2,340.5714,FALSE,PP_1769_PP_4189
PP_0528_PP_1317-R3,5,FALSE,2,340.0984,TRUE,PP_0528_PP_1317
PP_0812_PP_1769-R2,3,FALSE,2,340.0789,FALSE,PP_0812_PP_1769
PP_0528_PP_0815_PP_1317_PP_1769-R3,2,FALSE,4,339.8662,FALSE,PP_0528_PP_0815_PP_1317_PP_1769
PP_0751_PP_0814_PP_4191-R3,4,FALSE,3,339.7159,TRUE,PP_0751_PP_0814_PP_4191
PP_0528_PP_1769_PP_4191-R2,3,FALSE,3,339.5259,FALSE,PP_0528_PP_1769_PP_4191
PP_0368_PP_0813-R2,3,FALSE,2,339.0761,FALSE,PP_0368_PP_0813
PP_0368_PP_0528_PP_4191-R1,3,FALSE,3,338.7219,TRUE,PP_0368_PP_0528_PP_4191
PP_0368_PP_0528_PP_4191-R2,2,FALSE,3,338.3917,FALSE,PP_0368_PP_0528_PP_4191
PP_0368_PP_4189-R3,2,FALSE,2,338.1905,TRUE,PP_0368_PP_4189
PP_4174-R3,0,FALSE,1,337.42287,FALSE,PP_4174
PP_0814_PP_0815_PP_1317-R3,2,FALSE,3,336.8303,FALSE,PP_0814_PP_0815_PP_1317
PP_0751_PP_0812_PP_0813-R2,5,FALSE,3,336.5257,FALSE,PP_0751_PP_0812_PP_0813
PP_0814_PP_5288-R2,1,FALSE,2,336.5052,TRUE,PP_0814_PP_5288
PP_0813_PP_1769_PP_4189-R1,3,FALSE,3,335.9553,FALSE,PP_0813_PP_1769_PP_4189
PP_0751_PP_0813_PP_4189-R3,3,FALSE,3,335.5616,FALSE,PP_0751_PP_0813_PP_4189
PP_0368_PP_4191-R1,4,FALSE,2,335.4237,FALSE,PP_0368_PP_4191
PP_0368_PP_0751-R3,4,FALSE,2,335.3986,TRUE,PP_0368_PP_0751
PP_0368_PP_0528_PP_4191-R3,2,FALSE,3,334.5574,FALSE,PP_0368_PP_0528_PP_4191
PP_0812_PP_0815-R3,3,FALSE,2,334.5457,FALSE,PP_0812_PP_0815
PP_4120_PP_4189-R3,2,FALSE,2,334.5391,TRUE,PP_4120_PP_4189
PP_0815-R2,3,FALSE,1,334.4923,TRUE,PP_0815
PP_2136_PP_4189-R1,2,FALSE,2,334.2288,FALSE,PP_2136_PP_4189
PP_1769_PP_4189-R3,2,FALSE,2,334.2164,FALSE,PP_1769_PP_4189
PP_4189_PP_4192-R1,3,FALSE,2,334.0468,TRUE,PP_4189_PP_4192
PP_0813_PP_2136-R3,5,FALSE,2,334.0396,TRUE,PP_0813_PP_2136
PP_0814_PP_1506-R3,4,FALSE,2,334.0056,FALSE,PP_0814_PP_1506
PP_0814_PP_1317-R3,4,FALSE,2,333.9296,TRUE,PP_0814_PP_1317
PP_0814_PP_2136-R2,2,FALSE,2,333.6844,FALSE,PP_0814_PP_2136
PP_0368_PP_0813_PP_4189-R2,5,FALSE,3,333.4547,FALSE,PP_0368_PP_0813_PP_4189
PP_1769_PP_4189-R1,2,FALSE,2,333.2034,FALSE,PP_1769_PP_4189
PP_0815-R1,3,FALSE,1,332.5873,TRUE,PP_0815
PP_0437_PP_4189-R2,2,FALSE,2,332.2186,TRUE,PP_0437_PP_4189
PP_0812_PP_0815-R2,3,FALSE,2,332.1885,FALSE,PP_0812_PP_0815
PP_0528_PP_0751_PP_0815_PP_1317-R3,3,FALSE,4,332.0168,FALSE,PP_0528_PP_0751_PP_0815_PP_1317
PP_0437_PP_4189-R3,2,FALSE,2,331.9523,TRUE,PP_0437_PP_4189
PP_0368_PP_4189-R3,3,FALSE,2,331.6194,TRUE,PP_0368_PP_4189
PP_0368_PP_0528-R2,4,FALSE,2,331.3034,FALSE,PP_0368_PP_0528
PP_2137_PP_4189-R2,1,FALSE,2,330.95,TRUE,PP_2137_PP_4189
PP_1506_PP_4189-R3,4,FALSE,2,330.6933,TRUE,PP_1506_PP_4189
PP_0999_PP_4120_PP_4191-R3,1,FALSE,3,330.6532,FALSE,PP_0999_PP_4120_PP_4191
PP_0368_PP_0812_PP_1769-R1,4,FALSE,3,329.6724,FALSE,PP_0368_PP_0812_PP_1769
PP_0812_PP_0813-R2,5,FALSE,2,329.6645,TRUE,PP_0812_PP_0813
PP_0813_PP_4189-R2,1,FALSE,2,329.4397,TRUE,PP_0813_PP_4189
PP_0368_PP_0812-R2,2,FALSE,2,329.4278,TRUE,PP_0368_PP_0812
PP_0812_PP_0814-R2,2,FALSE,2,328.939,TRUE,PP_0812_PP_0814
PP_0437_PP_0814-R3,2,FALSE,2,328.6468,FALSE,PP_0437_PP_0814
PP_0437_PP_4189-R3,3,FALSE,2,328.5849,TRUE,PP_0437_PP_4189
PP_0368_PP_0812_PP_1769-R2,4,FALSE,3,328.5437,FALSE,PP_0368_PP_0812_PP_1769
PP_0368_PP_0528_PP_4191-R2,3,FALSE,3,328.277,TRUE,PP_0368_PP_0528_PP_4191
PP_0437_PP_0751_PP_4191-R1,2,FALSE,3,328.1692,FALSE,PP_0437_PP_0751_PP_4191
PP_0814_PP_4192-R3,1,FALSE,2,328.0977,FALSE,PP_0814_PP_4192
PP_0812_PP_0815_PP_2136-R2,5,FALSE,3,328.045,TRUE,PP_0812_PP_0815_PP_2136
PP_0368_PP_4191-R3,4,FALSE,2,327.0705,FALSE,PP_0368_PP_4191
PP_0368_PP_0813_PP_4189-R1,5,FALSE,3,326.928,FALSE,PP_0368_PP_0813_PP_4189
PP_0528_PP_4120_PP_4191-R1,2,FALSE,3,326.5828,TRUE,PP_0528_PP_4120_PP_4191
PP_0813_PP_0814_PP_1769-R1,2,FALSE,3,326.484,FALSE,PP_0813_PP_0814_PP_1769
PP_0368_PP_0812_PP_1769-R3,4,FALSE,3,325.9858,FALSE,PP_0368_PP_0812_PP_1769
PP_0528_PP_0813_PP_4191-R1,3,FALSE,3,325.8933,FALSE,PP_0528_PP_0813_PP_4191
PP_0814_PP_3123-R3,1,FALSE,2,325.7144,FALSE,PP_0814_PP_3123
PP_0813_PP_4191-R1,3,FALSE,2,325.2811,FALSE,PP_0813_PP_4191
PP_0814_PP_2136-R1,3,FALSE,2,325.262,TRUE,PP_0814_PP_2136
PP_0751_PP_0813-R1,3,FALSE,2,325.1568,FALSE,PP_0751_PP_0813
PP_0813_PP_0814-R2,3,FALSE,2,325.089,TRUE,PP_0813_PP_0814
PP_0814_PP_4192-R4,1,FALSE,2,324.987,FALSE,PP_0814_PP_4192
PP_2137_PP_4189-R1,1,FALSE,2,324.4131,TRUE,PP_2137_PP_4189
PP_0528_PP_1769-R2,6,FALSE,2,324.2522,FALSE,PP_0528_PP_1769
PP_0814_PP_2136-R1,2,FALSE,2,324.2048,FALSE,PP_0814_PP_2136
PP_0813_PP_2136-R2,5,FALSE,2,324.0881,TRUE,PP_0813_PP_2136
PP_0751_PP_0812_PP_0813-R3,5,FALSE,3,323.7834,FALSE,PP_0751_PP_0812_PP_0813
PP_0751_PP_0814_PP_1506_PP_1769-R1,4,FALSE,4,323.6029,FALSE,PP_0751_PP_0814_PP_1506_PP_1769
PP_0528_PP_0815_PP_4191-R1,2,FALSE,3,323.151,FALSE,PP_0528_PP_0815_PP_4191
PP_0528_PP_0813_PP_4191-R2,3,FALSE,3,323.0486,FALSE,PP_0528_PP_0813_PP_4191
PP_0813_PP_4189-R1,4,FALSE,2,323.0009,TRUE,PP_0813_PP_4189
PP_0368_PP_0528_PP_0812-R1,5,FALSE,3,322.9961,TRUE,PP_0368_PP_0528_PP_0812
PP_4189_PP_4192-R2,2,FALSE,2,322.7526,TRUE,PP_4189_PP_4192
PP_0812_PP_0813-R3,5,FALSE,2,322.6389,TRUE,PP_0812_PP_0813
PP_0812_PP_4189-R3,3,FALSE,2,322.1197,FALSE,PP_0812_PP_4189
PP_0437_PP_0813-R1,5,FALSE,2,321.7321,TRUE,PP_0437_PP_0813
PP_0528_PP_0751_PP_4191-R1,2,FALSE,3,321.5996,FALSE,PP_0528_PP_0751_PP_4191
PP_0814_PP_0815_PP_1317-R1,3,FALSE,3,321.4868,TRUE,PP_0814_PP_0815_PP_1317
PP_4120_PP_4189-R2,2,FALSE,2,321.3163,TRUE,PP_4120_PP_4189
PP_4189-R3,0,FALSE,1,321.20247,TRUE,PP_4189
PP_0751_PP_0814_PP_1506_PP_1769-R2,4,FALSE,4,321.1195,FALSE,PP_0751_PP_0814_PP_1506_PP_1769
PP_0812_PP_0813-R1,5,FALSE,2,320.6444,TRUE,PP_0812_PP_0813
PP_0751_PP_4191-R2,5,FALSE,2,320.5778,FALSE,PP_0751_PP_4191
PP_1769-R2,0,FALSE,1,320.31707,TRUE,PP_1769
PP_0814_PP_3123-R2,1,FALSE,2,320.185,FALSE,PP_0814_PP_3123
PP_0814_PP_5288-R3,1,FALSE,2,319.9066,TRUE,PP_0814_PP_5288
PP_0815_PP_1317_PP_4189-R3,2,FALSE,3,318.9552,FALSE,PP_0815_PP_1317_PP_4189
PP_0368_PP_4191-R2,4,FALSE,2,318.4913,FALSE,PP_0368_PP_4191
