Protein.Group,PP_0751_PP_0813_PP_0815_log2_FC,PP_0751_PP_0813_PP_0815_log10_pval,PP_0528_PP_0751_PP_0815_log2_FC,PP_0528_PP_0751_PP_0815_log10_pval,PP_0528_PP_0751_PP_0812_PP_0815_log2_FC,PP_0528_PP_0751_PP_0812_PP_0815_log10_pval,PP_0528_PP_0751_PP_0813_PP_0815_log2_FC,PP_0528_PP_0751_PP_0813_PP_0815_log10_pval,PP_0368_PP_0751_PP_0815_log2_FC,PP_0368_PP_0751_PP_0815_log10_pval,PP_0368_PP_0751_PP_0813_PP_0815_log2_FC,PP_0368_PP_0751_PP_0813_PP_0815_log10_pval,PP_0368_PP_0814_PP_0815_log2_FC,PP_0368_PP_0814_PP_0815_log10_pval,PP_0368_PP_0751_PP_0812_PP_0815_log2_FC,PP_0368_PP_0751_PP_0812_PP_0815_log10_pval,PP_0368_PP_0751_PP_0814_PP_0815_log2_FC,PP_0368_PP_0751_PP_0814_PP_0815_log10_pval,PP_0812_PP_0813_PP_0815_log2_FC,PP_0812_PP_0813_PP_0815_log10_pval,PP_0528_PP_0813_PP_0815_log2_FC,PP_0528_PP_0813_PP_0815_log10_pval,PP_0751_PP_0815_log2_FC,PP_0751_PP_0815_log10_pval,PP_0528_PP_0812_PP_0815_log2_FC,PP_0528_PP_0812_PP_0815_log10_pval,PP_0368_PP_0813_PP_0814_PP_0815_log2_FC,PP_0368_PP_0813_PP_0814_PP_0815_log10_pval,PP_0814_PP_0815_log2_FC,PP_0814_PP_0815_log10_pval,PP_0813_PP_0814_PP_0815_log2_FC,PP_0813_PP_0814_PP_0815_log10_pval,PP_0812_PP_0813_PP_0815_PP_1506_log2_FC,PP_0812_PP_0813_PP_0815_PP_1506_log10_pval,PP_0368_PP_0815_log2_FC,PP_0368_PP_0815_log10_pval,PP_0437_PP_0815_PP_1317_log2_FC,PP_0437_PP_0815_PP_1317_log10_pval,PP_0368_PP_0812_PP_0813_PP_0815_log2_FC,PP_0368_PP_0812_PP_0813_PP_0815_log10_pval,PP_0528_PP_0815_log2_FC,PP_0528_PP_0815_log10_pval,PP_0815_PP_2136_log2_FC,PP_0815_PP_2136_log10_pval,PP_0368_PP_0812_PP_0815_PP_2136_log2_FC,PP_0368_PP_0812_PP_0815_PP_2136_log10_pval,PP_0368_PP_0751_PP_0812_log2_FC,PP_0368_PP_0751_PP_0812_log10_pval,PP_0812_PP_0815_PP_1506_log2_FC,PP_0812_PP_0815_PP_1506_log10_pval
gcvP2,,,1.2521006775297414,1.816527550255599,,,,,,,,,,,,,,,,,0.8862493096454145,3.1745756318931915,,,,,,,1.8354157370858197,1.3552481337245164,,,,,,,,,,,,,,,-1.0876984959801388,4.573782690833358,,,1.1550836514763372,1.5486333833201136
glk,,,0.1378254144257643,2.187784362966213,,,,,0.43363518702779763,2.5292781180408808,,,0.5635642029619936,2.8175435909739073,0.2752002281940026,2.116450796624568,,,0.7362932548398374,1.5177940008940767,,,,,,,-0.4040656233124404,1.9597521305516317,,,0.40208253422547713,1.403026554088814,,,,,1.0079505308475636,1.5394169515485256,0.3138054105760496,2.1995545325630554,,,,,0.35219799472341456,2.17290689137123,,,,
glnG,,,0.3110090624784546,4.17852577667159,,,,,0.34090421470197707,1.6977690628862716,,,0.39733661874943943,4.793251440319483,0.34579552208891096,2.042113915025647,0.26870437718724277,3.3387024003079446,0.5150118303500035,1.4791015506025764,0.21336757019050748,2.145422146249285,0.36379343621895793,1.4089644182693966,0.9541068457347255,1.5377156039625952,0.5535436439583434,2.84626436690923,,,0.4981975806605701,4.411059742277333,0.09483525496143391,1.4103265419252182,,,1.0083594784781214,1.6435308454496254,0.33566765039658547,3.5455135109968614,,,0.48888276024571276,2.609771216386999,0.279881948281737,2.325470978089633,0.34944250912013547,1.56894341716462,0.3617508371123185,1.5179684540316492
glyQ,,,-0.49128278162834677,2.9949452094733937,,,,,-0.21755044563986528,5.447771356191901,-0.5894332153161335,3.8463425684257344,-0.26048392338213827,3.620235499329245,,,,,,,-0.6659684264510176,2.2853291304147834,-0.9200970307320727,1.5866592400029145,-0.8702886270821066,2.1156153314898027,-0.4219901967265746,2.715117451414936,-1.7539660380931898,2.740736952872891,,,-0.39124069702074726,6.792322605214495,,,-0.7308586059960916,1.855911259858878,-0.20996543235248347,3.2881409983618877,-1.9247887282206355,3.655633076208706,,,-0.22930731166623017,4.637194250387193,,,-0.3699427565439298,4.09129042894434
gpx,,,-1.9821694520059108,3.044515439161963,,,,,1.537908078276366,2.647841626927639,,,1.0643093583239318,3.6192933286353934,1.57087077722197,2.400802018161377,0.8542846985000611,1.7654784551103484,,,,,,,,,,,,,1.284684639557211,3.0070704275217683,,,,,,,1.340618656970102,1.7091163335675952,,,1.1286248125184084,1.4196543678963318,1.2639192875726095,1.9634360104371338,,,,
guaA,,,-0.5330195908776119,8.938544374268504,-0.3730433457955785,2.230439764601657,-0.5028752562658658,3.5400655069661284,-0.3668101200019218,2.8359122451270626,-0.4589434019220247,4.2504872958972255,-0.26564925072856777,3.1189911363248437,-0.41752187297511034,2.0508119451854903,-0.3496532735296134,2.0006018491304713,0.4030734550492136,2.393890259462778,-0.4419550441203705,7.854195665165034,0.3730413961684927,1.9686111996777589,0.6308085859037557,2.6280411066974603,-0.4042817563774895,7.838625006682027,,,-0.33488571680121204,3.958745762700347,-0.694172081373826,4.478130551624231,0.39605037748680405,2.1323813438781745,0.7351650829988997,3.781487314334513,-0.30938533103586796,4.539674981363923,,,-0.31947275630996125,5.775281316272496,-0.32278679140403244,3.4836316351851795,,,-0.5808227008418646,6.038468465322312
had,,,0.3240361912901135,4.586431669773207,,,,,,,0.2421211274830749,2.985070193552367,,,0.5112136831031237,6.597108615182175,,,,,0.2893975051187821,1.753654067857584,-1.7870575633314405,1.4251653993311981,-1.4836430580975501,1.9945551712701188,0.335666987608397,4.937300244204816,-1.8555820211232188,2.053368373140878,,,0.6158267114066045,8.140203816931587,,,,,,,-1.8326783864852385,1.4172721712153966,0.44912651311868024,1.4680124251156437,,,,,,
hemL,,,-0.4592457052345653,3.0303616879130413,,,,,0.3215224595362622,2.7566779012082816,,,0.40505619268764353,1.9658646945141234,,,,,,,-0.24612008951154432,1.9916220133874498,,,,,,,-0.715225600199467,1.8801309424298418,,,,,0.30819677947862933,2.708804496668084,0.32898138578132613,1.6198108877210793,,,,,0.30553098611763996,3.216190566736359,0.34723749251152125,1.5367765729593836,0.5036856698957196,2.2940952725676014,,
hflX,,,-0.6488543716182089,1.965948757049783,-0.2587550547180457,1.3824529415271922,,,0.2142596769741426,3.2256333646597093,,,,,0.16614160163159392,3.0348235274740114,-0.27331411381801585,1.484887050625879,,,-0.42932691805778767,1.7491925868240181,-0.78274408064484,1.7930604628111129,-0.7064024408975813,1.8673094635792586,-0.33123020962160216,1.452182523253146,,,,,,,-0.2762996466589669,2.176038234320787,-0.7823677729039691,2.848974509445243,,,-1.0996776438426468,2.0110553184830064,0.33642969344552587,2.4887340131063467,,,,,-0.4821564051225884,2.805510364548654
hisI,,,-0.3930362217663282,1.3153038448253873,,,,,,,-0.39707933965368425,3.527267750134681,,,,,0.17453963006697898,1.3626652159165393,,,,,,,,,,,,,0.6527208416321673,1.332363757554403,,,,,,,,,,,0.8247800211175582,4.034582392455001,,,,,,
hisS,,,0.634433132518013,2.4654872110611192,,,,,,,0.573444909564239,1.7629495157235944,,,,,0.6515426668708678,1.3935406183225227,0.13557499600288464,1.3417160072448713,0.47272893894110757,1.4482054077381323,,,,,0.6533471815457835,1.4865152604132112,,,,,0.6438443964156716,1.829261638038307,,,,,,,,,,,,,,,0.5803136282648949,1.3797317577724197
hmgB,,,-2.664477946413368,6.649949763017096,,,,,,,,,,,,,,,,,,,-1.8834516206544962,5.7389576264877125,-0.5757228591865294,1.7372061525376554,-1.9017863020257326,5.517939336837223,,,,,0.39712703194541177,2.126369864701043,-0.3973235120136996,1.3982758323044726,,,,,-2.5264727381329775,4.543125289718366,,,,,-0.4048435666121433,1.3084303107002158,,
hslU,,,0.20368170594292817,2.755235843422125,0.24443090866094755,2.094170609874545,,,0.6973780961918844,5.871945218113937,0.1759783409087424,1.9482194763247203,0.5872994448885727,9.219224927609467,0.8030426366060918,3.2766298361629245,0.2441837970107718,3.4315347307620474,0.5400111766950809,8.516836277433272,,,0.4715714221663745,3.880297122229003,,,,,,,0.7230323694687013,5.192798273321219,0.3472782257970947,4.497858011864989,,,,,0.7565218628372741,7.879008686048123,,,0.7327801095174806,7.816209371730417,0.717027657848543,11.73823632316249,0.6882596720576579,2.631543138703683,,
ispA,,,-3.3035002856411197,7.749468625597905,-3.9714651340818294,8.055553402307632,-3.9976281293113964,7.999195741103073,1.539761771362835,1.7265772633559904,2.010565481364077,1.866212728790233,,,,,1.9972867119064819,2.359349913485428,,,-4.14240134208667,8.189264320412754,,,,,,,,,2.1068035254082087,6.128157777978875,1.548780306394369,2.150023260535785,,,,,1.6891516704512606,2.5537521348612233,,,,,,,1.7681827471673286,12.987669694010071,2.1487662869984536,1.7819168617774828
ispG,,,0.4134927322863227,1.6220290971998006,0.6180643627478402,2.6879739120895056,,,,,0.27270182692822564,3.3883181135830998,,,,,0.6817659260728199,1.6687539854865767,,,0.2738031016409402,2.5434960012124384,,,0.48774845930582095,1.9252749954987711,,,,,,,,,,,0.6445826457399702,2.640807801310607,,,,,,,,,,,,
katG,,,0.867663504096843,2.644618195021027,0.7259891685187043,1.8387124843061657,0.5285587087541168,4.427410275944605,,,,,,,-0.5214004209864725,1.3496338262240135,,,,,0.28682942615513624,4.174565429862003,0.2227412105814291,1.3835359955719604,0.8883563971970349,1.563557789713562,,,0.9156404056006793,3.6407671480669714,0.36590788759393783,2.128807615540501,0.32999177445786737,1.60809803289523,,,0.8825550842419317,2.0750932490277236,-0.34849717575502936,3.5837101727638836,,,,,-0.8477889488734071,3.608355219288954,-0.6812307848738678,6.438604269840786,,
kdsD,,,1.9403087767005007,1.4725614553699138,,,1.1431148793628465,2.0462429279522514,0.5323670132495061,3.9950588599365235,1.5570585011744207,1.9875632422436338,,,,,,,,,1.1630272297941062,4.954760844877074,,,,,,,,,,,1.1805946088036687,1.582732746901687,,,,,,,-0.6352263426834223,8.324342294877757,0.30233808676115786,6.25825044941361,0.4287436343327244,8.377911235246746,,,,
leuA,,,-0.1104828141327073,2.2771341527227706,-0.10846296213402484,1.6246373717538827,-0.10513932726444045,2.1569291026679855,0.24576517472960396,2.5396450869058502,,,0.21318361577450604,1.6661387061313533,0.31684260864997055,1.3544821868774017,,,,,-0.12392418415021395,3.211709987526513,,,,,-0.11852507143102568,2.4934228787501453,,,0.1399882900312539,2.5405055298709387,,,,,,,0.2811942453964922,3.1259223292257574,0.49758199211477244,1.7113487156830187,,,0.2310303361952913,1.3944008711553586,,,,
leuD,,,-0.6639575611567635,1.8088515997989925,,,,,,,,,-0.21608870975837705,2.108390223325142,,,,,-0.465577998430865,1.5626234690752558,,,-0.2759537416740792,1.7305320219647835,-1.1579022596953636,1.3409180600833168,-0.7113579733932549,3.0732738816097087,-1.4190459876118868,1.7798219383020737,,,,,,,-0.9572715782393638,1.3907092897420936,,,,,,,-0.14191868185791204,2.2171957901529047,-0.14493417981374998,2.3691925242463463,-0.5266487727781843,1.4808643339120524
livF-I,,,0.6117200702398673,4.751632141933341,,,0.3429445089463675,1.846521310304732,1.2642678351088745,3.5406264111840793,0.8874993257867173,3.224103112440651,1.2254255528183198,4.616465284476377,,,,,,,,,,,,,,,,,0.8257243039401461,2.069505226579515,0.7046775753331426,1.7706328496567483,,,,,1.030544913812442,1.4813076023182707,,,0.8059255444897152,6.7637058370493275,1.246630041342371,3.769399894615741,1.2955801227861996,5.853576196792495,,
lolA,,,0.9746153599325689,1.5250841392614274,,,1.0107011246043416,1.856335102199885,0.775278404005893,1.7351185943094356,1.0277201536242688,2.087953338794142,0.8335274986181582,4.709368938137813,0.7944042801876656,8.640105069270323,0.9819410582696085,4.4022527551640485,1.1763278959445458,1.7756251692961602,1.7534097189603626,3.3866302991768023,0.9287215285213345,1.9800115372759666,1.0048269887874222,2.2220770479570806,0.9001273048269266,1.6872981094363497,,,,,0.5642969526375078,2.7412273134376366,1.0191678130492676,2.0515671568362865,,,,,,,0.49306132883292253,1.9643671000955527,,,0.7495923431008222,2.4103869858827762,,
lpxC,,,-0.22576960315696723,1.471297893787485,,,,,0.1993547526583085,3.303597798013666,-0.5978213720919955,12.115551598097738,0.11354411001204447,2.0983150990891932,,,,,-0.5334409341324101,1.4919059980605562,,,-0.7261472181517147,1.3345429819747203,-0.7486226972847363,2.2005136962234673,,,-1.2023351969926266,16.222141966632442,,,,,-0.3994201496604093,1.7697308707229096,-0.7271466227351117,1.6506557953412404,,,-0.9697766373251597,1.9358563351278286,0.12965765801592274,3.9869178652065336,,,,,,
lysS,,,0.4187675609591083,2.401690957140477,,,0.4109878016705184,2.850796574746331,0.7619091110428103,2.4460210072168733,0.545466325420884,8.371219173063471,0.9063973524460368,7.656033169507296,0.8794187770263802,3.8630862871585427,,,,,0.44089088729381415,1.4271767895772454,,,,,0.49112985118106933,5.764783155088712,,,0.7776776158467236,11.52330792354867,0.7385590597704271,4.447212254535255,0.23351636612902046,1.3478358784040458,,,0.8420678912765166,3.8624202848890987,-0.23250492747084023,1.7146061887074235,0.7381092056662973,9.979229878740655,0.8913499360309527,5.117853063011961,1.0555185944847134,12.255854855057173,0.5567544724776413,1.751505986116315
mcpG,,,0.37076934296550185,1.3148952276077432,,,,,0.35795246604255815,1.3272975132498825,0.48058694173559585,2.2618161942584396,0.35203924664117187,3.956649525852294,0.20541636943467492,1.7220118569338903,,,,,0.6657271538965096,10.296744317451704,,,,,0.5659981238090845,2.6239871035383207,,,0.2101429942309257,1.8571659916002086,,,,,,,,,,,,,,,,,,
mcpQ,,,1.189657099524575,1.3537744807209282,,,,,,,,,,,0.5733512080304667,2.139532226422868,,,,,,,-1.1179815433573448,3.2083670237344055,,,,,-2.8446100689854896,9.30256881853723,,,,,,,,,,,,,,,,,,,,
metH,,,0.6800136253190695,1.6845791081721042,,,,,,,1.0827296288797783,2.3109423722105213,,,,,,,,,0.9863125839206662,2.140644639949129,-0.5486674176900382,2.23521359686066,,,,,,,,,,,,,,,,,-0.8661178695430385,6.843438423995701,,,,,,,0.5871790875726756,2.558483608527732
metW,,,-3.761350327566354,6.491248695807463,,,,,,,,,,,0.9056374599423179,2.3306696918954777,,,,,,,,,,,,,,,0.9678371411243357,1.3095012458736393,,,,,,,,,,,1.4340995140561064,1.42906855076705,0.6949776161133219,4.148359442543372,1.788421291988858,2.2852530251972127,,
mreB,,,-0.2724582864827057,6.031548773584936,-0.45610492870021646,1.9311900634113275,,,-0.18790711976789523,2.745731449965022,-0.14713962425132093,1.7594970345368102,-0.14764488506010004,3.019820024416103,,,,,,,-0.33986485848635384,1.8425081108096633,0.18285954851229355,2.918214657046323,,,-0.12200641622942333,1.7009694518397758,,,-0.17598191261017632,3.710467633850709,,,0.2787654073257652,1.5777971202340306,,,-0.07794393782347364,1.3772421278375033,,,,,,,,,,
murE,,,1.3873097113658923,1.7932114434960125,1.3318003452364402,1.387233003184582,,,0.8473352291537051,2.70351990956747,,,0.9292498925161785,1.9085723473196938,0.6361145220794571,5.593176125724561,,,1.2335700202709439,7.059800793001577,,,,,,,1.3882491320917565,1.9548626694756785,,,0.9261869299560539,2.2321923158825783,,,1.4653470283466297,2.5594465724057827,1.2353123112178321,1.395004954256266,0.6495658455121103,3.010728079704056,,,1.0810793627980841,2.563971301240143,0.6927699619648763,1.95306671849236,0.6249054192849863,3.0270658381300013,1.424956497438293,1.873758820283106
nudE,,,-0.6123465615824422,2.4136627820171364,-0.5654416481213999,2.2985298108845735,,,-0.22038571102565238,2.3099535019754827,,,,,-0.854289848008825,1.5522049526139625,,,0.25677199444666715,2.421081740884826,,,,,,,-0.3974493612955808,2.6137537354052256,-0.5459191852245568,1.5850970688256518,-0.7132472523218403,2.379716662417752,-1.1990020920714812,8.001596767905731,,,,,-0.36053815326630473,1.3173090951894109,-0.5432063116743271,1.301071515458089,,,-0.3453862226362586,4.253738909867107,,,,
nusB,,,0.7047161076084042,1.5022738195596017,,,,,0.38286019544049327,2.44272981622707,0.5412061575908237,2.0448427298980483,0.30281398682921257,1.5544543855839061,0.364830209366173,3.9634084170508426,0.7489608149055708,3.2336484731043615,,,,,,,,,0.5518320501671602,1.3955704263643935,-1.118497619138647,1.3278660363916992,,,0.7228028605230818,1.5363253842389586,0.20168422176005857,1.4272387014685513,,,0.21979319802835998,1.8005841571065686,,,0.26224863735742665,1.6579406708822593,,,,,0.897399174277157,1.8850735593542411
ohr,,,0.6588919709707143,6.051687409942603,0.790633846315377,4.563232634778401,0.6222081974206971,2.5947878023702655,,,0.4196721776873114,3.0458430472847113,,,,,0.467685459726047,2.95758261391069,1.1646191998070778,1.661269101411365,0.46530791178872105,2.9757596278070544,,,,,,,,,,,0.9999791334346247,10.214307094756657,,,,,,,1.5010539635451154,1.4286778206201836,,,-0.5813502872600321,3.532854268282942,-0.5358386485744887,2.368206045931922,1.1287396912651484,7.313110046894878
oprF,,,0.8096027539273715,3.301284941988064,,,,,0.8889817372410207,1.752939913067512,0.45216600915329563,1.440934676507363,0.8021904301645623,10.388379555863814,0.44770083216278267,1.5520620653576958,,,0.9647341904066794,2.4653973418279933,,,1.3025356737121572,2.140281450080209,1.5527309457416074,1.5883427934249994,0.44465475712530617,1.6455329598033175,1.7376930035554052,2.4077693735917642,0.86329350238013,1.6331291299225819,0.6678039699277215,1.933404311293223,0.9038521777631561,1.4102032819792394,1.443072968319838,3.0668914354912213,0.5648032584852157,2.4547790771652536,1.6849355249142983,1.3209306550761988,0.7383125686495702,1.7196331445440773,0.4386203071298158,1.4358761569369178,0.5727928526324552,2.2499585938369107,0.9496054864222991,2.0703183881177347
panC,,,-4.330762250349993,13.391925562673023,,,,,0.7011038084855995,1.556369718182682,,,0.9546565463463165,2.587763293964462,,,,,1.0091808833025564,2.204339649191154,,,,,,,-2.7874391826980127,2.1843076491486086,-0.8657844323894858,7.52827736389405,0.7404670721821728,1.451035668811771,,,0.9779640897366075,3.0824425616156192,0.910960872104565,1.5596967542571454,0.7480085522541848,1.7204501749165815,,,,,,,0.7172865093781867,2.778534085563321,,
parC,,,-0.29153947951031933,1.3686121881306033,,,,,,,,,,,,,,,,,0.4349832588707168,1.4313579297985826,,,,,,,0.26275164057868045,1.956963793250058,,,,,,,,,,,,,,,-0.7659120058015505,5.3534034319640185,,,-0.8737036125839586,4.757387246047744
pcaR,,,-1.545063531894765,8.208139142897155,-2.20441314109187,10.199516987666797,-1.5762135718836574,3.4288854850834456,,,-1.975394217023637,9.655718317488702,,,,,-2.362649085212882,3.3904885746376907,,,-1.5692201785560373,3.61129799144071,,,,,-1.9416790227074645,7.096942493534481,,,,,-2.067433723350251,4.428158862254218,,,,,,,,,-0.5993932972074755,2.0214275888628435,,,,,-2.0567708214873806,5.622653775570648
pepA,,,0.5554567272831993,2.0773213038582794,0.6207619369502405,1.9017840810925575,,,,,0.39446307411282605,2.0635578047167056,,,,,,,,,0.5625231704162157,2.0092513611608847,,,,,0.4310654891535554,8.395281796187131,-0.7365332706099607,1.5529471867453721,0.29539475434475415,6.093799271734812,0.6564539956661574,2.4276217393815362,,,,,,,,,0.5333729736793067,1.857859383477941,0.1382503073543545,1.9940838018413856,,,0.672197979813407,16.19673376209856
pgk,,,0.3022113979537796,2.915508417856933,,,,,-0.20901928015219526,2.756962610767284,0.36179251471546753,2.434815070219087,-0.28498658939905613,2.6290001680653963,,,,,0.5425000269531418,6.534248013523431,0.23535828529075584,3.1055787388623597,,,,,,,0.24625564546507844,4.161482639614295,-0.28688844568694966,2.217019413537481,0.6299730148310307,11.168336080096847,0.5723069708011631,1.7593807551438863,0.6047461737891867,6.006762908448888,-0.19533696969096928,2.561491495004569,0.2412577038430411,1.5772725978957527,,,-0.1942110209310972,2.178887311280419,-0.17472437393112725,1.3184963758322907,0.6203908248932745,2.666567642329026
pgm,,,0.9761833578336789,2.002817786122152,,,,,0.8640433888786135,13.902499090785614,1.0343736867934192,1.5779114027488017,0.9014582276330786,2.3825545410425937,,,,,,,,,,,,,1.122124666133618,2.2404546953729367,,,0.5980254146655098,2.199673706699289,1.0059067145503173,2.6350067926329497,,,,,0.9703821400800379,2.632144202563398,,,,,0.7571980637776521,1.4164109092167179,,,1.1232467368716597,1.7681373178530875
pheA,,,0.519163166175411,1.3291381273260952,,,,,,,,,0.38033704262226775,1.7378613777254235,0.39095789538386766,9.344242617422108,,,,,,,,,,,,,,,,,0.4077878599320007,1.74595848712999,,,,,0.3157436693041561,4.327161183088596,,,0.3765044445185733,5.797000270934378,0.26919588926837357,2.545097106548298,0.45207161388963496,1.5736465293147277,0.6842336272224216,1.6581216680925157
pheS,,,0.2697850033918758,3.682965530144891,0.2846541711661134,4.10785890226063,,,0.3135046430615029,5.021580277992081,,,0.35192124221778237,2.0937326419646856,0.41885206966005784,4.646013382837001,,,,,,,,,,,,,,,,,,,,,,,0.3675742328855907,5.812177723048884,-0.6933174465929773,2.8449770723519383,0.32886071414393864,1.5742151770723278,0.40121273924079065,2.2128279430640974,0.36269991379317035,5.620678597137984,,
phoQ,,,-2.5927115129093656,4.167901697010834,,,,,-0.7525721315528908,1.7186645137227863,,,-0.8079051472590816,4.96347604961836,-0.5917985529448964,4.1534150834160455,,,,,-2.7735232433901706,4.088001535969048,-1.149254273259866,4.7181798440804155,,,-1.6704860761964886,4.255941817398739,,,-0.534047885851228,3.234090793031326,-2.001177953817119,3.1110319438030394,-1.0964591045914824,5.3581784969971915,-3.3351989034436613,6.733524607458732,-1.0459720403781383,4.092774524069196,-4.6645229140965245,11.016865045270201,-0.6298749517264801,4.379897959972043,-0.9226632437040934,1.8414326581786926,,,-1.1149343008295665,1.7546767458465056
pip,,,-0.4853308874628551,1.476725678434349,,,,,0.4528427237447294,2.236749359495496,,,0.4409179348306624,1.4786926504536153,,,,,0.33344316338334856,5.157656990027991,,,,,,,-1.0064985942208176,2.501567874914865,,,0.48962279696487515,1.5362855903932964,,,0.36462573327997605,1.5782286126315221,,,0.3103047463741038,4.455143643071958,,,0.5947422991119166,4.978377182286663,,,,,,
potF-II,,,-2.568744735777584,2.345766324879529,-3.236709584218294,2.559274249325929,,,,,-2.097446313127587,1.7355127444534566,,,,,-3.3245886469979733,2.5809103332242023,,,,,,,,,-2.873319309238633,2.4550059890742726,,,,,-1.9289406087141978,1.5081944473072848,,,,,,,,,,,,,,,-1.7118684122598378,1.3635345599657172
ppgL,,,2.1326180321506096,1.7876208556714932,2.564169346508352,1.5625860973895604,,,2.4180402620943275,1.7196025420535843,,,2.275524072663081,2.2483460961146235,2.1460105169338983,5.508745229088057,,,,,2.933154872674389,1.8323438797832727,,,,,,,,,2.548533503931006,4.791220967042521,,,,,,,2.0974734934260577,2.315458826461181,,,2.469351539148948,1.993890204803001,1.489424452373399,2.0214550903606927,,,2.293720837253069,1.8074854096678108
prpC,,,0.6819818981683643,1.808716375490381,,,0.7812952270707257,1.317565236746801,,,0.5190907476862118,2.1742420341773427,-1.344916338648093,9.050011743231316,-0.7881012881006448,1.8462127690141426,,,-0.817473191236455,1.8980028845919104,0.4794143338898298,2.174512478199249,-0.8046021365332849,2.8391093459460834,,,0.8784431288333507,1.8779302715274528,-5.209398082143308,20.836306844800323,-1.3180461705384923,3.282295538546213,,,-0.9508685171208427,1.8783096786920823,,,-1.145633787368886,2.0478362517599282,-1.701891193369855,1.4579069462147707,-1.215518609754062,2.286604903410626,,,,,,
prs,,,-0.26552496103021006,10.107924944104564,,,,,,,,,,,0.39983875561124005,1.8190713356080972,,,-0.5373022615922987,2.799101830731025,-0.17591431406205324,3.724264266429738,-0.45102112515355247,1.8278303500395774,-0.9399833160484384,1.8903186458054961,,,-1.080954021328651,1.3500190174641078,,,-0.2787736251441553,3.1089946354689966,,,-0.7263278505727653,1.8202725302215017,0.327271314190836,1.9042523168707213,-1.044324208355842,1.7914493173533061,0.10880490530897818,4.201151330073821,0.3418317506428211,1.732327728497659,0.5773811765133364,1.7718736351736228,-0.23226347686772986,1.9338064412862452
pucL,,,1.2615485692280197,2.5206952403215266,,,,,,,1.2122945721589806,7.6948733475467685,,,,,,,1.606607536373144,8.966071078387413,1.2575051417218415,7.9626460500534995,,,,,,,,,,,,,1.537407030060878,1.6828810177078537,1.0468093966098235,1.9638867983558985,,,,,,,,,,,2.0961211736592635,3.1549687695553406
purB,,,-0.2658755094157344,1.5920968860755633,,,,,-0.6724090206168383,4.4257493217260855,,,-0.5482053170029465,5.924460125504309,-0.7909421679038322,1.5668478617878225,,,,,,,-0.9400493835988392,1.4562996960918917,-0.9246594326529265,2.2401045975542595,,,-1.8188895173900996,1.4242446179118826,-0.7516913266806516,13.142769409435802,-0.21671732856559045,1.6819576768323907,,,-0.8442347035978396,1.6265848710534798,-0.5550186497821086,9.067145798285713,-1.8919030531180494,2.07801850793423,-0.7260579282226687,12.716476393966207,-0.5212383257344696,5.661279273192056,,,-0.30602301055011344,2.6370562461254856
purM,,,-0.22695551554097645,1.4999068763568768,,,,,,,-0.24815848589819928,1.5052141934739263,-0.2873717595385264,1.3555378228517283,,,,,,,-0.18622179431688554,1.7406513765099831,,,,,,,,,,,,,,,,,,,,,,,,,,,,
putA,,,1.0738958707849862,1.3996595795459303,,,,,0.7617677725930246,1.919638324501787,,,,,,,,,0.6505530614382852,1.5206056611274426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
puuE,,,0.5291060897821466,1.45319229536317,,,,,0.9409755896358702,2.1203518530217993,,,0.8200774687737747,3.374242121329936,0.6339677979869259,1.6529350345300566,,,,,,,,,,,,,,,,,,,,,,,0.7745225761563285,1.8849439295199018,-1.344306272008896,6.152229218128131,,,,,,,,
pyrC,,,-0.3292844068317444,1.9270369655880715,,,-0.5132593069689393,7.8358141389510845,1.0124237798716587,3.223480129698595,-0.437986186177347,2.6454679573061872,0.9101336150630063,2.0289186194102062,1.057659306695355,17.313739319723204,,,1.0326953713319844,2.1176170256741127,-0.5827443785692281,1.8580116790292902,,,,,,,0.8863957497654125,1.82095739792329,0.5656110378207997,1.8763935141747359,,,1.1415508971741852,2.0720326483808247,1.1287659318278969,2.2291160059686423,0.8202616945488166,1.350490570406663,,,0.5270293211614244,1.7159098588490922,0.9140500194471252,1.9610120261449304,0.9385722236896259,4.135174279985841,,
pyrE,,,0.37578580840925524,1.5098299038614365,,,,,0.30896957592044216,3.976990173971425,-0.7232476455182868,4.482476590471111,,,0.3337308200342255,1.5544056191038857,,,0.3223156730485104,10.18205957108386,-0.6986129150297934,5.342419601277285,0.08445899460892548,2.249731668702139,,,,,,,0.38312187758468297,1.4347799580093343,,,,,,,0.25800948606949914,2.883464258825696,,,0.4257150866030916,3.484431321666068,0.3059869735493714,1.4600578694315893,0.21832230352649434,1.3684808070777126,0.554177323141011,3.1217734707563567
pyrG,,,0.19938186797063898,1.4847697599186458,,,,,0.10557719373628785,1.9538004757379723,0.2818182220082406,3.9299889578460943,-0.6250363618281066,4.639609498436692,,,,,-0.23463040601024096,2.137545955718878,0.15811894228060316,1.513946529895576,,,,,0.42718616360203693,2.1843670312484065,,,0.2402994042403086,3.3054350465226787,0.11481810109307294,2.2118473106232375,,,,,0.16329309775193535,1.518565467369294,,,0.3009653711495692,4.495226108927185,,,,,,
